active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Arsh Shah Dilbagi,Cole Bransford,Ryan Ozminkowski",S21,2020,Fintech,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/09b6574cc19556c5eb8c4d3f21246af0c375546b.png,Making the exchange of value magical and seamless for everyone.,Zage,"San Francisco, CA, USA",Pay by bank and earn rewards,Inactive,fintech,10,https://tryzage.com
"Gabriel Luque,Javier Méndez",S21,2022,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ae5d2f00c811a214391b0f9b0a18e6b62b8243c3.png,"We are Shopify for the $15B creator economy in LATAM starting with online coaching businesses. For example, a fitness coach can use our no-code builder to get a branded landing page integrated with payments and a website that can host their online coaching programs and subscriber-only content.",Wabi,"San Francisco, CA, USA",We are Shopify for the $15B creator economy in LATAM,Inactive,"saas,creator-economy",3,http://www.wabi.build
"Hootan Mahallati,Georg Untersalmberger",S21,2020,"B2B,Finance and Accounting",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4785c6a546427ae0a36c9b29c741968cd3964ce2.png,"Hyperseed is the Zapier for billing. 
 
We help companies handle their custom billing workflows without code and instead, with spreadsheet formulas. Hyperseed replaces manual work borne of billing system limitations and lets companies avoid spending engineering resources on homegrown systems. ",Hyperseed,"San Francisco, CA, USA",Zapier for billing,Inactive,"finops,fintech,saas,finance,b2b",3,https://hyperseed.com
"Taylor Culbertson,Colton Dillion,Jason Dillion",S21,2019,Fintech,0,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/3ced67334a53580ec3d2634a3a30bb488a8be131.png,"Hedgehog is a crypto robo-adviser that manages your funds in broad baskets of digital assets covering up to 85% of crypto's market cap. We already have 15k users monitoring $176m in crypto assets and over $548k in GTV on our V1 product, we have completed our exit interview with the SEC as of 4/24, and our custodial product is now live in the App Store and Google Play.",Hedgehog,"San Jose, CA, USA",Cryptocurrency Robo-adviser. Buy. Balance. Relax.,Inactive,"defi,fintech,crypto-web3",5,https://hedgehog.app
Jibril Gudal,S21,2022,Healthcare,0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/0cc6779879fc885a8441efdd67bf2a960f7783c7.png,"Selling healthcare products online is hard. You need accurate health data to serve customers. Getting this data is extremely difficult. 

We are building a network of locations that companies can use to collect this health data and onboard their customers. 

Today our focus is the $270B health tourism industry. We help health tourism clinics onboard customers coming from the UK.  Our licensed guides help them collect dental scans and other important health data. 

They use this data to create personalised treatment plans.
",Lobby,"London, England, United Kingdom",Local onboarding for the $200B health tourism industry,Inactive,"marketplace,telehealth",1,https://www.uselobby.com/
"Jeff Wilson,Antonio Gonzalez",S21,2020,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/32999b03bfa83f47b9348a7e827836b3d847b026.png,,Jupe,"San Francisco, CA, USA",Just add land,Inactive,"hardware,housing,manufacturing,proptech,climate",7,http://www.jupe.com
"Roshan Farhan,Kulapradip Bharali",S21,2020,Consumer,0,"New Delhi, India",https://bookface-images.s3.amazonaws.com/small_logos/0adb623358e23d19debfccd4479f9ec020bfa54a.png,"Gobillion is the Pinduoduo for India, we make e-commerce social by enabling customers to buy together in groups and get great deals!
",Gobillion,"New Delhi, DL, India",Pinduoduo for India,Inactive,,10,https://gobillion.co
"Paul Nakata,Phil Haack",S21,2020,"B2B,Sales",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/f3f99c8925fd18b1c6eef6d076545c620370ce6b.png,"Abbot helps customer-facing teams work with their customers in Slack. Abbot watches activity to make sure that customers get replies quickly. Once Abbot joins a room, it summarizes conversations, tags relevant topics, and even suggests next steps. Abbot's Insights make it easy to see your team's responsiveness at a glance. Want to automate common tasks? Abbot's built-in Skills functionality (think: small bits of code we run for you) can be triggered by customer topics, on a schedule, in response to external webhooks, or directly from chat.",Abbot,"San Francisco, CA, USA",Your Customer Success Co-Pilot,Inactive,"developer-tools,saas,customer-success",5,https://ab.bot
"Stefan Heule,Chen-Chen Huo,Konstantin Weitz",S21,2021,"Fintech,Consumer Finance",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/e76d271d52208f7b3976f708e61bc7a0fee49d49.png,"Nexus offers a unified checking and investment account. Your full balance is invested to get market returns, all while retaining instant access to cash even when the markets are closed. We are two ex-Googlers with CS PhDs from Stanford and the University of Washington who have worked together for 7 years.",Nexus,"Mountain View, CA, USA",Nexus  offers a unified checking and investment account.,Inactive,"fintech,neobank",2,https://nexushq.com
"Bhairav Mehta,Adithya Ramanathan,Michael Staunton",S21,2021,"B2B,Engineering, Product and Design",0,"Philadelphia, PA",https://bookface-images.s3.amazonaws.com/small_logos/2ce34f759d4f80585125720c0d1863830f0e3ca9.png,"Buzzle help product marketing teams identify competitive moats and weaknesses, marketing teams generate & understanding voice of customer and product teams gauge demand in feature requests based on customer pain points, all automatically from a company’s library of recorded sales and success calls. Buzzle is founded by alumni from the University of Michigan. Adithya operated as the NLP modeling lead at Capital One's Center for Machine Learning. Michael was the lead developer of Capital One's privacy portal, serving millions of customers. Bhairav dropped out of his PhD at MIT to found Buzzle, after publishing research on deep learning and robotics at NVIDIA Research, NASA's Jet Propulsion Laboratory, and the Montreal Institute for Learning algorithms.
	
Buzzle was formerly named q&ai!",Buzzle,"Philadelphia, PA, USA",Automatic voice-of-customer trends & metrics from sales conversations.,Inactive,"ai-enhanced-learning,saas",3,https://buzzle.ai
"Andrew Zhou,Lyon Aung,Eric He",S21,2021,"Real Estate and Construction,Housing and Real Estate",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/61a8f1e4e8b1762e3c85e8a3ab981ded85af6fc0.png,"Commery makes it easy for commercial tenants to find their perfect space, whether it is retail, industrial or office space.

Instead of browsing a list of available spaces like Zillow, tenants can publicly list their commercial space requirements (sqft, location, use case, etc.) and receive inbound from brokers and landlords who have spaces that are good matches. By listing demand first, tenants can even source off-market spaces that aren't publicly available yet. ",Commery,"New York, NY, USA",Marketplace to lease commercial real estate,Inactive,"marketplace,proptech",3,http://trycommery.com
"Olcay Yilmazcoban,Berk Ozer",S21,2017,"Consumer,Gaming",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/a6c8258727ded9f770fd8c876b78d8e1cb257385.png,"SenpAI.gg is a gaming coach for the 1.4 billion PC gamers globally. SenpAI.gg’s desktop application makes personalized recommendations in the game and provides post-game feedback to help gamers improve faster. It is the most comprehensive assistant that supports gamers before and during the game via Voice Assistant, or an overlay that uses computer vision. The company is Boston-based and founded by Olcay Yilmazcoban (MIT researcher & gamer) and Berk Ozer (engineer & gamer). We raised $3M seed funding (ACT Venture Partners) and we are in the Summer 2021 Batch of Y Combinator. https://senpai.gg/",SenpAI.GG,"Boston, MA, USA",Personal gaming coach for PC gamers globally ,Inactive,"artificial-intelligence,assistive-tech,gaming",12,https://senpai.gg/
"Anne-Sophie Mertgen,Vincent Pribble",S21,2021,"Industrials,Agriculture",0,"Monterrey, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/ab9214122c1f44be841827f0b43c68e15d29f063.png,,Micro Meat,"Monterrey, N.L., Mexico",Technologies for scaling up cultured/clean meat production,Inactive,"hard-tech,cultured-meat,biotech,climate",0,http://www.micromeat.com
"Anahí Sosa,Jan Heinvirta",S21,2021,"Consumer,Food and Beverage",0,"Mexico City, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/3d27f7a7a6420ccf8c785c2c2dd7bc7b012b1e9c.png,"Over 1/3 of food is being thrown away and in Latin America 72% of it prior to the consumer stage. Mainly due to physical imperfections or surplus production, despite being fresh and edible.

Perfekto offers a grocery subscription box with imperfect and surplus food, home-delivered. Thereby, consumers save time and money while reducing food waste.

The founders are experienced leaders scaling startups & grocery operations. Anahí previously led the Uber Grocery initiative for Latam. Jan scaled Swiss FinTech Sonect to pre-Series B and to Mexico. Juan led Walmart's eCommerce logistics and operations in Mexico. 

By the end of 2022, Perfekto had:
🌱 rescued over 500,000kgs of food from being wasted
🚚 delivered over 60,000 orders
📈 grown 1,120% year-over-year
🥖 gone beyond just produce and now help rescue items like bread or packaged goods from companies like Heartbest Foods, Bové, Tuny - with major multinationals in the pipeline
💚 become a beloved brand with an NPS of 70
🫂 built an online community of over 20,000 people and several thousand homes receiving Perfekto boxes",Perfekto,"Mexico City, CDMX, Mexico",Grocery subscription service against food waste in Latam,Inactive,"grocery,sustainability,climate,e-commerce",33,https://www.perfekto.mx/
"Kahlil Lalji,Vishal Dubey,Eric Wang",S21,2021,"Fintech,Consumer Finance",0,"Santa Monica, CA",https://bookface-images.s3.amazonaws.com/small_logos/900b1772e9f94bc70841de05a846c5f6285066e1.png,"Ivella builds banking and savings products that are designed for couples, no matter where they are in their relationship. Whether you've been dating for months are signing up for the The Split Account or have been married for decades and are signing up for The Joint Account and Savings Pods, we've got a product for you.",Ivella,"Santa Monica, CA, USA",Banking and savings products designed for couples,Inactive,"banking-as-a-service,fintech",8,https://www.ivella.com/
"Skyler Aspegren,Josh Wright",S21,2021,"Fintech,Consumer Finance",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e07c36d3a9cd114a6e105e8b128004ab25b67d2f.png,Apollo is a debit card that rewards you with stock. Every swipe earns guaranteed fractional shares plus a chance to win big with a full share of your favorite stocks. ,Apollo,"San Francisco, CA, USA",The card that rewards you with stock ,Inactive,fintech,3,https://www.withapollo.com/
"Jay Goel,Len Boyette",S21,2021,"B2B,Infrastructure",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/da76e9943d4f25da898d4584a50149b4f8feff25.png,"ScratchDB is a platform that automates all aspects of managing an analytical database: server configuration, data ingestion, queries, replication, and sharding. We are built on top of Clickhouse with a developer experience that you'll love.",Scratch Data,"New York, NY, USA",Analytics for builders. Record and query billions of datapoints with…,Inactive,"developer-tools,saas,b2b,analytics,databases",1,https://www.scratchdata.com
"CG Chen,Geordie Graham,Derek Ruohao Zhang,Alex Zvaniga",S21,2021,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9b723a38aaac3c710ea89080d5f1dfb58cad131d.png,"Ruta Health is the trusted digital health platform connecting individuals seeking a more efficient and personal approach to health information, who are tired of sifting through unreliable sources, directly with licensed doctors for personalized health information. Unlike scattered internet searches and AI symptom checkers, our async expert-led process ensures accurate, one-on-one answers to all your health questions. We aim to make health information accessible and understandable for everyone to be your trusted ""doctor friend"".",Ruta Health,"San Francisco, CA, USA",Async personalized and actionable health education by real doctors,Inactive,"consumer-health-services,health-tech,digital-health,healthcare,health-&-wellness",1,https://www.rutahealth.com/
"Nina Lu,Katy Honda",S21,2021,"Healthcare,Consumer Health and Wellness",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/ac43f78e7cba4c25719f23e6fe750af616742fb3.png,,Comet Health,"Palo Alto, CA, USA",Digital platform for pelvic floor physical therapy,Inactive,"consumer-health-services,telemedicine",3,https://trycomet.com
"Brennan McEachran,Graham McCarthy",S21,2020,"B2B,Productivity",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/e341d51ab4846625abc0f683c15083bfa5785f1a.png,"Hypercontext helps managers run more effective meetings that tie back to their OKRs and is trusted by over 100k managers in companies like Netflix, Linkedin, and Facebook. 

Managers use our app to run their 1:1s, team meetings, and OKRs in one workflow that increases the odds of their team hitting their goals by 95%.",Hypercontext,"Toronto, ON, Canada","Meeting agendas, notes, & goals that tie back to your OKRs",Inactive,,15,https://hypercontext.com
"Santiago Ribadeneira,Marcelo Albuja,Juan Carlos Holguin",S21,2021,"Healthcare,Consumer Health and Wellness",0,"Quito, Ecuador",https://bookface-images.s3.amazonaws.com/small_logos/7aec51da2f96c472d5ac45d0e94b4a4833c060b6.png,"FastFarma is the digital pharmacy for latam, that offers best price guaranteed and 30 minute delivery with a full service offering. 
",FastFarma,"Quito, Pichincha, Ecuador","Digital pharmacy for Latam, that saves you money and time.",Inactive,,8,http://www.fastfarma.com
"Eunice Wong,Sagar Setu",S21,2019,"B2B,Retail",0,"Singapore, Singapore",https://bookface-images.s3.amazonaws.com/small_logos/2efe7f33198c252ca563c3f685bd5e290b4064d2.png,"We help CPG brands to understand how their products are being displayed, priced and what are their competitors are doing across millions of physical stores in real time with our computer vision powered mobile app. 

Each year these brands spend $500 bn annually buying prime retail shelf space to influence customer purchasing decisions, but they have no easy way to audit it. 

Our mobile app reduces the time of these audits by 10x and cost by 3x.",Milky Way AI,"Singapore, Singapore",Mobile app for CPG brands to connect to millions of stores globally,Inactive,"artificial-intelligence,saas",5,https://milkyway.ai/
"Bruno Vegreville,Louise Bayssat",S21,2021,"B2B,Productivity",0,"Paris, France",https://bookface-images.s3.amazonaws.com/small_logos/a64cd5e2d970d541d5f1a0e6d37a974b93b59b21.png,"Google Calendar is built on hypotheses that are now deprecated. Now that most of our meetings are virtual, there is a massive opportunity to remove frictions at each step of the lifecycle of these meetings, and finally make calendars actionable.

From Hera, users can:
- Schedule a meeting or share availabilities
- Prepare a meeting with the right context on attendees and past discussions
- Join a meeting in one-click
- Snooze a meeting to make sure you don't forget to follow-up

All of that without leaving the keyboard.",Hera,"Paris, Île-de-France, France","Calendar app to prepare, join and follow-up on virtual meetings",Inactive,productivity,3,https://hera.so
Blaze Cerovcec,S21,2020,"B2B,Human Resources",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/739936e2e043a2a3cb823d5e10c346872b9b759a.png,"Mixr is a social platform for remote and hybrid teams; we host virtual game tournaments and an ongoing office competition.  Mixr tournaments have built-in audio/video chat, a library of fun games, ice breakers, and automatic breakout rooms - all built with the goal of being easy for managers and employees to use.  By participating in tournaments, players earn high scores and trophies which places them on the company-wide leaderboards.  Our goal is to bring companies together, boost employee engagement and help companies bolster a collaborative corporate culture.",Mixr,"Toronto, ON, Canada",Team building through online game tournaments. ,Inactive,,4,https://mixronline.com
"Salvador Rivero,Max Mergenthaler",S21,2020,"Fintech,Asset Management",0,"Mexico City, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/2f51197cc0d17f50d8ca25715f7cf7f5e0c7a81b.png,"Levo is a regulated treasury management platform for startups and SMBs to optimize idle cash with tailor-made investment, cash management and working capital strategies ",Levo,"Mexico City, CDMX, Mexico",Treasury management platform for SMBs to optimize idle cash in Latam,Inactive,"fintech,b2b",6,https://www.levo.mx
"Owen Colegrove,John Clarke",S21,2021,Fintech,0,,https://bookface-images.s3.amazonaws.com/small_logos/a7d7336636076f27ab8ae26ae0336ab292474653.png,"At Algofi, we're building the new financial system. Our work will reduce barriers to entry and promote democracy in the financial system.",Algofi,,Building the new financial system,Inactive,,7,https://algofi.org
"Vahur Hansen,Paula Kink",S21,2020,"Consumer,Food and Beverage",0,"Tallinn, Estonia",https://bookface-images.s3.amazonaws.com/small_logos/eb6dda529d42d5fd9f1f08aded1a577d18ceeb10.png,"Membo is a next-day grocery delivery app for premium customers in Europe. Like PinDuoDuo Groceries in China, Membo is the fastest way to order your weekly groceries directly from local food producers. The convenience of supermarkets & 15-minute grocery apps comes at the expense of freshness: food that should be delivered fresh, gets bought in bulk and sits on warehouse shelves for days. To get the freshest produce, you need quick producer-to-end-customer delivery, not just quick warehouse-to-customer delivery. Membo lets you order food directly from hundreds of local food producers & organises delivery so you always get the freshest version of every product. Membo's CEO, Vahur Hansen, was an early engineer at TransferWise, and co-founder, Paula Kink, built her own healthtech startup. Launched in Dec 2020, we've grown 30% MoM for the past 8 months and have delivered over 4000 orders in Tallinn, Estonia.",Membo,"Tallinn, Harju County, Estonia","Groceries fresher than a farmer’s market, delivered to you (EU)",Inactive,"grocery,marketplace",3,https://membo.ee
"Ben Share,Aaron Barbieri-Aghib",S21,2021,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/108c8b80f12f2ce88b7b81f91c300acb53685bc3.png,"As developers, we’re constantly going through the cycle of starting to write tests, deciding we can’t prioritize them because we need to ship new features, and then running into bugs in production as a result. Autotest lets you build comprehensive integration tests for your website with basically no work on your part, so you get the benefits of testing without wasting dev time on it.",Dime,"San Francisco, CA, USA",Instant E2E tests for your website,Inactive,,2,https://www.dime.io/
"Alison Greenberg,Audrey Wu",S21,2020,"Healthcare,Healthcare Services",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/a722473f67c37adb9c6f835f1193707450a12c4a.png,"Ruth Health treats the 83% of post-pregnancy womxn who pee in their pants. We deliver 30-minute Postpartum Recovery + Training Sessions via telehealth, so moms around the globe with pelvic floor prolapse can get back to work, sex, and normal life—5x faster.

Using conversational AI + biometric readings, Ruth Health will accumulate the largest, most diverse database in America on longitudinal maternal health",Ruth Health,"New York, NY, USA",Telehealth hub for pregnant people 🧡,Inactive,"telehealth,women's-health",8,https://www.ruthhealth.com/
"Robb Böhnke,Michael Nino Evensen",S21,2021,"B2B,Engineering, Product and Design",0,"Berlin, Germany",https://bookface-images.s3.amazonaws.com/small_logos/4e5f56f5a1cec3efeb70e62ac5a05a4f65a3705b.png,"Moving Parts is a library of components for iOS. Everything your designers and engineers are building that isn’t unique to your app, we can do better and cheaper.

We're building high-level SwiftUI components that plug right into your application, made to solve real-world problems when designing and building a native mobile app.

Our components are also highly styleable and take care of responsiveness, localization, accessibility, and follow all platform best practices around dark mode, dynamic font size etc.",Moving Parts,"Berlin, Berlin, Germany",Delightful components for iOS.,Inactive,,2,https://movingparts.io
"Robert Gaal,Emiel van Liere",S21,2018,"Consumer,Content",0,"Amsterdam, Netherlands",https://bookface-images.s3.amazonaws.com/small_logos/827232df906ec6a636d71bc1ef5836dd4518ae2b.png,"Quest is a Q&A app where experts answer questions in short audio clips. We’re starting with career advice, hosting founders and operators from YC and companies like Google, who share intimate and personal stories about work you've never heard before.",Quest,"Amsterdam, NH, Netherlands",Audio career advice,Inactive,community,5,http://quest.app
"Taishi Nojima,Tomas Alvarez Belon",S21,2021,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4499b5b27ac177d7cce49fb0711e7ca7ee99aa99.png,,Canopi,"San Francisco, CA, USA",API to measure and eliminate carbon emissions,Inactive,"carbon-capture-and-removal,crypto-web3,climate",,https://canopi.cash
"Maddy Nguyen,Janelle Tiulentino",S21,2019,"B2B,Recruiting and Talent",0,"Menlo Park, CA",https://bookface-images.s3.amazonaws.com/small_logos/75a4c7f1f648095f18ddfb21ebe07a52720214e8.png,"When it comes to hiring, there are lots of resources to help managers get more candidates. But on average, only 1 in every 300 of these candidates actually get hired. Hiring managers and recruiters end up taking a robotic, brute force approach to sourcing - the kind of approach top talent hates.

Managers are increasingly finding that the simplest and most personable way to attract talent starts with their network. The best candidates want to work for great people, not faceless companies. Sharing open roles on places like LinkedIn, Slack, and Twitter unlocks enormous potential for a personalized recruiting approach across a curated talent pool, but these referrals are difficult to track across platforms and end up lost in the shuffle. We are changing that.

After more than a decade building teams at high-growth consumer tech companies like Instacart, Snapchat, and Uber, Maddy Nguyen turned her attention to creating collaborative tools for hiring managers and recruiters to source candidates from a wider range of networks and communities - while staying human.",Talentdrop,"Menlo Park, CA, USA",Your personal hiring page.,Inactive,"marketplace,saas,recruiting",3,https://www.talentdrop.com/
"Albert Chuang,Aaron Evans",S21,2021,Consumer,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/04bb7c0632c4c000150d050ccca35fc5fbb46e95.png,,OneShop,"San Francisco, CA, USA",List on multiple resale marketplaces,Inactive,"saas,e-commerce",10,https://oneshop.com
Pablo Rojas,S21,2021,"B2B,Security",0,"Bogotá, Colombia",https://bookface-images.s3.amazonaws.com/small_logos/d3734c55745b1bc2f44cad8282c8cfa0c0e4f9bc.png,"Protego helps companies recover lost revenue from chargebacks. The company automates chargeback management and dispute processes. It provides real-time monitoring, reporting, and analytics on chargeback information for providing valuable insights into fraudulent consumer behavior.",Protego,"Bogotá, Bogota, Colombia",We help companies recover lost revenue from chargebacks,Inactive,saas,5,https://www.protegosolutions.io/
"Christopher Wu,Jimmy Young",S21,2021,"Consumer,Food and Beverage",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ebb13dfb1a79e44155fd12a652c355332462603f.png,"Online convenience stores on DoorDash, UberEats. We use automated dark stores to pass items to delivery drivers.",Cache,"San Francisco, CA, USA","Online convenience stores fulfilled by tiny, automated dark stores.",Inactive,"marketplace,delivery",2,http://www.grabcache.com
"Eric Migicovsky,Brad Murray",S21,2020,Consumer,0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/948a1172adcc312a1fb3800c8c220af61d46efdf.png,"We're building the best chat app on earth. Beeper connects to 15+ different chat networks. Unified search, advanced filtering and more. Available on Desktop, Android, iPhone and iPad.

The idea is simple: messaging today is painfully fragmented. We're going to fix that.   

Every time we communicate there is friction lurking under the surface. E.g. Which app did I message her on? Where's that photo gone? Why can't I join an iMessage group from my Android? Our mission is to eliminate that friction and boost the efficiency of the entire human race.  ",Beeper,"Palo Alto, CA, USA",One chat app to rule them all,Acquired,"saas,community",16,https://beeper.com
