active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Soy Hwang,Ja Young Choi,SJ Choi,Sunny Kim,Yon Soo Park",W21,2021,"Healthcare,Consumer Health and Wellness",0,South Korea,https://bookface-images.s3.amazonaws.com/small_logos/c67e972778de9f45e4a8ef08cebd295c38900aea.png,"R.care is not just another diet program or calorie-counting app. It's a comprehensive, evidence-based solution designed to address the root causes of binge eating and provide lasting recovery. Say goodbye to waiting lists and hefty price tags, and take control of your relationship with food.",R.care,"Seoul, South Korea",#1 Science backed eating disorder recovery program.,Active,"consumer-health-services,subscriptions",3,https://www.recoverycare.app/
Vera Kutsenko,W21,2020,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e68aa96ecff99a47faeb6c7c4b3a12f58ed56a8b.png,"Neverland is the first marketplace that connect buyers of everything needed for indoor and outdoor gardening with the 24,000 shops across the US. Neverland is taking this offline category online starting with this $26B market. ",Neverland,"San Francisco, CA, USA",The first online home garden and lawn marketplace ,Inactive,"marketplace,gardening",2,http://www.enterneverland.com/
"Rodrigo Cruz,Guilherme Cruz,Bruno Passos",W21,2020,"B2B,Retail",0,"São Paulo, Brazil",https://bookface-images.s3.amazonaws.com/small_logos/43e68d56663e5be73d94671a976569d74185f1e0.png,"Gonddo is a B2B wholesale marketplace that digitalizes inventories purchases for independent retailers and brings technology to modernise distribution and trade credit for SMBs in Brazil. With gonddo, retailers can find fresh products, discover new brands and easily connect with wholesalers",Gonddo,"São Paulo, SP, Brazil",Wholesale marketplace for independent retailers buy & manage inventory,Inactive,,6,https://gonddo.com.br/
"Neil Murray,Helder Almeida",W21,2019,"Consumer,Content",0,"Copenhagen, Denmark",https://bookface-images.s3.amazonaws.com/small_logos/3cda8ce115318df80faaa19065c75c1bae282d48.png,"We're building the social, infrastructure layer for players of fantasy sports games, to provide them with a centralised place where they can own their identity as a fantasy sports player and get additional enjoyment and engagement out of watching live sports alongside their friends. ",Playmaker,"Copenhagen, Denmark",Community for fantasy sports players,Inactive,sports-tech,5,http://getplaymaker.app
"Ian Dewancker,Artem Avdacev,Joshua Kuntz",W21,2020,"B2B,Engineering, Product and Design",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/511a67e1066575bd8304628248a6a9307430e18f.png,"SBX Robotics generates synthetic data that teaches robots to see. We use simulation software to create training data 10x faster and cheaper than annotation services or in-house teams. 

Instead of being blocked on data, our clients send 25 images from their robot’s camera, and receive 25,000 perfectly labeled synthetic training images. SBX data is ready to be used by deep learning computer vision models. ",SBX Robotics,"Toronto, ON, Canada",Synthetic data for better vision.,Inactive,"artificial-intelligence,machine-learning,robotics,computer-vision",5,https://www.sbxrobotics.com/
"Ashutosh ""Ash"" Nayak,Vaibhav Kharat",W21,2020,Consumer,0,New York,https://bookface-images.s3.amazonaws.com/small_logos/95952ad1c1d1862f111ba0481663b63b5a236b44.png,"We are the Substack for millions of artists, musicians, indie producers, extreme sports athletes and video production companies. With us, creators have the freedom to choose flexible monetization plans such as PPV, micro-subscriptions, merch drops and many more.   Creators choose us because our platform is available in 4K on Apple TV, Roku, Amazon Fire, Gaming consoles and more. Creators also get audience analytics and marketing to retain and acquire their audience. So take care of marketing, distribution and monetization for creators so they can focus on their craft and we take care of the rest. ",Gigs Live,"New York, NY, USA",Video publishing and monetization platform for creators and artists,Inactive,"saas,entertainment,media",3,https://gigs.live
Rob Picard,W21,2020,"B2B,Security",0,,https://bookface-images.s3.amazonaws.com/small_logos/8638f021fb4b288aa57f3981a3a65637300055bc.png,,Observa,Remote,Catch accidental database exposures before the bad guys,Inactive,,1,https://www.observa.com
"Chris Tara-Browne,Alex Kharis,Mikhail Kokorich,Liudmila Kokorich",W21,2019,"Consumer,Food and Beverage",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e31ae19f41567ef36c41bf0b1bd584bb9084e382.png,"Unfurl is a ghost kitchen, but instead of having one type of food we enable families to order many types of food all in one order. Think of it as an upscale food court where you and your kids can order from 8-15 different restaurants all at once.",Unfurl,"San Francisco, CA, USA",A virtual food hall that delivers,Inactive,"delivery,food-tech",20,http://unfurlcuisine.com
"Ned Rockson,Nicolas Salhuana",W21,2020,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/55dabb2d8e44ccdfc31cc1dc05a399fd89a0cfc9.png,"Slashauth builds a developer platform for web3 enabled apps. Slashauth’s platform provides login functionality, role based access control, data storage, and more to any web3 enabled application.",SlashAuth,"San Francisco, CA, USA",The solution for fine-grained access control in web3,Inactive,"crypto-web3,b2b,security",3,https://www.slashauth.com
"Trisha Bantigue,Kathy Zhou",W21,2019,"Consumer,Apparel and Cosmetics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a50a0c1aa4e37d2e64e9b411f1d76915694b7735.png,"Live on iOS, Android and our web app (queenly.com). 

Queenly is the leading online marketplace for the formalwear industry. We are a Y Combinator company and backed by some of the top VC's in Silicon Valley such as Andreessen Horowitz (a16z), NextView Ventures, The House Fund, and more. The Queenly cofounders were also recently featured on the Forbes 30 Under 30: Art and Style cover for 2022. 

At Queenly, our mission is simple: make every woman look and feel like a queen. We strive to empower women and to feel confidently beautiful in their own skin by providing cutting-edge technology, seamless logistics, white-glove customer service and unique expertise within the industry.",Queenly,"San Francisco, CA, USA",Leading marketplace for formalwear,Inactive,"marketplace,sustainable-fashion,e-commerce",13,https://queenly.com/
"Vijay Kumar,Yogesh Bathina",W21,2020,"Fintech,Credit and Lending",0,"Hyderabad, India",https://bookface-images.s3.amazonaws.com/small_logos/5b3461bd6c0d7c8c6a07247a48430eef9a92dc13.png,"A lending platform that enables truckers/trucking companies with no formal credit score to access loans from banks. Our platform creates a rich credit profile of a trucking company by pulling 200+ data points from varied sources via consent APIs and instantly offers loans from multiple banking partners in less than 60 seconds. The trucking company can also use the same product for order management, invoice generation, vendor payments, and collections.",Krab,"Hyderabad, Telangana, India",Instant loans for trucking companies in India,Inactive,fintech,9,https://www.krab.in
"Phillippe Siclait,Sebastien Siclait",W21,2021,"B2B,Engineering, Product and Design",0,,https://bookface-images.s3.amazonaws.com/small_logos/8243d2f2fa29fe31546cfa66de73ef784343eeb7.png,"We build software to allow anyone, anywhere to create in 3D together. We believe that collaborating in 3D should feel magical and we're working to make it happen.",Clay,Remote,Figma for 3D design,Inactive,"saas,productivity,collaboration",5,https://clay3d.io
"Alagiri Senthilkumar,Vishnu Vardhana Balu",W21,2020,"Healthcare,Healthcare IT",0,"Coimbatore, India",https://bookface-images.s3.amazonaws.com/small_logos/8ca19ad5afea17ab8c1d3f189f862aaf5a8f67ef.png,"4 Billion radiology scans are generated every year, but unfortunately, 1 in 5 reports are wrong and 35% of the studies are delayed. It can be primarily attributed to access and efficiency. BeWell is building the platform for access and efficiency",BeWell Digital,"Coimbatore, TN, India",Building the operating system for diagnosis.,Inactive,,2,http://www.bewelldigital.com
"Chapman Snowden,Drew Barrett",W21,2019,"Fintech,Credit and Lending",0,"Oakland, CA",https://bookface-images.s3.amazonaws.com/small_logos/dec4438ef7997107996b03f943e7910cbffed97e.png,"We're building the trusted payments solution that enables small scale construction companies to grow. We help our customers grow by removing the cashflow strains of slow payments, mainly by:
- Increasing volume of jobs by offering standardized, low-cost initial deposit options for - customers,
- Improving productivity through consistent access to project-based working capital,
- Improving expense management by streamlining their subcontractor payout process, and
- Removing client collections risk from the construction company",GoBuild (fka Brick),"Oakland, CA, USA",The payments solution for small scale construction. ,Inactive,"fintech,housing,proptech",18,https://go.build
"Brandon Busuito,Frank Albanese,Trey Villafane,Zoya Ajani",W21,2020,"Healthcare,Healthcare IT",0,"Cambridge, MA",https://bookface-images.s3.amazonaws.com/small_logos/aa57d9479d14ca9be7a46437156c87dd5abe1001.png,"CoVerified builds integrated software that uses COVID-19 test results, vaccine records and symptom data to verify real-time compliance and help organizations re-open safely.",CoVerified,"Cambridge, MA, USA",Using infection data to keep organizations safe,Inactive,,9,https://www.coverified.us/
"Darian Bhathena,Roger Cawdette,Michael Liu,Jack Phifer",W21,2020,"Fintech,Asset Management",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/8c174ec40251cd80b3cda15dbc6a6d4656e32186.png,"Finary makes investing social by bringing together your portfolio and friends. Chat, hangout, and collaborate on investments.",Finary,"New York, NY, USA",Discord for investing.,Inactive,"fintech,community",6,https://about.finary.io/
Julie Wallock,W21,2016,"Consumer,Home and Personal",0,"Chicago, IL",https://bookface-images.s3.amazonaws.com/small_logos/ec0e396c2983e94da6346e5dce4f78fe997df806.png,"Charge Running is a community for all runners. We host 20+ live virtual running classes and races per day, where runners join and run together from all over the world through a mobile app. Each class is hosted by a live, certified run coach, that tracks all participants' distances, paces, cadences, and interval summaries as they lead the runners via audio through effort-based run classes.

Each runner can chat with the coach and other participants of the run, as well as see in real-time the distance of every other runner, no matter where they run from. This creates an incredibly motivational experience. 

In addition to our daily lineup of classes, Charge hosts virtual races, partnering with race directors and charities to offer a virtual racing experience, with an in-person feel. ",Charge Running,"Chicago, IL, USA","Provides live, virtual running classes to runners all around the world",Inactive,"saas,consumer-health-services",3,http://www.chargerunning.com
Vikul Goyal,W21,2020,"Fintech,Insurance",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/34ed5c1ce09460f808ff16141b40921c2fce47a7.png,"Bimaplan is an affordable insurance platform for the next billion Indians.

Our vision is to provide financial security to 150 million vulnerable households through contextual life and health insurance products. The growth in mobile penetration and the evolution of digital infrastructure in India has now made it possible to reach this vulnerable population. This is an $8 billion addressable market.

We launched in February 2021, and went live with one insurance underwriting partner. We are on track to sell 1,000 policies in March 2021. We are backed by some of the best early stage technology investors, successful fintech founders, and insurance industry veterans.

The company is founded by Vikul Goyal, a second-time founder with a successful exit track record. His previous venture, Carcrew, was acquired by TVS Group, a large automotive conglomerate in India.",Bimaplan,"Bengaluru, KA, India",Affordable insurance for the next billion Indians,Inactive,fintech,30,https://www.bimaplan.co
"Harsh Snehanshu,Ashish Singh",W21,2016,"Consumer,Content",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/670b377633e46c39192c05808c322fd25b5e8fda.png,"YourQuote is a social writing app that helps regular people share their short-form creative writing. Much like how Instagram has turned each one of us into a photographer, YourQuote has turned 2.5 million people in India into amateur writers.",YourQuote,"Bengaluru, KA, India",YourQuote is India's largest writing platform,Inactive,subscriptions,9,https://www.yourquote.in
"Kirill Klimuk,Roman Zubenko",W21,2020,"B2B,Human Resources",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/2939fc1f345f3d723e20ae656bdeadcc024ba9e0.png,"noHQ allows you to set up legal entities around the world, and compliantly hire and pay your international team.",noHQ,"New York, NY, USA",International contractor and multi country payroll ,Inactive,fintech,2,https://nohq.com
"Kirill Avery,Yurii Kyparus (Yatsenko)",W21,2021,"Consumer,Content",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/57cf46a8c4c907e8200f99b2e7300f6218f56fdc.png,,Lalabox,"San Francisco, CA, USA",Live stream shopping for beauty products,Inactive,"consumer,e-commerce",4,https://lalabox.io
Santiago Buenahora,W21,2020,"B2B,Operations",0,"Mexico City, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/92831faf27502ef0bf67e275fb2c045259629be5.png,Marketplace for US companies to source products from LatAm manufacturers,MarcoPolo,"Mexico City, CDMX, Mexico",Alibaba for Latin America,Inactive,marketplace,0,https://
"Kunwar Raj Sethi,Sarthak Goel",W21,2018,B2B,0,"Gurugram, India",https://bookface-images.s3.amazonaws.com/small_logos/d2e3c9b022819f2037f731e715774474465db9c7.png,"Invoid currently processes more than 5 million KYC’s/ month and works with over 35 companies in India, including some of the leading banks, fintechs, investment platforms & shared economy companies. Using our solution, companies see onboarding speed increase by 5x and costs reduce by >80%.",Invoid,"Gurugram, HR, India",Create identity verification workflows the way you want,Inactive,"machine-learning,saas",15,https://www.invoid.co/
Kevin Lin,W21,2020,"B2B,Infrastructure",0,"Seattle, WA",https://bookface-images.s3.amazonaws.com/small_logos/2be112e240d9597282834a180e55eb8c1a443863.png,Our mission is to enable FANG-like observability for every organization in the world. We're starting with an optimization engine to reduce datadog costs by an order of magnitude without manual effort from developers.,Nimbus,"Seattle, WA, USA",Nimbus reduces Datadog costs by more than 60% without Manual Effort,Inactive,"artificial-intelligence,infrastructure,operations",3,https://nimbus.dev
"Pablo Ferrari,Deepanshu Madan",W21,2019,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/fa8d744e8f842398dd0f47dc4ec6415a9bdaa423.png,"For Business Operators: Connect & automate processes on top of any data, crazy fast.

For Engineering Teams: Connect any data, across any stack, in any format, crazy fast.",Platypus,"San Francisco, CA, USA",The Distributed Data Operating System,Inactive,"b2b,workflow-automation,data-engineering,ai-assistant",3,https://www.getplatypus.com
"Diego Rojas,Keng Low",W21,2020,"Fintech,Banking and Exchange",0,"Singapore, Singapore",https://bookface-images.s3.amazonaws.com/small_logos/3082aaa191a19f354ad6279b75ef9892a36877a5.png,"Finantier is Plaid for Southeast Asia, providing the infrastructure and data products required by businesses to build the next generation of financial services.",Finantier,"Singapore, Singapore",Plaid for Southeast Asia,Inactive,"fintech,saas",40,https://finantier.co
"Jeff Chen,Daryl Sew",W21,2020,"Consumer,Food and Beverage",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/4d149f0a2b25647cbd039700e1b7acd15a8342eb.png,"Taste is an online marketplace where you can order ready-to-eat dinners from great restaurants, shipped nationwide. The next time you want to have a nice dinner at home, instead of cooking for hours or getting low quality take out, you can order a nice multi-course dinner from Taste to enjoy with friends or loved ones.
",Taste,"New York, NY, USA",Online marketplace for dinners shipped from great restaurants,Inactive,"ghost-kitchens,marketplace,delivery",2,https://gettaste.com/
"Derek Pankaew,Eric Lafleche",W21,2018,Fintech,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/33e2217a30ebcdb9fa4d5c067a1c1826d7c3b0f1.png,,Mythia,"San Francisco, CA, USA",Rewards card for gamers,Inactive,"fintech,gaming",0,https://
Jayme Hoffman,W21,2021,Consumer,0,"Austin, TX",https://bookface-images.s3.amazonaws.com/small_logos/e56a52d50196a3fadf19519ee785a84f12b589b3.png,"We’re currently working on:
* Frameboard.com — Visual curation for web3
* Launchcaster.xyz — Product Hunt for web3

We previously built:
* Launcher.xyz — Smart contract-based mini-apps
* Maindrop.xyz — Venmo for NFTs
* Sweethheartz.xyz — The first Valentine’s Day NFT",Launcher Labs,"Austin, TX, USA",Launcher makes consumer crypto apps,Inactive,"crypto-web3,consumer",4,https://www.launcher.xyz/
"Piyush Narwani,Dhruv Goel",W21,2021,"B2B,Productivity",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/98fe814507c0b2e9675493dfb661fd98028ad3be.png,"A modern calendar that helps people prioritize their work by goal setting, time blocking, and reducing fragmentation created by randomly placed meetings and distracting Slack messages.

Aerotime helps you create key goals for the week, helps break it down into tasks and meetings, and streamlines the calendar to support and align your team. This leads to people being effective and not busy.",Aerotime,"San Francisco, CA, USA",Calendar that kills time fragmentation,Inactive,"saas,productivity",6,https://www.aerotime.com
"Alex Chumbley,Aravindh Dorai",W21,2020,"B2B,Engineering, Product and Design",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/aae8b06a1023bc333cbdfbecb2fbf94160f41be3.png,Fable is a command center for product teams - we're building for PMs what Figma has done for designers and Linear for engineers. Product teams are acting on stale information. Fable is the place that keeps everything - from specs to decisions - fresh.,Fable,"New York, NY, USA",The command center for product teams,Inactive,"saas,productivity,enterprise-software",2,https://www.tryfable.com/
"Gonzalo Aguilar,Benjamin Garmendia",W21,2020,Education,0,"Barranco, Peru",https://bookface-images.s3.amazonaws.com/small_logos/0967920174c61f68663047e8222c9569b7c60575.png,"Prendea offers live afterschool classes to Spanish-speaking kids ages 4 to 15.  For a fixed monthly price, kids can choose as many classes as they like from our large selection that ranges from TikTok choreography to astronomy.",Prendea,"Barranco, Lima Region, Peru",Live afterschool classes for Spanish-speaking kids ages 4 to 15.,Inactive,"education,elearning",5,https://prendea.com
"MILAD RIAZIFAR,Todd Schurr,Cameron Taylor",W21,2020,"Healthcare,Therapeutics",0,"Irvine, CA",https://bookface-images.s3.amazonaws.com/small_logos/2ef38251e4060b4827ae3ce45f0e73e1f6f1cb2d.png,"Entelexo is creating modern treatments for immune-mediated diseases, such as psoriasis, using novel engineered exosome technology.",Entelexo Biotherapeutics,"Irvine, CA, USA",Creating a New Class of Drugs to Address Incurable Autoimmune Diseases,Inactive,,3,https://www.entelexo.com/
Jeff Tang,W21,2020,"Consumer,Food and Beverage",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4aa01acb5da85aa65e3b1d4de9d3719618e25261.png,"Making Blueprint Protocol-inspired meals for longevity and performance. Organic, local, gluten-free, and seed oil free.",Eat Blueprint,"San Francisco, CA, USA",Longevity Nutrition Service,Inactive,"anti-aging,fitness,food,health-&-wellness,food-&-beverage",2,https://eatblueprint.com
"Kiril Videlov,Gustav Westling",W21,2020,"B2B,Engineering, Product and Design",0,"Stockholm, Sweden",https://bookface-images.s3.amazonaws.com/small_logos/7d62c585a9fe59e3c1219d6a92a0309a2fee857d.png,"Codeball finds bugs in your Pull Requests, lets you ship faster and with higher confidence. The Codeball AI is trained on millions of code contributions to recognise risky code changes.",Codeball,"Stockholm, Stockholm County, Sweden",AI-Powered Code Review,Inactive,"artificial-intelligence,developer-tools",3,https://codeball.ai
"CJ Isakow,Allan (Amnon) Fisch",W21,2020,"Fintech,Asset Management",0,"Miami, FL",https://bookface-images.s3.amazonaws.com/small_logos/28e8b66601bd99b04c0ccbfe410627db14923431.png,"Moonshot Brands is building the world’s largest - next-generation CPG (Consumer Product Goods) e-commerce company. We look for profitable e-commerce companies on Amazon or selling DTC on Shopify, purchase them from the founders giving them liquidity for their biggest asset, then turbocharge the growth with our proprietary data-driven technology platform and team. We scale e-commerce brands globally.",Moonshot Brands,"Miami, FL, USA",Buy and grow profitable e-commerce companies selling on Amazon and DTC,Inactive,,35,http://moonshotbrands.com
Adam Neuwirth,W21,2020,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/0da58d4ab6362afcfb9c0b023f7f423544c6a7e7.png,"Add leaderboards, clans, and more to any mobile game in minutes.",Galaxy,"San Francisco, CA, USA",Social SDK for games,Inactive,"developer-tools,gaming",2,https://galaxysdk.com
"Capri Wheaton,Sam Yang",W21,2022,"Consumer,Apparel and Cosmetics",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/6b14823f14584b4ebfc7384f8f8aab17fcd97105.png,"Dressd is AirBnb for clothes; a P2P clothing rental marketplace. Unlike Rent the Runway, we don’t handle any inventory or deal with cleaning the items. Our initial target market is sorority girls who can have up to 3-4 events per week that they need a new outfit/dress for. One of our core theses is that this idea couldn’t have existed at scale until now because resale apps like Depop & Poshmark paved the way for a P2P model to work after familiarizing users with the process of taking pictures of items, shipping, etc. 

Advantages to our P2P model

- Entrepreneur-led
    - Similar to Depop, most of our growth will be spearheaded by a group of “top renters”
- More variety in inventory
    - Existing rental companies like Rent the Runway own all the inventory so they're limited to the brands they buy/partner with. Since we're P2P, our users can rent any item or brand that's in someone else's closet
- Better margins
    - we don’t touch any inventory or deal with the cleaning of any items
    - Unlike Rent the Runway, we don’t handle any inventory or the cleaning of items. This means people renting out their clothing on Dressd are responsible for shipping things out & returning them in good condition

Here are some of our links!

[dressd website](https://dressd.com/stylist-waitlist)

[dressd instagram](https://www.instagram.com/shop.dressd/)

[dressd tiktok](https://vm.tiktok.com/TTPdMPYFRY/)

read about dressd in Yahoo! Finance: [https://www.yahoo.com/now/dressd-app-someplace-2-133700219.html](https://www.yahoo.com/now/dressd-app-someplace-2-133700219.html)",Dressd,"Los Angeles, CA, USA",Make infinite $$$ off of clothes in your closet without selling them,Inactive,"marketplace,consumer,e-commerce",1,https://dressd.com/
"Jamie Sunderland,David Rincon-Cruz,Tom Sharon",W21,2020,"Fintech,Payments",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/8ff762d9008ae52914e56724b09462b7d75da5e7.png,"Cheqout is a mobile POS for brick & mortar businesses that allows waiters and retail workers to take or accept orders & payments. You can think of it as a hybrid of the Apple Store and WeChat Pay, with both staff and customers using their own devices to facilitate the transaction through QR codes.",Cheqout,"San Francisco, CA, USA",Mobile ordering & payments for Brick & Mortars,Inactive,payments,6,https://cheqout.com
"Alex Kolchinski,Alex Gruebele,Maxwell Perham",W21,2020,"Consumer,Food and Beverage",0,"San Mateo, CA",https://bookface-images.s3.amazonaws.com/small_logos/0fa106120ab34754512f84cfde1a4def0ea3da89.png,"At Mezli, we're building ""auto-kitchens"", fully autonomous shipping-container restaurants that serve great, affordable meals for takeout and delivery.

While at Stanford, the three of us got fed up with having to either cook every day or spend $10 or more for healthy options like Chipotle, Sweetgreen, etc. So, we decided to democratize access to healthy, convenient food by building Mezli.",Mezli,"San Mateo, CA, USA","Autonomous restaurants that make great, affordable meals.",Inactive,"food-service-robots-&-machines,ghost-kitchens,robotics",8,https://www.mezli.com
Ian Janicki,W21,2020,"Consumer,Home and Personal",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/ad0f90e88aab4e1188c3ea4e465f48600f4e3ae4.png,"We sell DIY home renovations in a box.

We format our architect-designed templates to a customer's space. We then buy all the materials needed on their behalf, and ship it to their door for them to build.

The experience is accompanied by an app that guides from start-to-completion of the project.",Outfit,"Los Angeles, CA, USA","DIY renovations in a box. Materials, tools, and instructions delivered",Inactive,"consumer,construction",1,https://buildoutfit.com
"Raul Maldonado,Marcelo Galvan",W21,2020,"B2B,Retail",0,"Monterrey, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/ec7e9bd397f7e7cc1eba33dae6c101b8268ab2f2.png,"Boitas.com is a B2B Food Service platform that makes easy for restaurants, hotels and cafeterias to order the supplies they need all in one place using their mobile phones or computers. ",boitas.com,"Monterrey, N.L., Mexico",Largest B2B eCommerce platform for SMBs in Latin America. ,Inactive,,35,http://www.boitas.com
