active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"John Coogan,Hunter Scott,Matt Cauble,Rob Rhinehart,K T",S12,,"Consumer,Food and Beverage",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/21caaa0a9879f34ee7d6d9a40a164f23ba74e2f9.png,"Rosa Foods, maker of Soylent and Coffiest, is a pioneer in food technology, delivering nutritionally-complete staple meals that provide all the essential nutrients required to fuel the human body.

Rosa Foods believes in managing the Company and the product by never being complacent and staying on the cutting edge of food technology and nutrition. Working at Rosa Foods you’ll have a platform to build cool things that positively affect the world with fun and dedicated people.

Rosa Foods products are produced with sustainability and efficiency in mind to create a convenient, nutritious, and affordable meal that is better for our health and the environment. We also have raised over $75M in funding from Google Ventures, Andreessen Horowitz, Lerer Ventures, and Y-Combinator. This enables us to offer the benefits of a larger organization while still maintaining the best qualities of a startup. You’ll be able to help grow our small creative team and contribute your ideas to build this exciting brand. The company is headquartered in Los Angeles, CA.",Soylent,"Los Angeles, CA, USA","Soylent is a simple, nutritious, and affordable food that possesses…",Acquired,"sustainability,food-tech",51,http://soylent.com
"Craig Soules,Garth Goodson",S12,2012,"B2B,Operations",0,Mountain View,,"Natero helps Customer Success Managers reduce churn, increase expansion, and manage more accounts with less effort.

Natero is the only Customer Success solution to combine predictive analytics, customer intelligence, and workflow management in a unified platform. This next generation solution helps B2B software providers prioritize, automate, and scale their Customer Success processes.",Natero,"Mountain View, CA, USA",Data-driven customer success platform for B2B SaaS.,Acquired,"saas,b2b,customer-success",11,http://natero.com
Jamie Wong,S12,2011,"Consumer,Travel, Leisure and Tourism",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/8f63e349953348633f283cb26cdc0d8b2237b0fe.png,"Vayable makes it easy to discover and book unique experiences and activities worldwide offered by independent companies and local experts.  What do you want to do when you get there?  Let us know!  

it's easy to list and discover new trips! Just go to http://vayable.com.",Vayable,"San Francisco, CA, USA",We're building a marketplace for unique travel experiences (it's…,Acquired,"education,marketplace,sustainable-tourism",2,http://vayable.com
"Mike McCauley,Aditya Bali,Jay Shah",S12,2011,"Consumer,Home and Personal",0,"Waterloo, Canada",,"BufferBox® Inc. is an innovation driven technology company that specializes in the design of automated self-service technologies to lower costs and increase convenience in the parcel delivery industry. By tackling an unaddressed need with technical expertise, BufferBox® aims to set the new gold standard in parcel delivery services.

The idea: A fundamental behavioral shift in today’s generation’s purchasing habits has created an unaddressed need in the parcel delivery industry. The industry has not addressed the cost inefficiencies and customer frustration stemming from an increasingly recurring problem – undeliverable packages when the end-receiver is not available. The BufferBox® solution provides a highly cost-efficient, self-sustainable, accessible and convenient technology to lower costs for shipping carriers while increasing value to receivers. This unique proposition is achieved by leveraging self-sustainable kiosk technologies and a growing receptiveness to self-service processes.",BufferBox,"Waterloo, ON, Canada",The future of package delivery. We are building a network of…,Acquired,,2,http://bufferbox.com
"Al Abut,Danielle ""Elle"" Morrill,Kevin Morrill",S12,,"B2B,Sales",0,San Francisco,,"At Mattermark, we’re accelerating sales and deal making through data and automation. Mattermark collects and organizes comprehensive information on the world’s fastest growing companies. In minutes, get actionable data that lets you pinpoint the companies and people you need to know or do business with. Today, over 500 companies use Mattermark to discover high quality leads, prioritize prospects and increase conversion rates.",Mattermark,"San Francisco, CA, USA","Big Data Meets Startup Investing

The best tool for tracking and…",Acquired,"investing,big-data",11,http://mattermark.com
"Matt Colyer,Ben Ogle",S12,,"B2B,Engineering, Product and Design",0,CA,,"Easel was borne out of our frustration with the current state of design tools. Development tools have improved as the web has matured but design tools haven't. We started Easel because we want to create better design tools for the Web.

Easel is a member of the Summer 2012 Y-Combinator batch and is located in the San Francisco Bay Area.",Easel,"CA, USA",Easel is a visual design tool built for the web. Since the web is…,Acquired,,2,http://easel.io
"Alexander Blessing,Arda Kara",S12,2012,"B2B,Recruiting and Talent",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/2b6b42a7337464153721172951e6bf15e6d0b019.png,,VoiceGem,"San Francisco, CA, USA",Voice messaging platform - Acquired by Palantir in 2013,Acquired,messaging,2,http://voicegem.com
Alexander Debelov,S12,,"B2B,Marketing",0,San Francisco,,"A LITTLE ABOUT VIROOL

Virool is a video distribution platform for brand marketers that leverages programmatic technology to reach key influencers, making content more engaging and the ability to share easier than ever. Having served more than 75,000 global campaigns, Virool’s robust ActivView product suite and in-article native unit, deliver fully transparent and insightful analytics that offers viewability guarantees, emotional resonance and fraud protection. Within our platform, users can leverage a proprietary DMP of 450MM unique profiles to build custom, addressable audience segments across all screens. More than 100,000 multi-channel sites have activated video content from Virool via partnerships including Rubicon Project and direct native placements. Founded in 2012, Virool has raised $18.62M in funding from a collection of top VC firms and angel investors, including $6.62M in its seed round. It is the biggest seed investment that anymore Y-Combinator graduate has ever received.",Virool,"San Francisco, CA, USA",Virool provides native video advertising experience for the biggest…,Acquired,"video,advertising",51,http://virool.com
"Russell Smith,Fred Stevens-Smith",S12,2012,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/49bc9e493d029a722d06cf9c8ebef18ffa6edc92.png,"No-code platform for end-to-end, automated software testing that integrates with any CI/CD pipeline. Improve quality and move faster without a QA team. We have a sweet YC deal. ",Rainforest,"San Francisco, CA, USA",no-code end-to-end testing that integrates with any CI/CD pipeline,Active,"developer-tools,saas",40,https://www.rainforestqa.com
Ethan Fieldman,S12,2011,Education,0,"Gainesville, FL",,"Study Edge is a leading education company that develops and distributes customized content (primarily video) for courses at the middle-school, high-school, and collegiate levels, in partnership with universities, state education agencies, and other institutions. ",Study Edge,"Gainesville, FL, USA","Middle school to college education through web, mobile, and VR",Acquired,elearning,50,http://studyedge.com
"Mandar Agte,Mohan Balachandran",S12,,"B2B,Marketing",0,"San Jose, CA",,"mth sense focuses on finding solutions to ""blind"" ads. mth sense offers its users an audience library to target certain demographics and psychographics.",Mth Sense,"San Jose, CA, USA",We're a mobile on-device profiling and ad-serving platform initially…,Active,"privacy,advertising",11,http://www.mthsense.com/
"Jay Komarneni,Irving Lin",S12,,"Healthcare,Healthcare IT",0,San Francisco,,"The Human Diagnosis Project (also referred to as “Human Dx” or “the Project”) is a worldwide effort to build an open medical intelligence system that maps the steps to help any patient. By combining collective intelligence with machine learning, Human Dx intends to enable more accurate, affordable, and accessible care for all",Human Dx,"San Francisco, CA, USA",The Human Diagnosis Project.,Active,"health-tech,diagnostics",11,http://humandx.org
"George Kalogeropoulos,Ning Liang",S12,2013,"Healthcare,Healthcare Services",0,"Sacramento, CA",,,HealthSherpa,"Sacramento, CA, USA",Private sector Healthcare.gov. ,Active,health-tech,220,https://healthsherpa.com
Ian Tien,S12,2016,"B2B,Productivity",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/1828c07e7e0127350a2a1ce95943239d48691aaa.png,"Mattermost provides secure collaboration for technical and operational teams that work in environments with complex nation-state level security and trust requirements. We serve technology, public sector, national defense and financial services industries with customers ranging from tech giants, to the world’s largest banks, to the U.S. Department of Defense and governmental agencies around the world. 

Our self-hosted and cloud offerings provide team messaging, file sharing, integrations, audio and screen share, workflow automation and project management on an open source platform deployed by the world’s most secure and mission critical organizations. We co-build the future of collaboration with over 4,000 open source project contributors who’ve provided over 30,000 code improvements towards our shared product vision, which is translated into 20 languages. ",Mattermost,"Palo Alto, CA, USA",Secure Collaboration for Technical Teams,Active,"devsecops,collaboration,security,open-source",120,http://mattermost.com
"Alex Mittal,Boris Silver",S12,2012,"Fintech,Asset Management",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c061cb24a07575fbc87416275d710b7b6280df2f.png,"FundersClub discovers, funds, and supports the world's best technology startups. FundersClub created the first online venture capital platform and invests starting at Seed, following on through Growth. The portfolio includes Coinbase, Instacart, Webflow, GitLab, Flexport, Rippling, and other category-defining companies.",FundersClub,"San Francisco, CA, USA",Online VC,Active,"fintech,marketplace",5,https://fundersclub.com/
Dan Sugarman,S12,2011,"B2B,Supply Chain and Logistics",3,"Columbia, MD",https://bookface-images.s3.amazonaws.com/small_logos/3c3eb0d479545e3450db0e386dc8aa5148e22711.png,Zentail makes adding online sales channels  for ecommerce brands as simple as adding a friend on Facebook.  Our mission is to make ecommerce simple and we do it with our ecommerce network that automates away all of the work getting a listing formatted for different marketplaces with different requirements. ,Zentail,"Columbia, MD, USA",We're making ecommerce simple connecting brands with sales channels,Active,saas,30,https://zentail.com
Katelyn Gleason,S12,2011,"Healthcare,Healthcare IT",0,NY,https://bookface-images.s3.amazonaws.com/small_logos/ca64fa435a256800f528211df8c169424379ec03.png,"Eligible is the nation's first insurance billing platform built for builders. Founded in Mountain View California in 2011, Eligible's platform gives bootstrapping healthcare startups the scale of enterprise, and the Fortune 500s the agility of the hungry entrepreneur.  Eligible has been listed as one of Business Insider’s 19 Hottest Startups to Watch and Katelyn has been featured in Forbes 30 Under 30 in Healthcare, Fast Company's Most Creative People in Business, and was named a Rising Star of Healthcare by Becker’s IT & CIO Review. ",Eligible,"NY, USA",Insurance Billing APIs for Healthcare Businesses ,Active,"developer-tools,healthcare",,https://eligible.com
Rikin Shah,S12,,"B2B,Human Resources",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/2abf832821e128ddf8c791dbe39699a70dc1adb4.png,"We’ll build the 401(k) you need to help attract and retain talent.

OctaveWealth is operated by Quillu Inc, an SEC registered Investment Advisor.",OctaveWealth,"San Francisco, CA, USA",The 401(k) that helps you grow,Active,"finance,investing",2,https://octavewealth.com
Chris Kelly,S12,2012,"B2B,Operations",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/1f54497f04f477d48798e121ae874b32c9bb6f4e.png,"Upwave is the #1 marketing analytics platform for the world's biggest brand marketers.

Upwave's software shows marketers the impact and effectiveness of their brand investments.  We use data science and machine learning to answer an age-old question: does brand advertising work?

Upwave's enterprise platform is used by the blue-chip marketers like Unilever, Clorox, Verizon, American Express, T-Mobile, Corona, State Farm, Uber, and dozens more.

Upwave was launched in Y Combinator and is a fast-growing, post-Series B growth-stage startup.  We've raised from leading investors like Uncork Capital, Initialized Capital, Bloomberg Beta, PivotNorth, Industry Ventures, and Conductive Ventures...plus many leading marketing tech Founders & CEOs.

The company is based in San Francisco.",Upwave,"San Francisco, CA, USA",Marketing analytics for the world's biggest brand marketers,Active,,50,http://www.upwave.com
Samuel Clay,S12,2012,"Consumer,Content",0,"Cambridge, MA",https://bookface-images.s3.amazonaws.com/small_logos/43aff3a90c8298d6ec98b40f519b74e71c6a9782.png,NewsBlur is a personal news reader that brings people together to talk about the world. A new sound of an old instrument.,NewsBlur,"Cambridge, MA, USA",NewsBlur is an RSS news reader with intelligence.,Active,,1,https://www.newsblur.com
"Todd Sullivan,Lauren Sullivan",S12,2012,"B2B,Operations",0,"Boulder, CO",https://bookface-images.s3.amazonaws.com/small_logos/61d73a23ca8d3531ce9851a776298327d051ac1d.png,"Flightfox is a travel management platform for organizations with complex travel needs. We combine technology with human expertise to plan, search, book, monitor and manage global and group travel. We typically work with study abroad programs, humanitarian organizations, and other organizations with global reach.",Flightfox,"Boulder, CO, USA","A platform to plan, book and manage global and group travel.",Active,b2b,25,http://flightfox.com
"Michael FitzGerald,John Brownell,Bruce Tribbensee",S12,2010,B2B,0,"Missoula, MT",https://bookface-images.s3.amazonaws.com/small_logos/aab09ec98d8bdad2001ed8e71a0274b75c3da4e4.png,"Submittable is a growing social impact platform used by thousands of companies, governments, and philanthropic organizations to manage their social impact programs and maximize their impact.

Submittable has helped big and small organizations worldwide run 134,000 programs and collect nearly 22 million applications to date, and is backed by Accel-KKR, Next Coast Ventures, True Ventures, Next Frontier Capital, StepStone Group and a few other amazing investors.",Submittable,"Missoula, MT, USA","The best way to launch, manage and measure social impact programs",Active,saas,165,https://www.submittable.com/
Jonathan Tang,S12,2012,"Consumer,Apparel and Cosmetics",0,"Burlingame, CA",,"Vastrm Fashion™ (pronounced vas' trum) Vastrm was started to solve a basic problem: Shirts that don’t fit well!

Mass produced shirts were meant to accommodate a wide variety of body types with one standard size, and different brands have different sizing standards, making shopping difficult--many men must shop in 4 - 5 different stores before finding a shirt that actually fits! By providing a home try on program and giving the ability to make custom fit adjustments to all of their apparel, Vastrm allows its customers to finally hone in on and find the perfect fit for their unique body types.

Tang came up with the idea for Vastrm, which is a Sanskrit word for cloth, when a customer told him he had purchased a perfect shirt in Italy and has never been able to find the same fit again. He was considering flying back to Italy to track the shirt maker down, but Jonathan managed to adjust Vastrm shirts to the same fit.",Vastrm,"Burlingame, CA, USA",Mass customized active apparel. We are building a full turn key…,Active,"manufacturing,apparel",2,http://vastrm.com
"Maxwell Salzberg,Rosanna Yau",S12,2012,"B2B,Sales",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/33cb40e549d11d79115d9348d168fc4baf5d5331.png,"BackerKit is the best way for crowdfunding project creators to manage their backers, help fulfill their campaign on time, and allow them focus on what they love doing—making something awesome!",BackerKit,"San Francisco, CA, USA",BackerKit is crowdfunding software that helps project creators manage…,Active,"saas,crowdfunding",62,https://backerkit.com
"David Cann,Marc DeVidts",S12,2012,"B2B,Productivity",0,"Burlingame, CA",,"Double Robotics is the creator of Double, the world’s leading telepresence robot. We help telecommuters feel more connected to their colleagues by giving them a physical presence wherever they need to be.

Having your own Double in the office means you can be free to roam around anywhere without scheduling a call or meeting. Double takes everything you love about video calls on an iPad and places that on a mobile base that puts the remote worker in control. By combining cutting edge technology with an intuitive, elegant design, Double is the ultimate tool for telecommuters. 

Our mission is to connect the world through remote experiences. 

http://www.doublerobotics.com
info@doublerobotics.com",Double Robotics,"Burlingame, CA, USA",Telepresence robots,Active,hardware,11,https://doublerobotics.com
