active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Chris Hollindale,David Langer",W14,,"B2B,Office Management",0,San Francisco,,"Zesty empowers companies to be healthier and more productive.

Our team creates tailored, world-class food programs for offices
with 20 to 1000+ employees. We work with hundreds of
clients serving balanced and delicious breakfasts,
lunches, dinners, happy hours and special events.

Curated by in-house dietitians, Zesty works with hundreds of
the best Bay Area restaurants, including Souvla, Delfina,
Oren's Hummus, and Nopalito — providing nutrition facts on
every dish.

Every meal is delivered and served by Zesty's own Catering
Captains, offering the reliability and hospitality of an in-house
caterer combined with the variety of dozens of cuisines.

We have raised over $20M in funding top Silicon Valley investors including Index Ventures, Founders Fund, Forerunner Ventures, SV Angel and Y Combinator. Our two-floor office building is located in the sunny Potrero Hill district of San Francisco. You can learn more about our values and open positions at http://zesty.com/jobs",Zesty,"San Francisco, CA, USA","Zesty serves delicious, healthy meals from the best local restaurants…",Acquired,,51,http://zesty.com
"Thomson Nguyen,Elliot Block",W14,2013,"B2B,Analytics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d619f8799e732a5c91a6f2c6e4b30d3ce7f23196.png,"Predictive analytics for user churn. We use machine learning to help you identify when, and why, your users are leaving.

We're building data science tools and predictive analytics solutions for businesses who want value without headcount. Our platform will also include ways for people to collaborate on datasets and analyses. We're in beta, but we have several companies using our product right now. Data science is a high demand field and want to democratize it for all companies to use.

Framed Data was acquired by Block in 2016.",Framed Data,"San Francisco, CA, USA",Predicted churn for enterprises. (Acquired by Block),Acquired,analytics,2,http://www.framed.io
Randall Bennett,W14,2013,"B2B,Infrastructure",0,"Ogden, UT",https://bookface-images.s3.amazonaws.com/small_logos/d29bf58956a62cac907d5bfab6e8858458173060.png,"Media companies, brands and celebrities used Vidpresso to create the best quality live videos, typically for Facebook Live and Twitter. Vidpresso was acquired in 2018 by Facebook.",Vidpresso,"Ogden, UT, USA",Help media companies make quality live video. [Acquired by Facebook],Acquired,video,7,http://facebook.com/live/producer
Nick Porter,W14,2014,"B2B,Retail",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/15d37a451e4069a0883fa02ca7839c2bdcf32a99.png,"42 is an end-to-end analytics stack for DTC and wholesale brands.

Our platform shows you the right insights and data, anytime you need them:
- Hundreds of built-in metrics across Stores, eComm, Wholesale, or any other channel
- See all your sales, stock and customer in one report, with images
- Accurate cost, markdown and promo reporting
- Get answers in real-time, during your buyer / supplier meetings
- Get your store managers to use data, we've seen 10% margin increases from this
- Actually know how much stock you have.

We're more than just a dashboard...
- No infrastructure needed. We do the hosting and maintenance.
- No integrations (for you). We do the heavy-lifting and get your data into 42
- For brands, we work with all the major retailers (via xlsx, portals or EDI)
- For retailers, we can be your vendor portal
- We integrate with any system
- We work with you to tailor the analytics according to your products and naming

Our customers include AllSaints, Frasers Group, Incipio Group, Bandier, Deconic... and way more.

If you want to learn more about what we do, head over to our website: 42technologies.com
... or go to any AllSaints store and ask a store manager :)
",42,"San Francisco, CA, USA",Analytics stack for omnichannel retailers and brands,Active,"saas,analytics,retail",,https://42technologies.com
"Cecilia Corral,Vineet Singal",W14,2012,Healthcare,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/257d91e86a36909e80fbbf60641fea27a4a61e02.png,"CareMessage is the technology non-profit building the largest patient engagement platform for low-income populations in the United States. Powered by the Health Equity Engine™, the platform enables organizations to combine messaging, data, and interoperability to increase access to care, improve clinical outcomes, and address social drivers of health.

With 20 million patients reached since 2013, CareMessage is the only patient engagement solution proven to improve health equity at scale. The team, many with lived experiences in these communities, leverages a nonprofit model to reinvest revenue into impact. CareMessage is the partner of choice for organizations committed to advancing health equity.",CareMessage,"San Francisco, CA, USA",Patient engagement for low-income populations,Active,"health-tech,digital-health",45,http://caremessage.org
"Henrik Zillmer,Nicolas Michaelsen,Greg Roodt",W14,2013,"Consumer,Travel, Leisure and Tourism",0,"Berlin, Germany",https://bookface-images.s3.amazonaws.com/small_logos/4e0dee02b88310ef4536fac2221c79633010d047.png,"We help get compensation for air passengers that have experienced delayed, cancelled, and overbooked flights. We make the claim process much faster, easier and less painfull because the airlines won't.

We love new challenges! As a start-up, we’ve been through it all and thanks to this our AirHelpers have developed the skills to deal with it all, and more, all while remaining passionate about what we do – helping ordinary people – as flight delays can happen to anyone.

What helps us continuously develop, is our combination of talent, passion and persistance.

What makes us different?
Every single one of our employees can make an impact on the future of AirHelp – come up with an innovative idea – and we’ll help you implement it at AirHelp. This is an experience you can gain in very few places! 
If you’re looking to develop new skills, make an impact on not only global business, but ordinary, everyday travellers, and take risks developing and implementing new projects – what are you waiting for? Come join us today!

With a variety of departments to choose from: tech, product, legal, finance, human resources, customer service (and the list goes on!) - you don’t have to narrow your horizons, just take your pick. Pick what you’ve got a knack for, and most importantly, what you enjoy!

AirHelp. We're here to help!",AirHelp,"Berlin, Berlin, Germany","AirHelp helps air passengers get compensation for delayed, cancelled…",Active,"travel,legaltech",350,http://www.airhelp.com
"Jared Houghton,Brian Trautschold,Travis Truett",W14,2014,"B2B,Sales",0,"Chattanooga, TN",https://bookface-images.s3.amazonaws.com/small_logos/7651fbde07f5ac811e98325179c3cd86d42041fc.png,"We motivate employees to reach their potential, empower managers to be great coaches, and ultimately help sales teams hit number with great culture. We do this through an extensive suite of coaching and gamification tools, all powered by sales activity data.",Ambition,"Chattanooga, TN, USA",Coaching and gamification software for sales teams. ,Active,saas,55,https://ambition.com
"Reham Fagiri,kalam dennis",W14,2014,"Consumer,Home and Personal",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/411d3c1adaef3f9f8696301b60bbac584568d39c.png,"AptDeco is a peer-to-peer managed marketplace dedicated for buying and selling quality used furniture. We offer a complete end-to-end process to bring back the joy of discovering amazing furniture finds for the home again. Our customers benefit from a trusted and verified community of buyers and sellers, pre-arranged pick up and delivery and a secure electronic payment process.",AptDeco,"New York, NY, USA",AptDeco is the easiest way to buy and sell used furniture,Active,"marketplace,logistics,furniture",,https://www.aptdeco.com/
"Kevin Law,Sameer Shariff",W14,,Education,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5c774e23b82a6ee8805cd340a8dd9d8e468279de.png,The Cambly app gives English learners instant 1-on-1 access to friendly native speakers over video chat 24/7. Students get an affordable and convenient way to practice their English and gain confidence. Tutors get to make money helping people from around the world practice English.,Cambly,"San Francisco, CA, USA",On-demand access to English tutors over video chat.,Active,education,200,http://www.cambly.com
Nick Winter,W14,2013,Education,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/f867ef5f1e9cc19b841714369785ca83d8d9df2a.png,"CodeCombat is a multiplayer programming game for learning how to code. With thousands of schools and millions of students, we are bringing K12 computer science education to everyone, regardless of gender, race, or background. Everyone should have the opportunity to learn.

The ultimate goal of CodeCombat is to bring more users into the field of computer programming by making the logic and syntax more accessible and enjoyable to learn. The end game is to educate a whole new generation of computer programmers that started their journey by slaying ogres and defending their castles from oncoming enemy hordes.

We teach Python, JavaScript, and other languages directly in the browser. Teachers with no computer science background can get started in five minutes. In a world where all programmers have had to be second-language learners, do you want your students to become native speakers of code? Let's chat about bringing CodeCombat to your school!

Find us on Twitter at https://twitter.com/CodeCombat",CodeCombat,"San Francisco, CA, USA",Game that teaches computer science to middle and high school kids.,Active,"education,elearning,gaming",45,https://codecombat.com
Edith Elliott,W14,2014,Unspecified,0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/2f2708e50e0e10cec8af9b6301c2167d1c6c725d.png,Noora health trains patient families with high impact health skills that improve outcomes and save lives. ,Noora Health,"Bengaluru, KA, India",Training patients and their families with health skills,Active,,150,http://noorahealth.org
Ryan Seashore,W14,,Unspecified,0,"Chicago, IL",,"CodeNow is a 501(c)(3) nonprofit transforming high school students into coders, designers, and product managers. By helping students unlock their intrinsic motivations, they are learning to solve meaningful problems in their communities with software.",CodeNow,"Chicago, IL, USA",Our mission is to diversify the talent pipeline of students who…,Active,,2,http://codenow.org
"Greg Schvey,Jeffrey Schvey",W14,2013,"Fintech,Banking and Exchange",2,New York,https://bookface-images.s3.amazonaws.com/small_logos/8c4cc56e4a37201555dc18cf1c50c92082ad616b.png,"Axoni is a New York-based technology firm that builds multi-party workflows and infrastructure for some of the largest financial institutions in the world. Founded in 2013, the company offers core data infrastructure, application development, and automation tools. ",Axoni,"New York, NY, USA",Axoni is building the next generation of capital markets technology,Active,"fintech,saas",155,https://axoni.com
"Andrew Norris,Jonathan Norris,Cobi Druxerman",W14,2011,"B2B,Engineering, Product and Design",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/d251539438cb0eef66e90304a3ff25d30dfcf607.png,"DevCycle empowers development teams with seamless management of code deployment and feature releases. Our flexible and integrated Feature Management solution, specifically designed for developers, grants teams full control over their feature flags while preventing the accumulation of tech debt. With our scalable and cost-efficient platform, teams can focus on what truly matters—building exceptional software—without being bogged down by the complexities of feature management.

Previously known as Taplytics, born at Y Combinator in Silicon Valley as an A/B Testing and Experimentation solution for product and marketing teams, we have evolved into DevCycle, a trusted Feature Management Solution utilized by some of the world's largest brands. Serving millions of end-users and launching billions of events, we understand the demands of high-scale operations.",DevCycle,"Toronto, ON, Canada",Feature Flag Management Built for Developers,Active,saas,55,http://devcycle.com
"Martin Stoyanov,Teo Teodosiev",W14,,"B2B,Productivity",0,,https://bookface-images.s3.amazonaws.com/small_logos/f782f3d1b55afea0d827dcd48c4e76f570dc36c1.png,,Emailio,Remote,Email built for wellness,Active,productivity,5,http://emailio.com
Rey Faustino,W14,2012,Unspecified,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4daa7fd21d65b981692645ee375dffdb06b67d0e.png,"One Degree is a technology driven nonprofit organization that helps individuals and families access the resources they need to improve their lives and achieve social and economic mobility. 

One Degree's mission is to empower people to create a path out of poverty for themselves and for their communities. Our core product is a web and mobile platform makes it easy for low-income families to find, manage, and review nonprofit and government services. 

Our platform has become the go-to tool for help-seekers – and the people who support them, such as case managers and social workers – throughout the San Francisco Bay Area and Los Angeles County in California, and in Gainesville, Florida.

We currently operate three major products: the One Degree website and Android and iOS apps. Thousands of people in the Bay Area and Los Angeles rely on One Degree’s website and apps to access health care, food banks, employment services, and much more. We also support communities around the country to start their own One Degree chapters.",One Degree,"San Francisco, CA, USA",One Degree is a nonprofit organization that makes it easy for…,Active,nonprofit,14,http://1degree.org
Hyungseok (Dino) Ha,W14,2012,"Consumer,Apparel and Cosmetics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d5fd0f7b4450afa7af62792ef63d6c3e6a3025a3.png,"MBX (formerly Memebox) is a multi-brand beauty and personal care startup headquartered in San Francisco. The venture-backed company has raised over $190M in funding from prominent investors, including Formation 8 & Group, Goodwater Capital, Johnson & Johnson, Pear VC, Y Combinator, and other Silicon Valley VCs. Memebox operates a portfolio of beauty and personal care brands that are co-developed with strategic partners like Sephora and Ulta, using data-driven insights to identify white space opportunities in the market. The company’s products are made in Korea, leveraging the latest K-beauty innovations in the formula, packaging, and speed-to-market. MBX has offices in San Francisco, Seoul, Shanghai, and Taipei, and its brands include Kaja, I Dew Care, Pony Effect, I’m Meme, and Nooni. ",MBX,"San Francisco, CA, USA",A global multi-brand beauty and personal care startup.,Active,beauty,150,http://us.memebox.com
"Abeer Agrawal,Hugh Edmundson",W14,2013,"Fintech,Asset Management",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a07fab3a68d06eb74f5105810d2d86f8ba404c4d.png,"Theorem conducts independent underwriting of consumer loans originated by banks, credit cards companies and other lenders. We utilize this information to manage institutional capital and securitize loans",Theorem,"San Francisco, CA, USA",The mission of Theorem is to make credit safe and available. We use…,Active,"fintech,machine-learning",34,http://theoremlp.com
"Jim Robeson,Adam Saunders",W14,2013,"B2B,Office Management",1,"Kitchener, Canada",https://bookface-images.s3.amazonaws.com/small_logos/ab66514ee2aae2caa138e769ced840f8e4eba100.png,"PiinPoint is changing the way businesses identify the best location for expansion. Our modern day SAAS solution enables businesses to use powerful tools to search and validate locations throughout North America. We centralize a variety of datasets such as traffic, demographics, and available commercial real estate to ensure businesses can make a fast and reliable decision about where to expand.",PiinPoint,"Kitchener, ON, Canada",PiinPoint helps businesses find the best locations for growth,Active,"saas,real-estate",20,https://piinpoint.com
Matevz Petek,W14,2014,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/de7a48c67f5a5d94d1a15e4da48d6f53e9e284d5.png,"Povio is helping founders turn visions into digital realities. 


With over **1,000 successful projects** under our belt and a robust team of over **200+ skilled professionals**, we are the powerhouse of innovation and design. We've partnered up with over **60 YC founders**, so we get the unique challenges you face and what it takes to build something great. 


A proud YC Winter 2014 alum, Povio has a legacy of startup success. Our portfolio spans diverse industries, offering bespoke solutions to giants like **Volkswagen**, rising stars like **Flexport**, and notable figures including **Serena Williams** and **Arnold Schwarzenegger.**


**Why choose Povio for an extra hand with your project?** Our **400+ happy customers** and a **90% referral rate** speak volumes about our commitment to excellence. We make the software development and product design processes a seamless and delightful experience, with every project backed by top-tier managers and quality assurance analysts to ensure smooth and efficient delivery.

Whether you're scaling up, launching new products, or optimizing current systems, povio.com is dedicated to propelling your growth.",Povio,"San Francisco, CA, USA",Engineering and Design that Fuels Startup Success,Active,"marketplace,b2b",250,http://povio.com
"Christopher Hesse,Ryan Oldenburg,Andre von Houck",W14,2013,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5851e5656bbd2bdef010bd1269d6252d9748475b.png,"Pushbullet connects your devices, making it easy and automatic to share almost anything between them.

Our mission is to bridge the gap between your phone, tablet, and computer, enabling them to work better together.

Why is this important? Simple: in the past few years, smartphones and tablets have taken over people's digital lives. Sharing data between them and with computers, however, can be a real pain. We make it easy and automatic.",Pushbullet,"San Francisco, CA, USA",Push things to your other things.,Active,notifications,3,https://www.pushbullet.com
Aaron King,W14,2014,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/0c7da56bebc37ff80b767431aa81d082980d4c1a.png,"We're building digital infrastructure and workflow tools to connect the many parties involved in real estate transactions. The result is a more digital, online, and automated process for everyone involved. ",Snapdocs,"San Francisco, CA, USA",digital mortgage closing,Active,"saas,b2b,housing,enterprise,networks",285,http://snapdocs.com
Louise Broni-Mensah,W14,2013,"Consumer,Travel, Leisure and Tourism",1,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/dda940094cc649edf58b04dda7792493eccc4179.png,"Shoobs offers event organisers with a convenient and powerful platform to sell tickets to their events. A couple of years ago we got thinking that selling tickets should be QUICK & EASY!
So, we decided to create Shoobs to help event organisers sell out their events efficiently!
Shoobs is the leading destination to discover and book great urban culture events in the UK,
such as Hip Hop concerts and RnB club nights.",Shoobs,"London, England, United Kingdom",We help you find and book tickets to great entertainment events that…,Active,,5,http://shoobs.com
Jason Wang,W14,2013,B2B,1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/0a2e9357c5acf6536d148bb24e784b364bddb418.png,"TrueVault builds software tools that help businesses comply with consumer data privacy laws. We believe if businesses have access to products that make getting and staying compliant simple, straightforward, and fully automated, respecting consumers' data privacy becomes the sensible default. And we all benefit from that.",TrueVault,"San Francisco, CA, USA",We make Privacy Software for SMBs.,Active,privacy,,https://www.truevault.com
"Amiad Soto,Koby Jacob Soto",W14,2013,"Real Estate and Construction,Housing and Real Estate",0,"Tel Aviv-Yafo, Israel",https://bookface-images.s3.amazonaws.com/small_logos/d59f731120bd004f3252c700f665371ea8be8b0e.png,"Guesty’s property management software provides property managers and management companies with an end-to-end solution to simplify the complex operational needs of short term rentals. With Guesty, users can manage listings from multiple online travel agencies including Airbnb, Booking.com, Agoda and TripAdvisor, and utilize the company’s guest-centric tools including: Unified Inbox, Automation Tools, 24/7 Guest Communication Services, Payment Processing and more.",Guesty,"Tel Aviv-Yafo, Tel Aviv District, Israel",The management platform for the short term rental industry.,Active,"saas,b2b,travel",700,http://www.guesty.com
Julia Kurnia,W14,2009,"Fintech,Credit and Lending",0,"Sterling, VA",https://bookface-images.s3.amazonaws.com/small_logos/2235e108f443f2f51f89eaa9dbc94cb68d765e51.png,"Zidisha is the world's first direct peer-to-peer lending service to bridge the international wealth divide, allowing individuals worldwide to lend to and communicate with borrowers in developing countries without local intermediaries.  The direct connection creates better transparency, more profit for the entrepreneurs and lenders, and greater wealth creation for the world's poorest communities.  We've been featured in numerous press and media for our groundbreaking work in using internet and mobile phone technologies to connect entrepreneurs in some of the world's most isolated and impoverished places with the international peer-to-peer lending market.",Zidisha,"Sterling, VA, USA",Direct P2P lending across the international wealth divide.,Active,"fintech,marketplace,community",1,https://www.zidisha.org
"Doug Feigelson,John Wang",W14,2014,"B2B,Retail",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a376b8da869a33224239ad6843be2d21abeb19ac.png,"Our team has built listing creation, inventory management, repricing, and fulfillment software currently used by tens of thousands of the top Amazon and eBay sellers. We power the entire product catalog for dozens of US and international e-commerce sites. Our founders and lead engineers hail from MIT and have worked at top-tier Silicon Valley companies including Palantir, Stripe, Dropbox, Nest, and Optimizely.

Thousands of small business owners around the world make a living using Zinc's software. As the backbone of these online stores, Zinc's software powers hundreds of millions of dollars in annual sales. We offer an unconventional work environment focused on results, not hours. Zinc is backed by Y Combinator and some of the best angel investors in Silicon Valley, but we are also profitable and independent.

",Zinc,"San Francisco, CA, USA",The secret backbone of e-commerce. ,Active,e-commerce,10,http://zinc.com
"Tim Sherstyuk,Nick Sherstyuk",W14,2014,"Industrials,Climate",0,"Ottawa, Canada",https://bookface-images.s3.amazonaws.com/small_logos/79847364e215c69a3ff37ac2ae702dfa827a647b.png,Our technology enables li-ion batteries to charge extremely fast while retaining long cycle life using smart control algorithms.,GBatteries,"Ottawa, ON, Canada",Enabling li-ion batteries to charge ultra fast without compromising…,Active,"energy-storage,hard-tech",25,https://www.gbatteries.com
