active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Parth Chopra,W20,2019,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,,,Laguna,"San Francisco, CA, USA",,Inactive,,2,https://withlaguna.com
"Shimon Tolts,Eyar (Epic) Zilberman",W20,,"B2B,Security",0,"Tel Aviv-Yafo, Israel",https://bookface-images.s3.amazonaws.com/small_logos/6fc4eed9550a66ab0a862b8bee8e561d3be5134a.png,"Prevent Kubernetes misconfigurations from reaching production with Datree’s automated policy checks for your pipeline. 

The open-source CLI tool empowers engineers to write more stable and secure configurations, and further supports them in their roles so they can actually sleep at night. 

By revealing misconfigurations in seconds and combating the issues in early stages of the pipeline, your organization can enforce its standards and secure its infrastructure from development to production. ",Datree,"Tel Aviv-Yafo, Tel Aviv District, Israel",Datree prevents Kubernetes misconfigurations from reaching production,Inactive,developer-tools,16,https://datree.io
Alyssa Atkins,W20,2019,"Healthcare,Consumer Health and Wellness",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/2537462cf9eb0e24a3a27fef077a3b7055b69220.png,,Lilia,"San Francisco, CA, USA",Modern egg freezing for half the cost in half the time with top docs,Inactive,fertility-tech,3,https://www.hellolilia.com/
"Ali Ahmed,Akshath Sivaprasad",W20,2020,Education,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/49e5ca6976b0b3c7b5f57410296411904fbbd0fd.png,"Pantheon is an online competitive community of the brightest students in the world. High school and middle school students match with each other based on skill level and compete head-to-head in real-time to see who can answer questions fastest, much like offline competitions such as Science Bowl.",Pantheon,"San Francisco, CA, USA",A competitive community of the brightest students in the world,Inactive,"education,gaming,social",2,https://www.joinpantheon.io/
"Victor Darolfi,Will Mapes",W20,,"Industrials,Automotive",0,"Plymouth, MI",https://bookface-images.s3.amazonaws.com/small_logos/07e8ffa81c10eb2269c2c3a93e56b98e17f2aef9.png,"In a fleet-centric world where everything is delivered to your doorstep, cost-per-mile and uptime are all that matter. Vehicles will be driving more miles and the decreased complexity of electric motors will fundamentally change the automotive service industry. ROBOTIRE will bring manufacturing-level automation to vehicle servicing. 

Tires are the perfect vertical to tackle first because they are future-proof (tires are going nowhere) and scale from luxury personal automobiles to freight-centric big-rigs. The current tire changing industry is entrenched with an aging workforce but maintains strong margins. We will build and deploy a robotic tire changing container that can change tires in 10 minutes. 

Our fully-integrated ROBOTIRE containers can be placed inside existing shops, Walmart parking lots or in the middle of a fleet service area hundreds of miles away from a major city. In the medium term, we will expand to brakes, oil, batteries, etc. becoming an uptime assembly line that keeps fleets on the road 24/7 at a fraction of the maintenance cost per mile we see today. In a fleet-centric world, cost-per-mile and uptime are all that matter. ROBOTIRE tackles both.
",RoboTire,"Plymouth, MI, USA",Robotire is automating vehicle maintenance for today and future…,Inactive,"hardware,robotics",20,http://www.robotire.com
Gavin Mai,W20,,"Fintech,Payments",0,,,,Carbon-12 Labs,,A Global Payouts API for Startups,Inactive,payments,0,https://www.carbon.money
"Alec Fong,Nader Khalil",W20,,"Consumer,Content",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4a0fc5851264cf61cfefec4e6301d365980a500e.png,Paneau puts tablets inside Uber/Lyfts for businesses to advertise directly to the riders. Riders can interact and do anything from make purchases to re-route the car.,Paneau,"San Francisco, CA, USA",Tablets inside Uber/Lyfts to advertise directly to riders,Inactive,"transportation,advertising",7,https://paneau.io
Rikhav Shah,W20,2020,"B2B,Sales",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4bb28fcd3fc180e9263e820199030ea420439eca.png,"We help our customers build sales documents that are personalized, actionable, and beautiful. Our platform is self-serve friendly and replaces outdated email attachments. ",Quickcard,"San Francisco, CA, USA",Dynamic sales materials that shape-shift based on the customers needs,Inactive,"saas,b2b,sales-enablement",3,https://quickcard.com
Owen Carey,W20,,"Consumer,Social",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/09317586739566c757c55ea8bdc47bad8a30f174.png,"Jamiphy is the destination for live music. All you have to do is watch, engage with what you like, skip what you don't, and you'll find an endless stream of live music that feels personalized just for you.

We make it easy for you to discover and create your own live music videos by providing easy-to-use tools to view and capture your greatest musical moments. Take your videos to the next level with Jamiphy!",Jamiphy,"San Francisco, CA, USA",TikTok for Musicians,Inactive,"video,social,music",1,https://jamiphy.com
Sarah Wooders,W20,2019,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/b8737abdbc89756702ed7d5cd2cdc3338348ef03.png,"Glisten AI automatically categorizes and tags product data. With Glisten AI, e-commerce retailers and marketplaces can taxonomize millions of products with ease to enable better search, filtering, recommendations, and analytics. ",Glisten AI,"San Francisco, CA, USA",Glisten AI automatically categorizes and tags e-commerce product data.,Inactive,"artificial-intelligence,e-commerce",1,http://glisten.ai
"Norris Tie,Tim MacDonald",W20,2019,"Industrials,Aviation and Space",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/271f1ede7285afa6d625e1cb946615956221ce50.png,"Exosonic is an early-stage aerospace start-up based in Los Angeles, CA developing supersonic adversary air UAVs to support the adversary air training mission for both commercial and government customers. The goal is to mature these supersonic UAVs to become loyal wingmen (or collaborative combat aircraft) and eventually develop quiet supersonic airliners from the lessons learned and profits generated by the supersonic UAV product line. Founded in 2019, Exosonic has raised $4.5M+ in private capital and $2M+ in AFWERX funding. The team has 15 FTEs and is developing a subscale flight test vehicle to demonstrate autonomy and potentially crewed-uncrewed teaming with a first flight timeframe of Q2 2023. ","Exosonic, Inc.","Los Angeles, CA, USA",Developing supersonic UAVs as a pathway to quiet supersonic flight,Inactive,"drones,unmanned-vehicle,aerospace",14,https://exosonic.com/
"Kyle Lewis,Julie Mecca,Brandon Whang",W20,2019,"B2B,Infrastructure",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/e79b5c3eae39b8be554d20b145d2914d1e6e09b3.png,"Ardis AI extracts information from your unstructured text data and automatically generates a knowledge graph that can be browsed and queried, by web app or by API. Users can ask complex questions about the content of your text data, and Ardis responds with the answers and the evidence -- even when the information needed to answer the questions comes from multiple documents. Ardis also provides summary views of the topics discussed in your data. 

Coming soon: an Ardis plug-in for Elasticsearch, and support for natural languages questions.",Ardis AI,"Mountain View, CA, USA",Transform your text data into a searchable knowledge graph,Inactive,"artificial-intelligence,hard-tech",3,http://www.ardis.ai
"Mark Wai,Victor Zhang,Winston Zhang",W20,2020,"B2B,Analytics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/81f62b42761b3850734765fe84470eb84ad0de1b.png,Orbiter’s ML models monitor business metrics automatically and send alerts when those metrics experience abnormal drops or spikes. Any company can onboard in less than five minutes with just their database credentials - no engineering required. ,Orbiter,"San Francisco, CA, USA",ML models automatically monitor business performance,Inactive,"machine-learning,saas,b2b",3,http://www.getorbiter.com
"Melissa Du,Eric Park",W20,2019,"B2B,Human Resources",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/3100009e268f2fa0cbdce9cb46cf88d74ec334e4.png,,Cadence,"San Francisco, CA, USA",Delightful team-building events for remote companies,Inactive,"saas,b2b",2,https://www.cadencework.com
Ben Vogt,W20,2019,"B2B,Engineering, Product and Design",0,"Chicago, IL",https://bookface-images.s3.amazonaws.com/small_logos/9c3fb5be8462de517eaa5928682b21142cb6a81f.png,"Protobase is a 10x, next-generation spreadsheet. It lets you use things like sheets, grids, and
formulas, with better structures like tables, queries, filters, search, sorting, and more.",Protobase,"Chicago, IL, USA","Protobase is a 10x, next-generation spreadsheet.",Inactive,,1,https://www.protobase.io
"Samuel Schneider,Sean Phillips",W20,2020,"Real Estate and Construction,Housing and Real Estate",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/0550d8ea74722eb5cd34da132bd5a603a99c8fbf.png,"Homestead enables homeowners to become their own real estate developer. We're empowering homeowners, allowing them to take advantage of California's new $6T regulatory opportunity: SB9. SB9 allows homeowners to split their lots in half, build a new unit, and sell it on the open market. Use our website to see if a property qualifies for our services.",Homestead,"Los Angeles, CA, USA",Homestead is a real estate development platform for homeowners,Inactive,"finops,marketplace,proptech",14,https://www.myhomestead.com/
"Jorge Fuentes,Nilay Modi",W20,2020,"B2B,Productivity",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/95390ad4c8c9633ca7bffdf9af67b0ae984c5cd9.png,,Clayboard,"New York, NY, USA","Create active, collaborative learning experiences ",Inactive,"machine-learning,saas,b2b,productivity,ai",4,http://clayboard.com
"Erika Hairston,Arnelle Ansong",W20,2020,"B2B,Productivity",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/00d7a5343c2bd79a746aeb90c54d639a0f48970f.png,"Edlyft, backed by Kleiner Perkins, Kapor Capital, and YC, builds software that blue-chip enterprises like Google and Dropbox use to train college computer science students on essential skills required for the workforce, so they can be productive day one.

It takes new grad engineers 6-12 months to ramp up and add value to their company. Instead of relying on experienced engineers and wasting salary costs, Tinder and LinkedIn use Edlyft to train college CS students before they’re hired on skills to succeed in their role. 

Co-founders, Erika and Arnelle, are CS grads from Yale and Stanford, who have been featured by Forbes, TechCrunch and Business Insider for Edlyft. They're former engineers at Facebook and Google, and an ex-LinkedIn product manager and Bain consultant. ",Edlyft,"San Francisco, CA, USA",Helps enterprises train college CS students on essential job skills,Inactive,"education,b2b,enterprise",5,http://edlyft.com
"Ehsan Kamalinejad,Mohammad (Mo) Rafiee",W20,,"Consumer,Consumer Electronics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/6a78220f8f6def3c3319ea972ceaee2aae0b7150.png,,Visual One,"San Francisco, CA, USA",AI for security cameras,Inactive,"artificial-intelligence,security",2,https://www.visualone.tech
"Travis Ezidiegwu,Chike Achebe,Tyreek Griffith",W20,2019,"Consumer,Apparel and Cosmetics",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/fdb4bb62e488de7b3d0d7efcde89f3cf341046cd.png,"The Mercer Club is e-commerce's first-ever men’s rental service offering luxury and streetwear fashions at affordable pricing— think of it as Rent the Runway for men. Founded on the principle that fashion should be affordable and accessible, The Mercer Club aims to deliver an assortment of clothing, shoes and accessories to fulfill all a man's wardrobe needs, helping them stay on trend while considering their budget. Customers can rent pieces from well-known streetwear brands such as Yeezy, Nike and Supreme or luxury designers such as Gucci, Margiela, Acne and Balenciaga for as little as $25 a day or a monthly subscription for $75 a month. With the subscription plan, renters get 2 items at a time and swap out each week for another set of 2 items. The process is seamless from beginning to end— after placing an order, items arrive in 2-3 days in a custom box with a prepaid return shipping label. Our specialized team takes care of any laundering on your behalf and minor wear and tear is covered by us.",The Mercer Club,"New York, NY, USA",The Mercer Club is a subscription service that allows men to rent…,Inactive,"marketplace,smart-clothing,sustainable-fashion",2,https://www.themercerclubnyc.com
"Arian Agrawal,Sarina Siddhanti",W20,2019,"Consumer,Apparel and Cosmetics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ad8b5a409f0f5d04b6ba75e5cc523745390ed9b1.png,,Riya Collective,"San Francisco, CA, USA",Riya Collective is building the first community-driven global…,Inactive,sustainable-fashion,6,http://riyacollective.com
"Robert McBride,Vivek Mutalik,Paul Turner",W20,2019,"Healthcare,Drug Discovery and Delivery",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9f10efa48167c6eab9fc52d96d9bf7125ee15db7.png,We are building the first end-to-end digital viral design platform to protect the world against the coming threat of antimicrobial resistance.,Felix Biotechnology,"San Francisco, CA, USA",We’re creating programmable therapies,Inactive,"biotech,genomics,therapeutics",6,https://www.felixbt.com/
"Parinaz Firozi,Hendra Tjahayadi",W20,2019,"B2B,Operations",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/5c63bbbdb45e79b0966d0236b5c65c46df4b9098.png,"Zaam is an end-to-end SaaS solution for business onboarding. It provides:
(i) smart data entry form with real time validation 
(ii) automated individual and business checks 
(iii) case management dashboard with customizable rules ",Zaam,"Palo Alto, CA, USA",Zaam is an end-to-end SaaS solution for business onboarding.,Inactive,"fintech,saas",2,http://zaam.io
Sahana Rajasekar,W20,2019,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ba0db597e309ea60f445dfe17d688e3b478ee564.png,"Fitness professionals have large, loyal followings, but don’t have the tools to build scalable businesses. Blok makes it easy for fitness professionals to teach live classes, sell content, get paid for differentiated services, partner with brands, reward their community, and build a unique brand online.""Fitness entrepreneurs"" will continue to unbundle from brands and will be armed with Blok's digital tools to monetize their audiences directly.
",Blok,"San Francisco, CA, USA",A platform for fitness instructors to build their business and…,Inactive,"sports-tech,fitness,health-&-wellness",2,https://blok.fit
"Ankita Sharma,Madhuri Sharma",W20,2019,"B2B,Retail",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/36a289509368da6b2fb5e7280ab3701184f4b3e0.png,"Global Belly is a platform that helps creators and content companies add shoppable products to their content and monetize their audience. We drive social commerce for partnering brands, by matching their products to relevant content. 
We take care of technology, analytics and operations so that content creators can easily 
 create and start selling unique physical and virtual offerings in a matter of minutes. Global Belly has launched 100+ influencers in the food space and shipped thousands of products nationwide. Global Belly's co-founders are Ankita Sharma and Madhuri Sharma (unrelated). Ankita has a Masters in Computer Science (Carnegie Mellon) and MBA (NYU Stern) and experience working at Apple and Bloomberg. Madhuri brings the culinary and content marketing skills to the team, with a B.S in Film & Television (Boston University), a Culinary Arts degree (Institute of Culinary Education) and experience at Grey Global Group and The Food Network.",Global Belly,"San Francisco, CA, USA",Marketplace enabling social commerce for brands and content creators. ,Inactive,"marketplace,consumer,social,food-tech,creator-economy",2,https://globalbelly.com/
"Brian Le,David Lin,Rohun Vora,Graham Farrell",W20,2019,"Consumer,Food and Beverage",0,"Santa Monica, CA",https://bookface-images.s3.amazonaws.com/small_logos/8906169a88bda866fc7b928a110627276ee2e93f.png,"Duffl delivers snacks to college students in 10 minutes. We use data to wholesale high demand/high margin products and deliver them directly to our customers using electric scooters and a student-driven workforce. We've launched at: UCLA, USC, UCSB, UC Berkeley, UofA, ASU, TSU and UT Austin. Join us on a journey of empowering students to better serve each other! www.jobs.duffl.com
",Duffl,"Santa Monica, CA, USA",10-minute delivery service for college students.,Inactive,grocery,12,https://www.duffl.com
Pranav Sekhar,W20,,"B2B,Infrastructure",0,"Berkeley, CA",https://bookface-images.s3.amazonaws.com/small_logos/d57f772c91256fa7714735af9ad73b3b7c3b1648.png,,Scout,"Berkeley, CA, USA",Dead simple CI/CD for ML teams,Inactive,"machine-learning,devops",1,https://www.scout.ml/
Soham Sankaran,W20,2020,"Industrials,Manufacturing and Robotics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/8eb94c2c5742c4382cb5fc8b303a641c25334c26.png,,Pashi,"San Francisco, CA, USA",Pashi builds software to operate and optimize production lines.,Inactive,"developer-tools,robotics,manufacturing",3,https://pashi.com
Sam Kanawati,W20,,"Healthcare,Diagnostics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7b48d64634d795b4a612106fa51ef61ddc04d681.png,,Simple Strips,"San Francisco, CA, USA",Low-cost blood glucose test strips scanned with a smartphone camera…,Inactive,"health-tech,diagnostics",2,https://simplestrips.com
Calum Moore,W20,,"B2B,Productivity",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/0522d983927fe67359c98fe2c50c45dc70215d4c.png,,Snapboard,"London, England, United Kingdom",,Inactive,,2,https://snapboard.io
"Gordian Braun,Tobias Becker",W20,2019,"B2B,Operations",0,"Berlin, Germany",https://bookface-images.s3.amazonaws.com/small_logos/4c9e3624c4042da711e44a7963b397f112fdb69d.png,"Onetool provides businesses with their own app-store for business software. One login, one invoice, and centralized user management. Onetool offers everything from project management software and video conferencing to document signing.
",onetool,"Berlin, Berlin, Germany","App-Store for SaaS: one invoice, one user management, one login.",Inactive,saas,9,https://onetool.co/
"Sara Alfageeh,Hisham Bedri,Thariq Shihipar",W20,2019,"Consumer,Gaming",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/2c465bc9ae3c4776b9138c232b0b6b94184936fa.png,"Multiverse is a web-based game creation system inspired by Dungeons & Dragons and Roblox with a marketplace for assets from A-list creators. We've already partnered with several prominent creators who have millions of followers and millions in revenue, and they're bringing their audiences to Multiverse. We charge 30-60% of those sales based on how much we help the creators make the content.

Check out our [gameplay trailer here](https://drive.google.com/file/d/1rPwwhw03HO7uda_YDXBfKfvCZ_fHV795/view?usp=sharing).

The best way to get Multiverse is to play it. If you're into games, creativity and representation, hit us up and we'll play with you. ",Multiverse,"Boston, MA, USA",Multiverse is a web-based game creation system inspired by Dungeons &…,Inactive,gaming,9,http://www.playmultiverse.com
"Riyaz Khan,Sagar Sheth,Aniruddh Singh",W20,,"Fintech,Payments",0,India,https://bookface-images.s3.amazonaws.com/small_logos/139f3923e5b1264c5832c11db6a942d85eef67ba.png,"goDutch is a new-age fintech app that powers group payments for millennials. We’re on a mission to reimagine group payments and enable people to enjoy with their friends without any worry of awkward reminders, delayed payments, and multiple transactions.

We've first-hand seen that group payments are very tedious - one person first pays on behalf of the entire group, then calculates and makes a note of who owes whom how much, and then individually reminds each person to pay back. At goDutch, we are passionately working towards re-imagining this multi-step process that extends over numerous days and multiple apps. Our focus is on being design-led and driving cutting-edge fintech innovation.

goDutch is founded by IIT Bombay grads with a total work experience of 10+ years in fintech and we are backed by global VC investors including Y Combinator.",goDutch,"MH, India",Group payments product which lets people pay together at any offline…,Inactive,,10,https://godutchpay.in
"Anurag Bhatt,Sharad Lahoti",W20,,"B2B,Retail",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/88ed649d4ffefdc8e5652f12e5915dd242bed4ff.png,AI Platform that powers the brands & retailers of tomorrow. SprintAI helps the brands in better decision making & automating various processes in Inventory Management & Omnichannel Fulfilment.,SprintAI,"Bengaluru, KA, India",AI-led platform for inventory and fulfillment optimization,Inactive,"machine-learning,saas",10,https://www.getsprint.ai/
"Bhavesh Khandelwal,Rahul Khanna",W20,2021,B2B,0,India,https://bookface-images.s3.amazonaws.com/small_logos/91478c7c3ca52d34bc10c964c9668b6eb566be9c.png,"Thunderpod is a no-code platform that helps workplaces and communities engage their members by providing them with an Engagement Management System (EMS).

What SurveyMonkey is for surveys, Thunderpod is for engagement.",Thunderpod,"MH, India",Community Engagement Platform,Inactive,saas,12,https://www.thunderpod.com/
"Norman Ponte,Elena Ponte,Hugo Ponte,Kory Stiger",W20,2020,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a53f5d4e5c3734ef65ff0417ad276ccdd20cafdd.png,"At Zumo Labs, we generate synthetic training data for computer vision models.

Computer vision is the essential technology that powers the products of the future: autonomous vehicles, smart retail, robotics, smart fitness, security and vision-based analytics. These algorithms require huge amounts of training data. This data is currently collected and labeled manually; a slow, imprecise, expensive process that is rife with bias and privacy issues. 

Zumo Labs solves all of these problems (and more!) by creating feature rich synthetic training data in the cloud: cheaper, faster to generate and iterate on, covers all the edge cases, and has no bias or privacy issues. 
",Zumo Labs,"San Francisco, CA, USA",We generate synthetic data for computer vision models.,Inactive,"artificial-intelligence,machine-learning,data-engineering",7,https://zumolabs.ai/
"Cherian Dr,Gandharv Goyal,Kuldeep Singh Chauhan,Meenakshi Singh",W20,2018,"Healthcare,Diagnostics",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/ae83920ac4eee163846bdc260d3911efe906c4d2.png,,Synapsica Healthcare,"Bengaluru, KA, India",AI-enabled automation of diagnostic radiology workflow and reporting.,Inactive,"marketplace,saas",30,https://synapsica.com/
