active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Ryan Choi,W13,2012,"Consumer,Apparel and Cosmetics",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/0b9e6ef382c45610608bd2bdb72d905cd6a41486.png,"StyleUp brings effortless joy to getting dressed with daily, weather-appropriate advice tailored to suit your life and style. It's your shortcut to chic.

We believe in discovery. It's our job to find outfit recommendations you love and deliver them to you conveniently and beautifully. Your feedback helps us make better recommendations, so we can serve you better every single day.",StyleUp,"New York, NY, USA","StyleUp brings effortless joy to getting dressed with daily,…",Inactive,fashion,2,http://thestyleup.com
"Adam Helybely,Zsolt Muller,Viktor Takacs",W13,,"B2B,Human Resources",0,"Sunnyvale, CA",,"Terascore is developing an educational tool for teachers to create, administer, and manage tests entirely online. Scores and results are available immediately and teachers get instant analytics on question quality, difficulty, student performance. Any questions created can be stored in a question bank for reuse.

Terascore aims to move all tests online and in doing so make learning more effective and teachers more efficient. The results are shortening the feedback loop for learning and are better for teachers and students.

Terascore makes creating tests radically easier, as it has a WYSIWYG browser-based test authoring tool. Terascore allows teachers to easily integrate images, links, and videos into tests to make them more fun, engaging, and relevant. The inclusion of mathematic equations is also supported.",Trainzen,"Sunnyvale, CA, USA",Educational assessments made easy. Eliminating paper-based exams in…,Inactive,"education,edtech",2,http://terascore.com
Iolanthe Stronger,W13,,"B2B,Supply Chain and Logistics",0,Palo Alto,,Kickstarter for physical products. Shop exclusive product launches.,Swish,"Palo Alto, CA, USA",Kickstarter for physical products.  Shop exclusive product launches.,Inactive,"hardware,e-commerce",2,http://swish.com
Umang Patel,W13,,"B2B,Finance and Accounting",0,Mountain View,,"PayTango is simple, modern invoicing.

No more dealing with spreadsheets, word processors, or entering data into complex and bulky invoicing software. Now you can quickly create beautiful PDF invoices and send them from anywhere.

Sign up at www.paytango.com",PayTango,"Mountain View, CA, USA",Simple invoicing,Inactive,"fintech,payments",2,http://paytango.com
"Ilter Canberk,Karan Sikka",W13,,"B2B,Engineering, Product and Design",0,Mountain View,,"Appcubator has launched to allow users to create their own web applications with drag and drop, text inserts and custom themes, rather than having to endure the arduous process of learning to create a full-functioning website or hire a contractor.",Appcubator,"Mountain View, CA, USA",The easiest way to prototype web applications.,Inactive,no-code,0,http://appcubator.com
Gautam Sivakumar,W13,,"Healthcare,Healthcare IT",0,San Francisco,,"Healthcare is broken and underserved by technology.

Hospital software is too complicated, too convoluted, and too disconnected. Doctors and nurses spend more time clicking through prompts than checking in on patients, and the quality of care suffers as a result. We're going to change that, and have been able to do so for the care teams of half a million patients and counting.",Medisas,"San Francisco, CA, USA",Medisas builds workflow & collaboration software for hospitals.,Inactive,"workflow-automation,healthcare",11,http://medisas.com
Lev Popov,W13,,"Consumer,Transportation Services",0,San Francisco,,"Real-time transit directions in San Francisco. Rover uses real-time public transit data to give you the best route, right now, to your destination. Always get the best route to your destination. Rover tracks all MUNI, BART, and Caltrain lines and gives you directions that make sense right now, so you don't have to wait or worry about missing a connection.

Currently supporting SF MUNI, BART, and Caltrain in the SF Bay Area.",RoverRide,"San Francisco, CA, USA",A universal urban transit app. Given all transportation options…,Inactive,"transportation,mobility",0,http://ride.roversf.com
Josh Mangel,W13,,"B2B,Retail",0,"Atlanta, GA",,"Beatdeck is a big data music analytics platform. It is used to evaluate artist's KPM, analyze social signals, and provide a clean extensive dashboard into the music industry. Beatdeck was founded in January 2013 at Y Combinator in Mountain View, CA by Josh Mangel and Avi Zolty.",BeatDeck,"Atlanta, GA, USA","Music, Metrics... Meritocracy. 
(Upload Music, Connect your Social…",Inactive,social-media,2,http://beatdeck.com
"Neel Murthy,Nitin Shantharam",W13,2013,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a1a9e0bde0c50e6f137568c94d83ae57e575c86e.png,"Send and receive packages with Swapbox

# Receive packages with Swapbox #

Prevent missed deliveries with Swapbox. We give you control over your packages — no more missed delivery notices or stolen packages. Shop online and ship packages to a Swapbox. We'll notify you via email and/or text message with the pickup details when they arrive.

Learn more: swapbox.com/faq 
Receiving deliveries video: https://vimeo.com/76379214

# Send packages with Swapbox #

Take anything that you want to ship to your local Swapbox, no planning ahead necessary. Enter a few details about where your item is being shipped and how fast you want it there. Place your item in the Swapbox (It doesn't even need to be packaged!), and Swapbox will take care of the rest. Swapbox ships via UPS, USPS or FedEx. Swapbox is the fastest, most convenient way to ship anything.

Learn more: swapbox.com/shipping 
Shipping video: https://vimeo.com/97379917",Swapbox,"San Francisco, CA, USA",Stop missing deliveries. Ship to Swapbox and pick up at our kiosks.,Inactive,"delivery,logistics,e-commerce",2,http://swapbox.com
"Shri Ganeshram,Rujul Zaparde,Kevin Petrovic",W13,,"Consumer,Travel, Leisure and Tourism",0,San Francisco,,"Launched in early 2013 and based in San Francisco, California, FlightCar inspires and enables local owners and visitors to come together to list and rent each other’s unique vehicles. We make it convenient and enjoyable for anyone to experience traveling in an original way at a great value. By connecting visitors who need cars at the airport with locals looking to park them, FlightCar saves travelers money, creates a more interesting experience, and offers a practical and novel new option for a collaborative community of travelers.

The company has raised a total of $40.41 million from prominent investors including GGV Capital, General Catalyst Partners, First Round Capital, Softbank Capital, The Priceline Group, Tencent Holdings, and Brian Chesky, CEO and Co-Founder of Airbnb.

Currently operating in 12 airports nationwide:
AUS, BOS, DEN, DFW, EWR, IAD, LAX, OAK, SAN, SEA, SJC, SFO",FlightCar,"San Francisco, CA, USA","FlightCar is the Airbnb of Car Rentals at Airports.
We allow people…",Inactive,marketplace,51,http://flightcar.com
Jared Heyman,W13,2012,"Healthcare,Healthcare Services",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c17deab73292015be62a5d49331aa6dd3156d844.png,"CrowdMed is an innovative healthcare startup harnessing the wisdom of crowds to help solve complicated medical cases more quickly and efficiently. The company offers individuals, insurance providers, and self-insured corporate customers the ability to reduce their healthcare costs without compromising care. Based in San Francisco, CA, CrowdMed is backed by NEA, Andreessen Horowitz, Greylock Partners, SV Angel, Khosla Ventures and Y Combinator. The company's advisors have founded and run some the world’s most successful online healthcare companies including WebMD. CrowdMed graduated from Y Combinator's Winter 2013 class, and was officially launched during the TEDMED 2013 conference in Washington DC. Visit www.crowdmed.com for more information.",CrowdMed,"San Francisco, CA, USA",CrowdMed harnesses the wisdom of crowds to solve difficult medical…,Inactive,consumer-health-services,5,http://www.crowdmed.com
"Kuy Mainwaring,Eugene Yaroslavtsev",W13,,"B2B,Infrastructure",0,San Francisco,,"Logiblock makes electronic product development faster for startups and established firms alike. Logiblock is the client services division of Outbreak, Inc. Founded as a technology research and development group in 2008, Outbreak primarily develops and licenses embedded software technology.",Logiblock,"San Francisco, CA, USA",Logiblock engineers electronics and development tools to dramatically…,Inactive,"hardware,iot,manufacturing",0,http://logiblock.com
"Bob Schafer,John Stanley",W13,,"B2B,Recruiting and Talent",0,San Francisco,,"Prophecy is quantifying the cognitive factors that determine workplace performance -- from mental aptitude, to personality traits, to decision-making styles and interpersonal dynamics.  Drawing from research across many subfields of neuroscience, we have created a suite of cognitive tests that integrate behavioral measures with sensors for collecting biosignals.  The data we collect is unlike that of any existing personality or aptitude test, and gives us the unique ability to predict a tremendous number of traits, characteristics, and job performance measures.  We help employers find the ideal person for a job, and we help managers optimize and motivate their teams.",Prophecy Sciences,"San Francisco, CA, USA",Predicting workplace performance through neuroscience,Inactive,neurotechnology,2,http://prophecysciences.com
"Merrill Lutsky,Erik Schluntz",W13,,"B2B,Retail",0,"Cupertino, CA",,"Posmetrics provides innovative iPad-based customer feedback surveys that collect orders of magnitude more data than other technologies, provide relevant, real-time results, and generate actionable recommendations to help businesses and organizations improve their services.",Posmetrics,"Cupertino, CA, USA",Ultra-short feedback surveys on tablets mounted in businesses. Higher…,Inactive,analytics,2,http://posmetrics.com
"Jonathan Downey,Brad Schiller",W13,,"Industrials,Drones",0,San Francisco,,"Airware offers commercial drone solutions, enabling enterprises to take full advantage of aerial data for any business application. Airware’s solutions combine hardware, software, and cloud services to enable companies to efficiently manage and safely and reliably operate commercial drones at scale.",Airware,"San Francisco, CA, USA",Airware provides end-to-end solutions that enable enterprises to…,Inactive,"drones,enterprise",51,http://airware.com
Viral Bajaria,W13,,"B2B,Analytics",0,San Francisco,,"6sense's mission is to empower marketing and sales teams with 100 percent visibility into buyers; who they are, needs and timing. 6sense provides marketers with omni-channel connectivity and visibility from brand to demand to revenue. 6sense's patent-protected predictions power all downstream sales and marketing systems with intelligence on who is in an active buying cycle, what products, when they will buy and where they are in the buyer's journey. 6sense enables intelligent growth resulting in new pipeline, higher marketing to sales conversions, larger opportunity size and increased sales productivity and effectiveness with teams focusing on the right buyers with a need now.

Visit us at: http://www.6sense.com/

Learn more about us at http://www.6sense.com
Keep up to date on industry trends by following us on Twitter: @6SenseInc",GrepData,"San Francisco, CA, USA",Big Data Analytics,Acquired,analytics,51,http://grepdata.com
"Vishal Kapur,Jahanzeb Sherwani,Jason DiCioccio,Faraz Khan",W13,,"B2B,Productivity",0,Mountain View,,"Screenhero lets you screen share any application with anyone, no matter where they are. It's super simple and blazing fast. You each get your own mouse pointer, and you're both always in control. It's designed for collaboration, not just broadcasting your screen. It's like Google Docs for any application on your computer.",Screenhero,"Mountain View, CA, USA","Collaborative Screen Sharing — you each get your own mouse, and…",Acquired,"team-collaboration,collaboration",2,http://screenhero.com
Anton Vaynshtok,W13,,"B2B,Productivity",0,San Francisco,,"The easiest way for companies to connect their empoyees to the apps they need.

Meldium is a YC-backed startup helping teams & companies manage accounts & passwords for cloud apps. From shared passwords to user provisioning, Meldium is a central dashboard that connects to every cloud app and makes it simple to create, edit and remove user accounts across all of them. All without IT.",Meldium,"San Francisco, CA, USA",Simple password & identity management for teams. Acquired by LogMeIn…,Acquired,"security,enterprise",2,http://meldium.com
"Amitav Chakravartty,Anirban Bardalaye",W13,2011,"Consumer,Travel, Leisure and Tourism",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a3ed8ebe374e674c6e6ada00d5e688a2f0309455.png,"VaycayHero takes the hassle out of booking vacation rentals. All rentals are verified, and 100% accurate, and calendars and pricing are automatically updated. This means, no surprises, ever. Search and book online hassle-free, or chat with a booking concierge if you need help. VaycayHero has vacation rentals in major vacation destinations in the US and Mexico. It built a travel hub platform to distribute the rentals to multiple channels including Vaycayhero.com and powered many marketplaces to provide a hassle-free booking experience.",VaycayHero,"San Francisco, CA, USA",VaycayHero is a marketplace of professionally managed vacation…,Acquired,"marketplace,saas,travel",55,https://www.vaycayhero.com/
"Daniel Lopez,Erica Brescia",W13,,"B2B,Infrastructure",0,San Francisco,,"Packaged Applications for Any Platform. 

Bitnami has automated the ability to package, deploy and maintain applications, lowering the barrier to adoption for anyone to deploy and maintain a full spectrum of server applications, development stacks and infrastructure applications in virtually any format.

Simply click to deploy any one of 120+ ready-to-run applications from the Bitnami Application Catalog or use Bitnami Stacksmith to package and migrate your custom in-house applications to the cloud.

For more information, visit www.Bitnami.com, or follow us on Twitter (@Bitnami) and Facebook.",Bitnami,"San Francisco, CA, USA",The App Store for Server Software,Acquired,developer-tools,75,https://bitnami.com
Reshma Khilnani,W13,,"Healthcare,Healthcare IT",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4d244dae097f5be7af6d767af0db5cf4f74fbd57.png,"MedXT is the easiest way to manage medical images online.  We make it easy for medical professionals to access and share their medical data safely and securely.  We provide specialty tools such as RIS, PACS, and HL7 connectivity. The MedXT platform will power your imaging center, hospital radiology department, or radiology group. Learn more at https://www.medxt.com",MedXT,"San Francisco, CA, USA","Radiology in the cloud.  X-rays, CAT scans, MRI's, and…",Acquired,"health-tech,medical-devices",2,http://medxt.com
"Karthik Balakrishnan,Kanishk Parashar",W13,,"Fintech,Consumer Finance",0,San Francisco,,"Coin is a consumer electronics and financial technology company bringing simplicity and security to payments. Through the Coin developer program, wearables makers now have a turnkey solution for integrating secure payments into their devices (e.g. fitness trackers, smartwatches, jewelry). Follow the company on Twitter @coin or learn more about the Coin developer program at http://developer.onlycoin.com.

Coin 2.0 smart payment device
Coin 2.0 is a secure smart device that has the form factor of a credit card, but it holds your cards in one - including your credit, debit, gift and loyalty cards. Coin 2.0 lets you swipe or tap your cards at millions of merchants across the USA. Coin 2.0 has 80%+ compatibility, partly because we use cutting-edge technology that has not yet been integrated into all point-of-sale systems. We encourage customers to carry a “backup card” given the wide variety of sales registers in the USA. While Coin 2.0 shares the same form factor as a credit card, it features enhancements such as an electronic display and a single button to allow for simple switching between different cards. With over-the-air updates, Coin 2.0 adapts to evolving payment technology, offering future-ready ubiquity in a small and powerful package. Coin's security features also keep your information safe. Auto-unlock means that only you can use your Coin 2.0 while Last Known Location helps you find your Coin 2.0 in case of loss or theft. Coin 2.0 is designed for use in the USA. To verify identify, a Social Security Number is required.

Website: https://onlycoin.com
Video: https://youtu.be/gJBZMUuhUrw",Coin,"San Francisco, CA, USA",A mobile wallet that allows you to pay everywhere credit cards are…,Acquired,payments,11,http://onlycoin.com
"Walker Williams,Evan Stites Clayton",W13,,"Consumer,Apparel and Cosmetics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/af499c0e78027f9e308cada3ac407751298eb966.png,"About Teespring
Millions of people use Teespring to turn their unique ideas into high-quality products. When you shop on Teespring, you’re supporting one of the independent creators in our community, as well as the causes they care about. Every product you’ll find here is made-to-order with satisfaction and quality guaranteed. That means that you get a custom product that was made for you. Headquartered in San Francisco, Teespring is venture-backed by Andreessen Horowitz, Khosla Ventures, and Y Combinator. For more information visit www.Teespring.com.",Teespring,"San Francisco, CA, USA",IMPORTANT: The original YC founders are no longer involved with this…,Acquired,"marketplace,e-commerce,retail",201,http://teespring.com
"Danny Castonguay,Dexter Ligot-Gordon,Paul Rivera",W13,2013,"B2B,Operations",0,"Makati, Philippines",https://bookface-images.s3.amazonaws.com/small_logos/6c8f5c4943929604147699496cec762e6182921b.png,"Kalibrr operates a two-sided job marketplace in Southeast Asia with over 5,000,000 high-skill white collar talents primarily in the Philippines and Indonesia. 

With Kalibrr, you can recruit and build a remote sales, product, engineering or design team in the Philippines within minutes",Kalibrr,"Makati, NCR, Philippines",Kalibrr connects SEAsian talent to your local & global jobs.,Acquired,recruiting,51,https://www.kalibrr.com
"Vinoth Gopi,Sivamani Varun",W13,2012,"B2B,Retail",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5307a5e46c396120f6ef685a303ed74085ff242c.png,"Our products:
- Data APIs/Feeds (Retail feeds, UPC lookups, Keyword search)
- AI APIs (Categorization, Attribute extraction/NER, Matching)
- Dashboards (Analytics reports, Price monitoring)

We offer enterprise solutions for:
- E-commerce Marketplaces (catalog generation & enrichment, seller on-boarding)
- Logistics (HTS/tariff classification, attribute enrichment)
- Brands (market share & trend reports, price monitoring)",Semantics3,"San Francisco, CA, USA",Data and AI platform for Ecommerce & Cross-Border Logistics,Acquired,"artificial-intelligence,logistics,e-commerce",25,http://www.semantics3.com
"Humberto Evans,Mike Robbins",W13,2012,"B2B,Engineering, Product and Design",0,"Redwood City, CA",https://bookface-images.s3.amazonaws.com/small_logos/c463a769b2f58faee6f5bc842ce70bb66f0acc66.png,"CircuitLab makes it easier for electrical engineers, students, and electronics hobbyists to design, analyze, build, and share electronic circuits.",CircuitLab,"Redwood City, CA, USA",Online circuit simulator and electronic schematic editor.,Active,"hardware,saas",2,https://www.circuitlab.com/
"David Petersen,Jiyan Wei",W13,2013,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/fa4cae75b1ea33cb97e24469d7bae5435b230e2f.png,"BuildZoom is a better way to remodel. We connect homeowners to the most reliable general contractors in their area and make remodeling simpler, cheaper and more predictable.  

Our technology harvests public data on every licensed contractor in the United States, including license information, building permits, bond and insurance information and other government records. We use this public data along with private data gleaned from past BuildZoom marketplace interactions to evaluate contractor quality, availability, and fit for each construction project. Our goal is to help project owners arrive at several competitive bids from highly qualified and experienced construction companies to ensure a fair price and a successful project.

We build tools to help contractors look their best online, manage their lead pipeline, seamlessly interact with project owners, and compose professional bid proposals.",BuildZoom,"San Francisco, CA, USA",BuildZoom is a better way to remodel. We connect homeowners to the…,Active,"real-estate,construction",100,https://www.buildzoom.com
Lior Abraham,W13,,"B2B,Analytics",0,"Redwood City, CA",https://bookface-images.s3.amazonaws.com/small_logos/75095731e25d34e505b54386e1fbac0016ef69ea.png,"Interana is the fast and scalable event-based analytics solution to answer critical business questions about how customers behave and products are used. Interana allows users to analyze and explore the key business metrics that matter most in a data-driven world – such as growth, retention, conversion and engagement – in seconds, rather than the hours or days it often takes with existing solutions. Interana allows customers to discover and investigate these key insights easily through its visual and interactive interface, which makes data analysis a natural extension of everyone’s workflow.",Scuba,"Redwood City, CA, USA",Hadoop for impatient people.,Active,"analytics,big-data",51,https://www.scuba.io
Nitesh Goel,W13,2012,"B2B,Productivity",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/645d902ed813d617206c22ce485d48419ccb91c1.png,"We are easily bored. It's the one thing that unites humanity in 2020. No one wants to read twenty paragraphs of text, or sit through forty verbose slides. Yet, we keep making them, boring everyone out of their minds.

We are building more beautiful and fun alternatives to traditional documents. They're less of a pain-in-the-ass to create, and a lot less waterboard-y to view.

Checkout a Padlet timeline (https://padl.et/timeline), or a Padlet map (https://padl.et/map) to see what we're talking about. 

Over ten million people all over the world use Padlet. Most satisfyingly, for millions of kids, Padlet is their first experience of creating things on the Internet.

People say we are improving education. People say we are making them more creative. People say a lot of things.",Padlet,"San Francisco, CA, USA",Papyrus → Parchment → Paper → Padlet,Active,"education,saas",40,https://padlet.com
Nikhil Nirmel,W13,,"Consumer,Home and Personal",0,New York,,"Lawdingo gets people in touch with a lawyer very quickly.

Lawdingo gives people seeking legal services direct access to independent lawyers who can help them. Such attorneys usually have more flexible hours, lower rates, and greater interest in customer service than to their larger firm counterparts. The problem is that there is so many such lawyers; how is someone supposed to figure out who is right for them, and who has some time to take on their case? Fair question. Coincidentally, we started Lawdingo to answer just that. 

If you're looking for a lawyer, we encourage you to try finding an easier way to get one to work for you. If you are a lawyer working in solo or small practice, we encourage you to find a more effective way to grow your law practice. 

We also encourage you not to take our word for it. Read what Solo Practice University, the ABA Journal, FindLaw, AboveTheLaw, TechCrunch, Lifehacker, and others say about us. This isn't some fly-by-the-night company. This is the future of the legal industry. We hope you'll get in touch. 

Lawdingo was started by Nikhil Nirmel (nikhil@lawdingo.com), an entrepreneur with a background at Yelp and Wharton Undergrad, and Dan Langevin , a ridiculously talented technologist who was formerly CTO of Lifebooker. Lawdingo has backing from Y Combinator and other investors.",Lawdingo,"New York, NY, USA",Lawdingo provides virtual paralegal services to law firms.,Active,legaltech,,http://lawdingo.com
"Paul Dix,Todd Persen",W13,2012,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/52f8bfabfa73534a4e180ab67b04914310f2a95e.png,"InfluxData, the creators of InfluxDB, delivers a modern Open Source Platform built from the ground up for analyzing metrics and events (time series data) for DevOps and IoT applications. Whether the data comes from humans, sensors, or machines, InfluxData empowers developers to build next-generation monitoring, analytics, and IoT applications faster, easier, and to scale delivering real business value quickly. Based in San Francisco, InfluxData customers include Autodesk, Cisco, eBay, and Coupa. Visit https://www.influxdata.com.",InfluxData,"San Francisco, CA, USA",The platform for building and operating time series applications.,Active,"analytics,open-source,time-series,databases",210,https://influxdata.com
Na'ama Moran,W13,,"B2B,Retail",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/bce697e8c30a87349848e4fe7b038193a706d63b.png,,Cheetah,"San Francisco, CA, USA","Fastest, easiest, and most affordable way for small business owners…",Active,"logistics,supply-chain",2,http://gocheetah.com
"Teng Bao,Dafeng Guo,David Haisha Chen",W13,2012,"B2B,Marketing",0,"Shanghai, China",https://bookface-images.s3.amazonaws.com/small_logos/045dc2771d5bced4ae0b64cde731aa40775048cf.png,"Strikingly lets you build a gorgeous, mobile optimized website in minutes. For your business, organization, or personal branding, a good-looking site is necessary for your online legitimacy in the Mobile Age.

With no code or design at all, you can set up a professional website in under 30 minutes, and it'll look great on your phone, tablet, and computer. Check it out at http://www.strikingly.com/. We're hiring! Please see: http://www.strikingly.com/s/careers .

Our mission is to give everyone the power to turn their creative ideas into reality and build brands around them. See why: http://www.strikingly.com/s/manifesto",Strikingly,"Shanghai, Shanghai, China","The easiest way to create a beautiful, mobile optimized website.",Active,,99,https://www.strikingly.com
Christian Romming,W13,,"B2B,Infrastructure",6,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/07c9b19241da3d7897596f5f34b6c9baa7c7518e.png,"Etleap is an ETL solution for creating perfect data pipelines from day one. Unlike other enterprise solutions, Etleap doesn’t require extensive engineering work to set up, maintain, and scale. It automates most ETL setup and maintenance work, and simplifies the rest into 10-minute tasks that analysts can own.",Etleap,"San Francisco, CA, USA",Etleap is an ETL solution for creating perfect data pipelines. ,Active,data-engineering,11,https://etleap.com
