active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Neha Shah,Jay Gokhale",W23,2022,"B2B,Finance and Accounting",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c2a699d0e9027eaebb6b3f1b637113ae21d3e655.png,"Mogara automates software R&D capitalization.

We replace accounting leaders chasing down engineers for timesheets with software that plugs directly into the developer workflow.
",Mogara,"San Francisco, CA, USA",Automatic software R&D capitalization ,Inactive,"finance,b2b",2,https://mogara.com
"Samir Menon,Neil Movva",W23,2022,"B2B,Security",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a070a3276443496b8e98455f7edba47028991034.png,"Blyss is an AI model provider built on strong security guarantees. We run AI workloads in GPU-based secure enclaves, which keep data encrypted even while it's being processed. Our customers get a privacy model similar to on-premises deployment, without ever having to think about AI infrastructure or GPU supply.  

The Blyss team has strong experience in cryptography and AI from Stanford, Apple, Nvidia, and more. We think data privacy is fundamental to safe, trustworthy AI, so it's our job to make end-to-end encrypted AI a no-compromise option - just like Signal and WhatsApp did for messaging.",Blyss,"San Francisco, CA, USA",End-to-end encrypted AI.,Inactive,"security,privacy,ai",2,https://blyss.dev/
Shub Viragi,W23,2022,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/19e1af8a1c45eebbb38eb6d6fb3a5ea0f0096b9c.png,"Parabolic is an AI assistant that autodrafts ready-to-send responses for your customer support team. 

Equip your team with the best possible response at their fingertips.
",Parabolic,"San Francisco, CA, USA",AI assistant for customer support,Inactive,"generative-ai,customer-success,customer-support",2,https://www.growparabolic.com/
"Jeff Huang,Victoria Wan,Ruoni Wang",W23,2022,"B2B,Operations",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/388789f1c6ffe4850160572101030a86b8e7bc8c.png,"OpenSight helps companies quickly scale up their support function and resolve customers' questions much faster. With the latest advancement in LLMs, OpenSight offers accurate answers and action resolution paths resolving >70% of inbound customer inquiries. ",OpenSight,"San Francisco, CA, USA",AI-powered customer support automation for fast-growing companies,Inactive,"generative-ai,b2b,customer-success,customer-support",3,https://www.opensight.ai
"Micah Wheat,Adam Shugar",W23,2023,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/6b6df4ea1d773219dccecb0fefc99b7b3e5052c8.png,"Dashdive attributes AI/LLM and cloud costs to customers, teams and products at the endpoint invocation level using observability tools. This allows software companies to optimize their pricing and evaluate the profitability of each product.",Dashdive,"San Francisco, CA, USA",Break down AI and cloud costs by feature and customer,Inactive,"finops,saas,enterprise-software",2,https://dashdive.com
"Richard Zhang,Ari Sokolov",W23,2022,B2B,0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/6a0338ca42cb50b2be254086011ed9dc423496b0.png,"Overflux automates the EV charger purchase, installation, and government incentive application processes for commercial real estate properties.",Overflux,"Los Angeles, CA, USA",Streamline EV charger installations for real estate developers,Inactive,"logistics,proptech,climate,transportation,electric-vehicles",2,https://
"Arpan Rau,Bailey Da Costa,Joseph Oorebeek",W23,2022,Industrials,0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/43c04e37c0deed9f7028a8f23f3dc322cadc0d75.png,"OutSail Technologies is building unlimited-range wind-powered vessels using aerospace technology.

We know modern aerodyamics can make wind cheaper and more reliable than internal combustion.

The effects of fossil-fuel use are degrading the ocean and destroying the planet. It’s time for modern wind power.

Outsail has brought a groundbreaking technology from satellites, the tape spring, to earth. Our fully autonomous, retractable wingsail allows vessels to access more wind power than ever before by providing both the aerodynamic efficiency of a wing and the perfect amount of area for the wind strength.

OutSail is backed by Y Combinator (W23), and founded by two engineers and an aerodynamics PhD who have led teams, managed products, and designed hardware for Momentus, Nuro, AEye, Tesla and SpaceX.

",OutSail Technologies,"Mountain View, CA, USA","Revolutionary, Modern Wing Sails",Inactive,"logistics,climate,climatetech",3,https://www.outsailtech.com/
"Kamil Kisielewicz,Shivansh Rustagi",W23,2022,B2B,0,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/44b280429db3b577a7ef33365ca61d1d4b25dfee.png,,Interlock,"San Jose, CA, USA",We are still in stealth mode.,Inactive,artificial-intelligence,2,https://www.tryinterlock.com/
"Tal Feld,Ido Fishbain,Noam Hertz",W23,2022,B2B,0,"Haifa, Israel",https://bookface-images.s3.amazonaws.com/small_logos/f6dfed4b4cf59bce811964c28ffcffc1f374e33f.png,"Echo helps B2B founders know exactly what to say during a sales call to win the business, including how to respond to any objections that come up. We do this by generating a personalized sales playbook based on best practices and providing an intuitive interface for following its guidelines in real time.",Echo,"Haifa, Haifa District, Israel",Founder-led sales co-pilot for B2B startups.,Inactive,"generative-ai,b2b",3,https://www.echothat.ai/
"Charly POLY,Bryan Frimin",W23,2022,"B2B,Engineering, Product and Design",0,"Paris, France",https://bookface-images.s3.amazonaws.com/small_logos/7b1a955f3cf943945cda6270a0e08b01106a1ba8.png,"Defer enables Node.js developers to move slow code out of the user's journey.
Its simple and well-documented API enables developers to improve web applications' performance in a few minutes instead of days.

Bryan and Charly noticed that all companies end up building similar abstractions and dashboards over the existing open-source (BullMQ) or commercial solutions (AWS SQS + Lambdas) to support background jobs, CRONs, and workflows.

Defer brings a full-featured and managed platform with a Vercel-like developer experience that comes with an operational dashboard, enabling developers to focus on product work.

After building the self-serve version of Defer in 8 weeks and onboarding 5 paying customers, their recent HN launch brought 250+ users and a warm welcome from the Node.js community with the 2 biggest newsletters featuring Defer and tech influencers spreading the word.

Defer is now available as a Node.js solution but aims to become a cross-language reference.",Defer,"Paris, Île-de-France, France",Zero infrastructure background processing platform.,Inactive,developer-tools,2,https://www.defer.run
"Thomas Stephens,Andrew Hoskins",W23,2023,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/64bc7d2ab06b73e7323c804eee3a9f3f49bba2e6.png,"Upfront is a personal assistant for home projects, powered by AI and partnerships with local businesses. Instead of sifting through reviews and playing phone tag, homeowners text us, and we connect them with a curated set of home service professionals in their neighborhood.",Upfront,"San Francisco, CA, USA",A personal assistant for every homeowner,Inactive,"marketplace,consumer,home-services,ai-assistant",4,https://tryupfront.com
"Harris Gani,Nihar Patil",W23,2022,B2B,0,New York,https://bookface-images.s3.amazonaws.com/small_logos/1dfe2f7acf5297dd4c70e312a5b1f29fe5205ad7.png,"A brand new way to create landing pages that's video-native. Traditional ways of building landing pages are too costly (money & time) and brands want to experiment more. Our landing pages rely on video content to do the heavy lifting from a dev & design perspective.


Our landing pages convert well (+15-30% across channels such as paid ads, email, and sms) and take <20min to create. This means brands can test over 10x what the currently do with Viddy.",Viddy,"New York, NY, USA",A new way to create landing pages that is video-native.,Acquired,"saas,b2b,video,e-commerce",2,https://www.viddyapp.io/
"Moses Im,Joseph Chen,Grace W",W23,2022,"Healthcare,Healthcare IT",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/9c6a5ab354c877fee7eb9b5d62ab08b4f08908c4.png,"Fairway Health is an AI-assistant for health insurers to quickly process patient treatment authorizations. We use LLMs to analyze long (70+ page), messy medical records and determine if a patient is eligible for a treatment.

",Fairway Health,"New York, NY, USA",AI Co-Pilot for Health Insurers to Authorize Treatment Faster,Acquired,"health-tech,b2b,healthcare,health-insurance,ai",3,https://www.fairwayhealth.co/
"Nick Locascio,Ian Baldwin",W23,2022,"B2B,Retail",0,,https://bookface-images.s3.amazonaws.com/small_logos/4b3a15112db36cea4190b3079ddeba5278c19f7f.png,"Booth AI enables companies to supercharge their creative output with a generative-AI powered image production platform. Booth AI replaces complicated, labor intensive, time consuming and expensive commercial product lifestyle photoshoots. Brand managers, merchandisers, and marketers can produce beautiful lifestyle images in a matter of seconds at a fraction of the cost of traditional photoshoots.",Booth AI,Remote,Generative AI Photographer for E-Commerce,Acquired,"artificial-intelligence,generative-ai,e-commerce,marketing",3,https://booth.ai
"Wiz 👋🏻,Mor Sela",W23,2023,"B2B,Engineering, Product and Design",0,"Austin, TX",https://bookface-images.s3.amazonaws.com/small_logos/b5d014c36052bdd4a69088606fa34d3acd89ab7a.png,"Cardinal is an opinionated feature backlog. It pulls in your customer feedback, CRM data, and task management issues and uses AI to assess which customers want which features, how important is it for them, and how much are they worth",Cardinal,"Austin, TX, USA",Your AI product backlog,Acquired,"generative-ai,saas,b2b,productivity,analytics",3,http://cardinalapp.io
"Varun Varahabhotla,Jackson Chen",W23,2022,Fintech,0,New York,https://bookface-images.s3.amazonaws.com/small_logos/a4cb8ecbcc76362cae5a0f5edc86c8e5e98a1b70.png,"AlphaWatch AI is a research and analysis platform designed for hedge funds and private equity firms. By using custom LLMs, specialized embedding models, and integrating with both trusted external data sources and secure private data, AlphaWatch AI offers a reliable chat interface that cites its sources, saving financial professionals time on research. 

We aim to solve a very real pain point: data is currently disjointed, and hedge funds spend anywhere from 250k to 1M on data costs. While LLMs should solve a research problem, their results are prone to hallucinations and don't include internal information.

With efficient data integration and valuable insights, AlphaWatch AI is enhancing the way financial institutions access essential information and make informed decisions while maintaining data privacy",AlphaWatch AI,"New York, NY, USA",AI copilot for hedge funds with trusted data,Active,"generative-ai,finance,workflow-automation,enterprise,ai-assistant",4,https://alphawatch.ai
"Nikhara Nirghin,Kiara Nirghin",W23,2022,B2B,4,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a5536faf0c37956706227c0349f57943e972007e.png,"Companies struggle to customize their generative AI models by taking advantage of their existing customer and enterprise data, in real-time. Chima solves for this through a sleek, interoperable layer before the standard generative AI models are applied.",Chima,"San Francisco, CA, USA",Building infrastructure tools to help large companies customize their…,Active,"developer-tools,generative-ai,saas,b2b,ai",7,https://www.withchima.com/
"Scott Swarthout,Zach Glick,Derek Metcalf",W23,2022,"Healthcare,Drug Discovery and Delivery",0,,https://bookface-images.s3.amazonaws.com/small_logos/590ccfba5d4f0f97ed00fd962f2fdea307dbea2f.png,Lavo Life Sciences runs simulations of drug molecules on computers. Pharma companies use these simulations to guide their experiments and ultimately save time and money in the lab. This will de-risk and expedite clinical trials and FDA approval.,Lavo Life Sciences,,AI for drug formulation,Active,"ai-powered-drug-discovery,machine-learning,biotech",3,https://www.lavo.ai/
Daniel Lenton,W23,2022,"B2B,Infrastructure",1,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/027aebd8670e1f9af979f5faf2e16000e83da2c8.png,"LLMs run riot in production. Get back in the driving seat. Build your own evals, iterate quickly, and go from prototype to production in no time! Try Now! https://console.unify.ai/ ✨",Unify,"London, England, United Kingdom",Take Back Control of Your LLM ✨,Active,"artificial-intelligence,generative-ai,saas,api",10,https://unify.ai
Aaron Cooper,W23,2021,"B2B,Sales",8,"Lehi, UT",https://bookface-images.s3.amazonaws.com/small_logos/7b22144ce4e98bfaff13e954f43d3147fe9073ae.png,"Home service businesses, like plumbers and roofers, are losing millions of dollars each year by failing to answer the phone. Sameday's AI Sales Agent answers any calls they otherwise would miss and will follow up until every lead is on the schedule.",Sameday,"Lehi, UT, USA",AI sales agents for home service businesses,Active,"artificial-intelligence,generative-ai,b2b,sales-enablement",7,https://www.gosameday.com/
"Akash Gupta,Anirudh Gubba,Nikhil Kulkarni",W23,2022,Consumer,1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/3ece7a8e4aaed724d9d2a4da4b1acf7858d4694c.png,"LazyEditor is an AI-driven video editor that instantly handles the entire editing process, from removing silences and filler words to adding b-rolls and enhancing overall quality. We help content creators produce professional, high-quality videos that maximize engagement with minimal effort.",LazyEditor,"San Francisco, CA, USA",AI Agentic Video Editor,Active,"artificial-intelligence,video",3,https://www.lazyeditor.ai/
"Apurva Shrivastava,Tyson Chen",W23,2022,B2B,2,,https://bookface-images.s3.amazonaws.com/small_logos/41e4a3c8483aa9a861c7be4030f6eabf0407ad5e.png,We specialize in voice and can close customers across every channel 24/7. ,Avoca,,AI-powered Sales Agent for Service-Based Industries,Active,,2,https://www.avoca.ai/
"Jeremy Lee,Abhinav Gopal,Darren Hsu",W23,2022,"B2B,Engineering, Product and Design",0,,https://bookface-images.s3.amazonaws.com/small_logos/b18880e05c9eef448b41e2f69a59b103c451224d.png,"Rubbrband is building an AI artist that can imagine and edit beautiful images for you. 

We are on a mission to allow anybody to create great art, regardless of skill level.

Rubbrband is used by creatives all around the world.",Rubbrband,,"Roi, your AI artist",Active,,3,https://rubbrband.com
"Vlad Matsiiako,Tony Dang,Maidul Islam",W23,2022,"B2B,Security",7,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/621cb43ec50d1aae545391abcc114014c84d295f.png,"Infisical is an open-source platform to manage secrets and configs across your team and infrastructure.

Infisical stores your secrets and injects them back into your development workflow, CI/CD pipelines, and cloud infrastructure. It comes with secrets versioning, point-in-time recovery, audit logging, automatic secret rotation capabilities, and more.",Infisical,"San Francisco, CA, USA",Open-source secrets manager for developers,Active,"developer-tools,saas,b2b,security,open-source",15,https://infisical.com
Laduram Vishnoi,W23,2022,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/dc8d28e84cb985c9cc0b597aae845c99c32f9a23.png,"Middleware is a full-stack cloud observability platform. We allow the dev and ops teams to debug the issue faster by bringing all the metrics, logs, traces, and events to a single unified timeline and train data to AI so it can give better insight into infrastructure and application.  

- Single command installation to collect all the metrics, logs, traces, and events.
- AI-based anomaly and error detection 
- GPT 4-based error resolution
- Support Infrastructure monitoring, Logs, APM, Kubernetes Monitoring, Synthetic Monitoring,  RUM, Custom dashboard, and Alerts. 
- Full-stack observability, observe any stack at any scale.

We are at Middleware and wanted to make cloud observability faster, cheaper, and better. 
",Middleware,"San Francisco, CA, USA",AI-based full stack observability platform,Active,"aiops,saas,ai",40,https://www.middleware.io
Khurram Aslam,W23,2023,Fintech,0,,https://bookface-images.s3.amazonaws.com/small_logos/9a8e80c0706c21a5dbb22cbba1cbd67df40314d5.png,,Laminate,,,Active,"fintech,b2b",,https://www.uselaminate.com
"Bernardo Aceituno,Antoni Rosinol",W23,2022,B2B,5,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/56ffdf7e6d54cd05e1b72f0622c42dba01ae7c84.png,"With Stack AI, any organization can build and deploy custom AI Assistants and Workflow Automations in minutes. Our low-code interface allows teams of all sizes to leverage Generative AI and automate back-office workflows. 

Hundreds of companies use Stack AI to build custom knowledge-base AI assistants, automate compliance reviews, scrape data from the internet, and analyze large volumes of documents.",Stack AI,"San Francisco, CA, USA",The Enterprise AI Platform,Active,"artificial-intelligence,enterprise,automation,ai,ai-assistant",6,https://stack-ai.com/
Jin Kim,W23,2022,"Healthcare,Drug Discovery and Delivery",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/708f104e98cf6195b515828cadc85b8d47cfc8d4.png,"Miracle puts Clinical Operations in control. 

For biotech/pharma companies, Miracle is the ""control room"" for clinical trial management. Miracle helps save time by integrating vendor reports and trial data sources (i.e. EDC, IRT, study website) into a unified, real-time portal with actionable insights. Today, Miracle is powering a number of clinical trials around the world.",Miracle,"San Francisco, CA, USA",Accelerate clinical trials with actionable insights from your data,Active,"saas,b2b,biotech,healthcare",3,http://www.miracleml.com
Shivam Bharuka,W23,2023,"Fintech,Consumer Finance",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/61b78a6a5ac4fd9c4582af51db8cfe1bf6e05bc1.png,"Purchase, manage, and sell US Treasury Bills seamlessly. Get direct access to government-backed treasury bills along with the flexibility of selling anytime.",Finvest,"San Francisco, CA, USA",Easy way to buy US Treasury Bills,Active,,5,https://www.getfinvest.com/
"Alexandru Antihi,Ryan Xie",W23,2021,"B2B,Engineering, Product and Design",0,,https://bookface-images.s3.amazonaws.com/small_logos/8f6bbfc7fd06398177687e787a5e50cc01365f06.png,"Designbase is the interface design tool that gives early teams design and development superpowers. Create stunning interfaces, immediately available as code, regardless of resources.",Designbase,Remote,Design and build great interfaces,Active,"artificial-intelligence,developer-tools",3,https://www.designbase.com/
"Nikhil Rao,Alek Petuskey",W23,2023,"B2B,Infrastructure",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/677513c7f80f22199de3136c5024581799a126f2.png,"Reflex is the open-source framework empowering Python developers to build web apps faster. Build both your frontend and backend in a single language, Python (pip install reflex), with no JavaScript or web development experience required.

Build anything from internal data and AI apps to large public-facing web apps and deploy with a single command (reflex deploy).

Reflex provides high-level UI components, easy deployment and AI agents to create, edit, and deploy apps 10x faster than traditional web development while also remaining extensible through custom components that can fully leverage JavaScript's expressivity.

Our mission is to simplify web development by creating an ecosystem of open-source tools and hosted services that enable Python developers to build web apps faster without compromising on customizability, flexibility, or performance.

https://github.com/reflex-dev/reflex",Reflex,"San Francisco, CA, USA",Web apps in pure Python. Deploy with a single command.,Active,"artificial-intelligence,developer-tools,open-source,web-development,infrastructure",8,https://reflex.dev
"Nir Gazit,Gal Kleinman",W23,2022,B2B,0,"Tel Aviv-Yafo, Israel",https://bookface-images.s3.amazonaws.com/small_logos/284ee8dcb70cf1539c35db6e20ec3370746244d6.png,"Traceloop monitors the quality of your LLM application in production. It provides you with alerts, insights and gradual rollout capabilities to confidently deploy changes to your prompts and model configurations.",Traceloop,"Tel Aviv-Yafo, Tel Aviv District, Israel",OpenTelemetry-based observability for your LLM application,Active,"developer-tools,generative-ai,saas",6,https://www.traceloop.com
"Jonathan Fudem,Daniel Brain",W23,2021,"Fintech,Payments",1,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/9918e6f95f34bd512b7ab9b29b23ebfc3b8a58dd.png,"OneText is disrupting SMS marketing and payments. We win incremental sales for direct to consumer brands by making every purchase as effortless as paying with your hotel room number. OneText shoppers literally reply and buy with one text.

In our first year, we’ve onboarded 50 fast-growing e-commerce brands and have added as much as 14% in incremental revenue to their bottom lines. In March, we generated $597,000 dollars in payments. In April, we’ll book $50,000 dollars in revenue. 

Founders Jonathan Fudem/CEO and Daniel Brain/CTO met at PayPal Checkout where we designed and launched some of the world’s best checkout experiences. We left PayPal to build a payments company that actually helps merchants acquire customers and win sales.

The CMO of our largest customer, a $90M clothing brand, says we have revolutionized marketing for his company, and are, quote: “the best thing that’s happened to SMS marketing in forever.”

We are excited to share what you can do with OneText.",OneText,"San Jose, CA, USA",Frictionless payments via SMS,Active,"fintech,payments,consumer,b2b,e-commerce",6,https://onetext.com
"Samrose Ahmed,Shaeq Ahmed",W23,2022,"B2B,Security",0,"Seattle, WA",https://bookface-images.s3.amazonaws.com/small_logos/a222c90e6dc5a485e0f58e7075243197316b5126.png,"Matano is a modern SIEM, built for cloud-first security teams. 

It replaces traditional SIEM databases like Splunk or Elastic with a cybersecurity platform built on top of a cost-effective Security Data Lake.",Matano,"Seattle, WA, USA",Cloud Native SIEM (alternative to Splunk/Elastic),Active,"devsecops,analytics,open-source,cybersecurity",2,https://www.matano.dev
"Sahil Chopra,Manu Chopra",W23,2022,Consumer,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/dfa8ece84ef2c7a7d1d679ee7a41f9d4e488ac86.png,"Linum builds state-of-the-art text-to-video diffusion models.

Over the next ten years, we’re going to witness a shift in animation, tv, and film similar to what we’ve seen with YouTube - where most content will be generated by everyday people. At Linum, we’re using AI to build the tools that will enable this transition.

Linum was founded by Sahil Chopra and Manu Chopra - two brothers with 10 years of AI experience. Sahil co-wrote Stanford’s graduate-course on LLMs (Large Language Models). Manu trained RL (Reinforcement Learning) models for anesthesia administration at UCSF. 

Sign up for our beta at https://www.linum.ai/",Linum,"San Francisco, CA, USA","type text, dream video",Active,"consumer,entertainment,video,ai",3,https://www.linum.ai/
"Fatma Akcay,Eamonn Gahan",W23,2023,B2B,0,,https://bookface-images.s3.amazonaws.com/small_logos/15ecb8a9d903b0fb450aa6187f3b78313fc656ca.png,Struct is the platform for multi-lingual AI voice agents for any phone-based task. Our agents are already live doing tens of thousands of calls daily across the globe and in multiple languages. ,Struct,Remote,Multi-lingual AI Voice Agents,Active,"fintech,saas,legaltech",3,https://struct.app
"Sean Brown,Dan Jones",W23,2022,"B2B,Infrastructure",0,"Manchester, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/4a43c6cd4040e511134228e1f184c25114b22329.png,From operational automations to embeddable custom connectors. Save 10x of cost and time by building custom connectors and workflow automations in hours.,Versori,"Manchester, England, United Kingdom",Add fully custom native connectors to your SaaS in hours,Active,"saas,b2b,api,no-code",16,https://www.versori.com/
