active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Govind Chandrasekhar,Ishan Agrawal",S23,2023,"B2B,Retail",0,"Singapore, Singapore",https://bookface-images.s3.amazonaws.com/small_logos/a6abe17a364c1113dea922a968293da0024ff5af.png,"Boost conversions & organic SEO traffic by adding AI to your search box, unlocking personalized answers, suggestions, comparisons & more

Solutions
- Add AI Overviews to Search (Boost Conversions) 
- Save Answers as Landing Pages (Boost Organic SEO)",Branch AI,"Singapore, Singapore","AI Overview Search, as a Service",Inactive,"artificial-intelligence,saas,b2b,retail",3,https://www.branch-ai.com
"Eshaan Moorjani,Rajen Dey",S23,2022,"B2B,Engineering, Product and Design",0,"Berkeley, CA",https://bookface-images.s3.amazonaws.com/small_logos/81c4b7cfa70455fe6fc21054b703c4fd719269b2.png,"We built Vango excited by the future where generative visual AI models like stable diffusion dramatically reduce the barrier to create content. While spending 8 months building products for creatives, we found ourselves building hacky tools to address many of frustrations we had with visual AI. 

So we decided to build the devtool we needed: Vango is a flexible evaluation platform that makes it 10x improve visual models. Developers using visual AI models at scale use Vango to learn quantitative ways to improve their model, saving them ~10 hours per week. 

Major companies building visual products have already begun integrating diffusion models, including Adobe, Disney, Activision Blizzard, Canva, and Snap. By 2025, it is estimated that 1 billion images per day will be AI-generated. ",Vango AI,"Berkeley, CA, USA",Development platform that makes it 10x easier to improve visual models,Inactive,"developer-tools,generative-ai,design,gaming,ai",2,https://vango.ai/
"Jason Lin,Scott Hickmann,Schwinn Saereesitthipitak",S23,2023,"B2B,Productivity",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/949b8814325dbb3fbd3160ffb4215cc58351724a.png,"Sidenote is a Chrome extension that turns meeting notes into drafted emails, calendar invites, tickets, and reminders.",Sidenote,"San Francisco, CA, USA","Meeting follow-up, automated",Inactive,"productivity,automation,ai",3,https://www.sidenote.ai
"ShiHan Wan,Benji Visser",S23,2023,"B2B,Security",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/3d8557d5066f2f1e94f1be8ddc427697b79cc8d1.png,"Pronounced Zee-O-L. 

End-of-life (EOL) and outdated software are a black box of vulnerabilities with very limited remediation paths. These 2 factors combine to make managing them a necessary proactive practice. Xeol enables enterprises and Fortune 500s to create a proactive EOL management program that directly contributes to better vulnerability management and lower cyber insurance. ",Xeol,"New York, NY, USA",Close your outdated dependency attack vector,Inactive,"security,cybersecurity",3,https://www.xeol.io/
Jacob Lauritzen,S23,2023,"B2B,Sales",0,"Copenhagen, Denmark",https://bookface-images.s3.amazonaws.com/small_logos/7f3b295b0f1bf37f84fab8ca0eb4083a223649ba.png,"Unhaze is a revenue optimization tool for mid-market B2B teams.

Unhaze finds the leads that sales teams are most likely to close right now. We do this by analyzing previous deals and continuously monitoring for similar traits among all our collected company data.

By focusing on the right leads (at the right time!), we can almost double win rates.",Unhaze,"Copenhagen, Denmark",The right leads at the right time for B2B sales,Inactive,"saas,b2b,sales",6,https://unhaze.ai
"Jarrett Perkins,Eric Wang",S23,2023,"Healthcare,Consumer Health and Wellness",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/1a06810edb3cd0645dab112ab644c476e71c48c8.png,Kips Health enables physical therapists to automatically collect RTM reimbursements with only 5 minutes of work.,Kips Health,"Los Angeles, CA, USA",The only patient engagement software that pays you.,Inactive,"artificial-intelligence,consumer-health-services,health-tech,healthcare",2,https://
"Nikolas Huebecker,Coleman Oates",S23,2021,"B2B,Productivity",0,,https://bookface-images.s3.amazonaws.com/small_logos/ae5e783591dc54d6ad178b3ce7591e1a0494b4c3.png,"Onward is a new take on conversation intelligence and automation. We streamline follow-ups, CRM updates, ticket creation, and other tasks after every conversation — helping you connect this knowledge to the rest of your tools.",Onward,,Intelligent meeting automation for ambitious teams.,Inactive,,4,https://
"Sai Srirampur,Kaushik Iska",S23,2023,"B2B,Analytics",0,,https://bookface-images.s3.amazonaws.com/small_logos/4a83477f0ae90481f26400baea36bd4c2fed890a.png,"At PeerDB, we are building a fast, simple and the most cost effective way to stream data from Postgres to Data Warehouses, Queues and Storage engines. If you are running Postgres at the heart of your data-stack and move data at scale from Postgres to any of the above targets, PeerDB can provide value.


We support different modes of streaming - log based (CDC), cursor based (timestamp or integer) and XMIN based. Performance wise, we are 10x faster than existing tools. Features wise, we support native Postgres features such as comprehensive set of data-types incl. jsonb/arrays/postgis, efficiently streaming toast columns, schema changes and so on.",PeerDB,,"Fast, native ETL for Postgres 🐘 🚀",Acquired,"developer-tools,open-source,data-engineering,enterprise-software",2,https://peerdb.io/
"Ankur Rustagi,Talha Baig",S23,2023,"Healthcare,Consumer Health and Wellness",0,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/387c4373e4c5c331d3e08166ebdbb72d71cdf8f5.png,"Saatvy is a transparent, personalized and natural wellness platform to manage chronic conditions such as gut/sleep disorder, diabetes, arthritis, and postpartum thyroiditis. We do this by personalizing the health plans which are created by experienced and authentic Ayurveda practitioners.

Several people in the USA have trusted us with their natural wellness journeys. The biggest benefit our customers find in the first consultation is understanding the root causes of their health issues, where traditional medicine often falls short. Our Ayurvedic practitioners have decades of experience, with some serving on Ayurveda boards in the USA.",Saatvy,"San Jose, CA, USA",Root cause help for chronic conditions,Inactive,"consumer-health-services,health-&-wellness,ai",1,https://saatvy.com
"Stephanie Vasquez,Dasha Cherepennikova",S23,2023,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/02320662022f49489050fc19df1ac3ad750c205e.png,"Line.Build is software for contractors to seamlessly find and apply for financing and rebates for energy efficiency upgrades. With buildings accounting for almost 40% of US GHG emissions, retrofitting for efficiency is essential to reduce emissions and load on the grid, but expensive. Over $80B of rebates, incentives and financing is available but hyper-fragmented across utilities, federal funds, grants, and green lending programs. Line consolidates disparate sources of funds and simplifies finding and applying for incentives and financing.

Line is designed to be user-friendly, available in multiple languages, and accessible on both web and mobile devices. Additionally, it provides an API that seamlessly integrates with existing quoting tools, enhancing efficiency and convenience.",Line.Build,"San Francisco, CA, USA",Incentives and financing for energy efficiency upgrades,Inactive,"payments,construction,climate,renewable-energy,climatetech",3,https://www.line.build/
"Anish Agrawal,Kasyap Chakra",S23,2023,B2B,0,"Philadelphia, PA",https://bookface-images.s3.amazonaws.com/small_logos/bf0019c6ad5bec3a367e3a88e2bc4f39705513aa.png,"Chatter is Postman for LLMs. Our platform helps companies and developers test their LLM models. Iterate on prompts, run them across model families and evaluate them against test cases – all in one place. With collaboration features, engineers can design LLM chains while QA can write test cases. 
",Chatter,"Philadelphia, PA, USA",Dead simple LLM testing and iteration,Acquired,"aiops,developer-tools,generative-ai",2,https://www.trychatter.ai/
"Buğra Gündüz,Emir Atli,Arda Bulut",S23,2022,"B2B,Sales",8,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/90725285723955c6a718c11c6de42fac109093c5.png,"HockeyStack improves sales outcomes for B2B companies by helping them record and understand every interaction their customers have with their marketing, sales reps, CSMs, and products. 

We map every customer touchpoint from ad impression to closed won and to upsell using our own tracking script and native integrations to the B2B GTM tech stack. 

Building this source of truth allow us to give companies previously hidden insights that generate incremental revenue, such as:

- Deploy marketing budget: ""Launch this ad campaign to this audience to generate $XM in pipeline""
- Target the right accounts with the right messaging: ""These accounts have the highest likelihood to convert, put them on this email sequence""
- Convert more of the pipeline: “Pied Piper hasn't visited the site for 8 days; give Jim a phone call”
",HockeyStack,"San Francisco, CA, USA",The operating system for inbound B2B revenue,Active,"saas,b2b,analytics,sales,marketing",11,https://hockeystack.com
"Thomas Laporte,Martin Bocken,Josef Rokusek",S23,2022,"Industrials,Climate",0,"Paris, France",https://bookface-images.s3.amazonaws.com/small_logos/17e115f6387d31c268302079d59ab1981c37d8ca.png,"HyLight builds and operates autonomous airships for long range monitoring. We focus on detecting methane leaks on pipelines and defects on power lines.

Our innovation, the HyLighter, is a crossover between drone and airship technology. Like a drone, it is easily controllable and transportable. And, like an airship, it is extremely energy-efficient, enabling it to fly for up to 10 hours at slow speed (22mph) for optimal data collection which represents a range of 220miles. 

Today, energy infrastructure operators struggle with conducting inspections that are simultaneously: massive and precise. HyLight offers a solution to precisely detect issues on the infrastructure at an industrial scale, and all of this without emitting GHGs.

We are 3 co-founders experienced in hardware and energy companies with Masters in Mechanical Engineering, Computer Science and Business from the best Engineering and Business School in France.

We have developed 5 different flying aircrafts and signed 5 pilots programs with major energy infrastructure operators. We also have LOIs worth over $3.5M.",HyLight,"Paris, Île-de-France, France",Small unmanned hydrogen airships for long range monitoring,Active,"hydrogen-energy,b2b,climate,energy",9,https://www.hylight.aero/
"Akeed Azmi,David Reche",S23,2023,B2B,5,,https://bookface-images.s3.amazonaws.com/small_logos/abd74929259a8edfae6670bf2b3306e002e8064a.png,"Cercli is the single modern platform for Middle East & North Africa (MENA) businesses to hire, manage and pay their global workforce. We automate your local and remote payrolls, HR, onboarding, compliance, expenses and more - to help organisations reduce human error and stay fully compliant. ",Cercli,,Rippling for Middle East & North Africa,Active,"saas,hr-tech",10,https://www.cercli.com
"Gabriel Birnbaum,Eric Meier",S23,2023,"Consumer,Social",0,,https://bookface-images.s3.amazonaws.com/small_logos/656e2a84daf650d3d12f4a1b2f1c994879a2d1df.png,"Can of Soup is an app where you can use AI to create photos of you and your friends in imaginary situations. For example, you can create a photo of you, your best friend, and Rihanna playing volleyball on the moon, edit it to perfection, and share it to your friends feed.",Can of Soup,,AI photos of you and your friends,Active,,2,https://canofsoup.com/
"Emil Soerensen,Finn Bauer",S23,2023,"B2B,Productivity",4,,https://bookface-images.s3.amazonaws.com/small_logos/274c05ef6658ba8b2d341c95ee4d90f16444919c.png,"kapa.ai makes it easy for technical companies to build AI support and onboarding bots for their users. Teams at +150 leading startups and enterprises incl. OpenAI, Mixpanel, Mapbox, Docker, Next.js and Prisma use kapa to level up their developer experience and reduce support.

We enable companies to use their existing technical knowledge sources incl. docs, tutorials, chat logs, and GitHub issues to generate AI bots that answers developer questions automatically. More than 750k developers have access to kapa.ai via website widgets, Slack/Discord bots, API integrations, or via Zendesk.",kapa.ai,Remote,ChatGPT for technical products ,Active,,8,https://www.kapa.ai/
"Jacqueline Cheong,Robin Tang",S23,2023,"B2B,Infrastructure",2,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/f8a9843a01f34ae528c06b3e6504fbd98199d0a1.png,"Artie is software that streams data from databases to data warehouses in real-time. Today, most companies run their ETL process every few hours or overnight, so their data warehouse is always out of date; with Artie, the warehouse always has live production data.",Artie,"San Francisco, CA, USA",Software that streams data from databases to warehouses in real-time,Active,"developer-tools,saas,open-source,data-engineering,enterprise-software",5,https://www.artie.com/
"Severin Landolt,Christopher Kindl",S23,2023,"B2B,Engineering, Product and Design",0,"Zug, Switzerland",https://bookface-images.s3.amazonaws.com/small_logos/182c66523823a79a77fe5fb67f2c30f66c4f25e3.png,React components to build charts and dashboards,Tremor,"Zug, ZG, Switzerland",The UI toolkit for Dashboards,Active,data-visualization,2,https://www.tremor.so
Luke Igel,S23,2022,"B2B,Productivity",4,,https://bookface-images.s3.amazonaws.com/small_logos/236edce8d65891082c7aa4675c370a79d943bee2.png,"Kino automatically organizes footage to make video editing faster and more enjoyable. Kino saves hours every day for all types of video creation, from Youtube content to Hollywood blockbusters.
",Kino AI,,Kino automatically organizes footage to make video editing faster. ,Active,,3,https://kino.ai
"Devishi Jha,Jianna Liu",S23,2023,B2B,4,,https://bookface-images.s3.amazonaws.com/small_logos/046a138a54a89d5f88af4355ea9e901c1a337397.png,Leafpress helps large enterprises manage mission-critical energy data.,Leafpress,,AI Utility Data Management,Active,,2,https://www.leafpress.ai
"Félix Malfait,Charles Bochet,Thomas Colas des Francs",S23,2023,B2B,1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/2befcd73780fb4c29e4bd8bbf8222b0adb1020b3.png,Building a modern alternative to Salesforce: https://github.com/twentyhq/twenty,Twenty,"San Francisco, CA, USA",Open Source CRM,Active,"saas,b2b,open-source,sales,crm",3,https://twenty.com
"Ryan Phelps,Kevin Bastoul,Jacob Caccamo",S23,2022,Healthcare,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/1d190bc1542d829ef8ba2002ac6bae00321120bc.png,"Synaptiq's mission is to become the AI infrastructure for the $110B medical education industry, leading to better physicians, a more efficient healthcare system, and improved patient care.",Synaptiq,"San Francisco, CA, USA",Synaptiq 🧠 AI-Powered Training for Doctors,Active,"artificial-intelligence,education,healthcare",3,https://synaptiq.co/
"Allen Wang,Katherine He",S23,2022,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7411f4ecb5153ac85174724f663e8e21142f624a.png,"Nectar helps large companies collect carbon emissions data for mandatory disclosures. Over 50,000 companies today are required to collect utility data for upcoming regulations in the US/EU. Sustainability teams manually parse the data, a process that takes 100M work hours annually, requires expensive audits, and results in inaccurate metrics. Nectar automatically extracts, structures, and inputs this data into companies' existing systems.",Nectar,"San Francisco, CA, USA",Collecting companies' carbon emissions data,Active,"b2b,climate,enterprise-software,climatetech",2,https://nectarclimate.com
"Asim Shrestha,Srijan Subedi,Adam Watkins",S23,2023,B2B,3,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/b0530c04819d4d4e9f06ad3bb6fed6b85f152baf.png,"At Reworkd, we're working on multimodal LLM agents that serve as the simplest way to extract web data at scale. Customers come to us with lists of 100s to 1000s of websites along with a data schema. Our agents traverse these websites, understand their structure, and generate code to extract data from them.

We've been working on LLM agents since their inception and have received over 30k stars on GitHub and 1M+ users across previous agent products. If you're interested in our pilot program, shoot us an email!",Reworkd,"San Francisco, CA, USA",The simplest way to extract web data at scale,Active,"generative-ai,b2b,open-source,ai",5,https://reworkd.ai
Chris Battarbee,S23,2023,"B2B,Engineering, Product and Design",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/6fa41154d43a3a3e4861f884623a00efb64e06f5.png,"Metoro is an observability platform specifically for service architectures running in Kubernetes.

With no code changes or instrumentation you can get total observability into you clusters and the apps running inside of them. The entire installation takes < 10 minutes.

Out of the box you get:
Traces,
Metrics (infrastructure, application and language level),
Logs,
Continuous profiling,
Regression tracking,
Network traffic inspection,
Infrastructure monitoring,
Alerting,
Automated diagnostics",Metoro,"London, England, United Kingdom",Instant in-depth observability for services running in kubernetes,Active,"developer-tools,kubernetes,devops",2,https://metoro.io
"Nicolas Raga,Omar Mihilmy",S23,2023,"Fintech,Insurance",1,New York,https://bookface-images.s3.amazonaws.com/small_logos/5043833232af4db7d1717473d4f76cd933309f14.png,"We are on a mission to revolutionize health insurance in America. We provide AI and technology workflows to decrease the cost of American health insurance. We work with health plans to involve all stakeholders, including advisors, TPAs, carriers, and stop-loss providers. This removes all unnecessary blockers and allows for world-class service delivery.",Mano Health,"New York, NY, USA",Handcrafting the future of benefits administration.,Active,"artificial-intelligence,saas,health-tech,b2b,healthcare-it",3,https://www.manohealth.com/
"Adrian Johnston,Philippa Brown,Panos Stravopodis",S23,2023,"Industrials,Climate",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/d86b08e41706ee1485385c94c3ea3b3a935e1ec8.png,"Elyos Energy helps companies save cost and reduce carbon emissions by shifting electricity consumption outside of peak demand. We connect to smart thermostats, HVAC systems, batteries and EV chargers to automatically lower consumption during peak times. 


Electrification is at the core of the UK’s net zero strategy. However, with the increase of renewable energy as a mix of the electricity supply, comes an intermittent and more volatile balance between supply and demand.  With the mass adoption of EVs, the increasingly urgent demand for air conditioning and electrification of heat, overall electricity demand is outpacing the transformation of the grid. 


Elyos Energy is helping to solve the problem of supply and demand with energy flexibility at scale, starting with the 1.6 million commercial buildings in the UK.


Our SaaS platform enables large commercial buildings to leverage their distributed energy resources (smart thermostats, HVAC systems, solar, battery) to reduce strain on the grid at hours of peak demand and lower their energy costs.

We connect to a range of APIs from smart thermostats, HVAC systems, solar, battery etc. to automate measures of energy consumption reduction and opt-in to national grid demand response events where customers can earn money for energy reduction. By shifting 10% of peak time consumption, we save companies 15% on their electricity bill and reduce their CO2 emissions by 7%.

Elyos Energy is leveraging energy flexibility, at mass-market scale to enable electrification of the energy system.",Elyos Energy,"London, England, United Kingdom",The platform for energy flexibility and demand response,Active,"saas,b2b,climate,energy",7,https://www.elyosenergy.com
"Sriharsha Guduguntla,Atul Raghunathan",S23,2023,"B2B,Sales",1,New York,https://bookface-images.s3.amazonaws.com/small_logos/d914e5099612c52b407ca205a19346b7915e770f.png,"Hyperbound is a simulated AI sales roleplay platform that turns ICP descriptions into interactive AI buyers in less than 2 minutes. It helps your sales team onboard 50% faster and boosts your team's conversions on cold, warm, & discovery calls.

Every sales team wants to do more roleplays, but it's often unscalable and biased. Instead of having your sellers practice on real prospects and burn leads in the process, Hyperbound allows your reps to get realistic at-bats with an AI buyer. Sellers can finally gain call confidence and mastery in a simulated environment that doesn't put your pipeline at risk and gives time back to your managers. 

Interested in trying it out today? Start a free demo simulation at https://app.hyperbound.ai/buyers?invite=bookface and contact us at founders@hyperbound.ai for next steps. ",Hyperbound,"New York, NY, USA",Sales call roleplay with realistic conversational AI buyers,Active,"ai-enhanced-learning,generative-ai,b2b,sales,sales-enablement",3,https://hyperbound.ai
"Reece Griffiths,Mikko Peiponen,Leonard Platzer",S23,2023,"B2B,Analytics",1,,https://bookface-images.s3.amazonaws.com/small_logos/b2f7a8dffc7dc8a6fdb4c13dce765cc7d2820b9a.png,"Deasie is a data governance layer to support safe & reliable use of language models in the enterprise. Our product connects to thousands of documents, auto-tags everything in terms of contents & sensitivity, and ensures that AI models are only ever fed with data that is relevant, safe & high-quality.

Our three founders (from Amazon, McKinsey/QuantumBlack & MIT) previously built an ML data governance tool from 0 to 1 within McKinsey, which we deployed with 11 Fortune 500 companies. We saw in early 2023 that the single greatest blocker to reliable and scalable adoption of GenAI, was the inability for enterprises to identify the right set of documents that should be used for a given application. 

Our investors include General Catalyst, Y Combinator, RTP Global and world experts in enterprise data. Website: https://deasie.com",Deasie,,Data governance for language models in the enterprise ,Active,"artificial-intelligence,data-labeling,big-data,ai-assistant",3,https://www.deasie.com/
"Pranjal Daga,Yutong Pei,Joseph Zhou",S23,2023,Fintech,1,,https://bookface-images.s3.amazonaws.com/small_logos/bba0e811637d6e9044c1a2595f37ce7eccf372a8.png,"Accend is a step-by-step guided workflow for Ops & Compliance teams to accelerate and automate manual reviews. Growing B2B Fintechs and BaaS providers continuously face the challenge of inefficiency and low quality output. Accend helps Ops professionals by automatically (i) doing online searches and (ii) generating regulatory reports like CDD/EDD, thereby saving hours per manual process, such as KYB applications, Disputes, Transaction Monitoring, etc. Accend Founders previously led Engineering and Product for Risk at Brex where they saw this problem firsthand while working with Risk Ops & Compliance folks on a daily basis.",Accend,,Accend accelerates onboarding and KYC reviews for fintechs and banks,Active,,3,https://www.withaccend.com/
Jonathan Kelley,S23,2023,"B2B,Engineering, Product and Design",1,,https://bookface-images.s3.amazonaws.com/small_logos/9c857de01ac0dcd9450546b9d0375b049abacf5a.png,"Dioxus makes it easy for developers to quickly build, test, deploy, and manage apps on every platform. We support building and deploying apps for the web, desktop, mobile, AR/VR, and many other exotic targets.",Dioxus Labs,,"Web, Desktop, and Mobile apps with one codebase in Rust",Active,,4,https://dioxuslabs.com
"Justin Harvey,Eduardo Faraday,Orestis Lykouropoulos",S23,2023,"Consumer,Content",0,"Oakland, CA",https://bookface-images.s3.amazonaws.com/small_logos/bcd595cb4b441645c0ceecb8f874f445bb04db44.png,"By using LLMs to generate news content, we reduce the cost of generating an article by over 1000x. That means that instead of covering just a few dozen topics like the New York Times, we can cover millions of hyper niche topics in the long tail distribution. By changing the cost structure, we are growing the market and creating a new business model for news at scale.
",Infobot,"Oakland, CA, USA",The AI generated news network,Active,"artificial-intelligence,generative-ai,consumer,social-media,media",3,https://infobot.ai
"Rishabh Panwar,Ishita Bhandari,Suryansh Soni",S23,2023,"B2B,Productivity",0,,https://bookface-images.s3.amazonaws.com/small_logos/62df8d00aee97fbc37cd80f37caca0808a69a3a4.png,"Watto AI uses LLMs to generate McKinsey quality reports in seconds. Customers use us to generate anything from high-quality marketing reports, custom white papers to product documents and more.",Watto AI,,AI-powered McKinsey-quality reports in seconds,Active,,3,https://www.watto.ai
"Rahul Prakash,Shrey Sambhwani,harshavardhan srijay",S23,2023,B2B,0,,https://bookface-images.s3.amazonaws.com/small_logos/b4dfe042d86555241f416bc157b7951897545353.png,Linc is an AI agent to automate workflows in logistics. Our first product is an AI Copilot for logistics vendors that parses inbound (emails + documents + spreadsheets) and syncs this data with systems of record (ERPs/spreadsheets). ,Linc.,,"AI Copilot for Shippers, Carriers and Brokers",Active,,3,https://www.linc-ai.com/
