active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Vanessa Lee,S16,,"Healthcare,Healthcare Services",0,"Toronto, Canada",,Get care at home for mom or dad from trusted professionals in their neighbourhood.,Sage Care,"Toronto, ON, Canada",Get care at home for mom or dad from trusted professionals in their…,Inactive,marketplace,0,https://www.getsagecare.com
"Abhishek Mahajan,Hemant Sah,Ashwarya Singh,vasant verma",S16,,"Consumer,Travel, Leisure and Tourism",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/b83c298b96264e91d71c57fafedfa83149d9d6a4.png,"Drivezy, the next generation car & bike sharing platform is here to transform the way vehicles are made, purchased and used. We envision a future where owning a car or bike will be a thing of the past. We're the fastest growing firm in the car & bike rental business in India.

Android App: https://play.google.com/store/apps/details?id=in.justride
iOS App: https://itunes.apple.com/in/app/drivezy/id1048221336?mt=8",Drivezy,"Bengaluru, KA, India","India's largest vehicle sharing platform, turning people's vehicles…",Inactive,,201,http://www.drivezy.com
Naman Kumar,S16,,"Healthcare,Consumer Health and Wellness",0,San Francisco,,"Airo Health is a fast growing Y Combinator-funded company building a next generation armband that has changed people think about their health. We are a multidisciplinary team that brings together expertise in biomedical engineering, user experience, artificial intelligence, software engineering, hardware engineering, and manufacturing.

Mental Health, an issue often neglected, directly affects your overall health, quality of life, and productivity. Airo is your companion through the stressful times. It sits on your arm and automatically tracks when you’re getting anxious and recommends easy tweaks that reduce stress.",Airo Health,"San Francisco, CA, USA",Airo is an AI to passively track and manage your mental health. ,Inactive,"artificial-intelligence,mental-health-tech",2,http://www.airohealth.com
"Michael Chong,Jaecheol Kim",S16,2014,"Consumer,Social",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/80fda473ea816276174ed99ca76deba07bddcc20.png,"Headquartered in Palo Alto, CA, Seerslab is a media tech and content start-up company that provides the latest Augmented Reality technologies and contents to global smartphone maker, telco and application developers. ",Seerslab,"Palo Alto, CA, USA",We are providing AR technologies and contents to app developers,Inactive,augmented-reality,39,http://www.argear.io
Stefan Seltz-Axmacher,S16,,"Industrials,Automotive",0,San Francisco,,"Starsky Robotics is an autonomous truck startup aiming to make our roads safer while providing truck drivers with jobs that bring them back to their families.

Learn more at: www.starsky.io

Interested in joining the team? Apply at: https://jobs.lever.co/starskyrobotics?",Starsky Robotics,"San Francisco, CA, USA","Driverless Trucks, for real.",Inactive,autonomous-trucking,11,https://www.starsky.io/
"Kingsong Chen,Panashe Mahachi",S16,,"B2B,Finance and Accounting",0,,,,Scanate/Fellow,,API for Invoice Financing,Inactive,,2,https://joinfellow.com
"Ashwin Amurthur,Teddy Guenin",S16,2015,"Industrials,Energy",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c829f7c14250a37c4d9ade594c3ff633807302dd.png,Y Combinator S16 Batch. Nanoparticle fluorescent tracers for reservoir characterization in geothermal and oilfield applications.,GTRACK Technologies,"San Francisco, CA, USA",Nanoparticle tracers for reservoir characterization during hydraulic…,Inactive,"hard-tech,nanosensors",2,http://www.gtracktechnologies.com
"Simon Huang,Steven Huang",S16,2015,Consumer,0,San Francisco,,"Xberts is an online shopping community that helps people find the best daily deals, get money-saving tips from experts, win reward points for Free Gift Redemption and more. Millions of users have joined our community to explore and share special offers every day, which makes Xberts your go-to destination for online shopping!

We're an international startup company backed by leading investors from both Silicon Valley and Asia including Y Combinator, YCVC Fund, Plug&Play, AV Capital, M&S Partners, Monad Ventures, Dropbox's Early Employee, etc. In 2017, Xberts was recognized by Forbes as one of the ""Top10 Startups Using Tech to Change People's Lives in Asia"".

For more details, please visit our website at:  www.xberts.com",Xberts,"San Francisco, CA, USA",Xberts.com is a cross-border marketplace for Chinese hardware…,Inactive,e-commerce,50,https://www.xberts.com
Julian Golder,S16,,Education,0,"San Mateo, CA",,Dynadot is a domain name registrar and webhost. Our mission is to help customers register domain names and create websites simply and inexpensively.,Emote,"San Mateo, CA, USA",Emote is a K-12 app that helps schools catch student behavior…,Inactive,"education,analytics",11,http://www.emotenow.com
Kjerstin Erickson,S16,,"Consumer,Home and Personal",0,San Francisco,,"

",Abundance Labs,"San Francisco, CA, USA",Abundance Labs incubates and builds alternative currency marketplace…,Inactive,"marketplace,cryptocurrency",12,http://abundancelabs.io
"Ankita Ghoshal,Prianka Ghoshal",S16,,"Industrials,Drones",0,"Austin, TX",,"Reebeez develops efficient solid-state thermoelectrophotovoltaic microengines for UAVs that achieve flight times and payloads unrivaled by batteries and fuel cells.

Due to weight limitations of engines, small aerial vehicles must rely on lithium polymer batteries that result in disappointing flight times and payloads. Reebeez presents a propulsion ​system powered by thermoelectrophotovoltaics (TEPV) that runs on lightweight combustible fuels to attain specific energy eight times better than lithium polymer batteries - at a third of the cost.",Reebeez,"Austin, TX, USA",Reebeez creates powerful microengines for UAVs. With a 2hr + flight…,Inactive,aerospace,2,http://www.reebeez.co/
"Jayanth Kottapalli,Sumit Pasupalak",S16,,"B2B,Productivity",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/18e4bc4a489e8ad5a7c85846318361450d216df9.png,"Welcome to the home of wireless presentations on LinkedIn! Follow us for regular updates, blogs, presentation tips, AV advice and more!

Ubiq is a modern meeting room solution that allows users to wirelessly project any content from their tablets or laptops to an existing Projector or TVs. Using our product, you just walk into the meeting room with any device and display your information on the screen seamlessly with just one-click.",Ubiq,"Boston, MA, USA",Screen-sharing for enterprise conference rooms,Inactive,"team-collaboration,video,enterprise",6,https://www.goubiq.com
Brian Gitt,S16,,"Consumer,Home and Personal",0,"Oakland, CA",,"API that estimates utility costs for 100M+ homes. Helps real estate sites, building industry suppliers, solar companies, and lenders target, engage, and convert more customers. ",UtilityScore (formerly Pando),"Oakland, CA, USA",API that estimates utility costs for 100M+ homes.,Inactive,"real-estate,api",6,https://
"Orion Parrott,Mike Romano",S16,2014,"Fintech,Banking and Exchange",0,"Berkeley, CA",https://bookface-images.s3.amazonaws.com/small_logos/26734dd422c43a11f7fc46d4eac4836b94e7fd36.png,"The Digital Mortgage Company

Lenders will write $1.5T of home mortgages in 2017, and will have to evaluate every single borrower's ability to repay. This is expected to cost the industry $15B in human labor. We talked to these humans, and learned that they spend 1/3 of their time just asking other humans for documents and data that are almost universally available online. While the market is slowly moving to transactional data, Lendsnap is the only company helping lenders get ahead of the competition by delivering original electronic documents and data sets. That means portfolios of our lender customers stay completely liquid in the secondary market. No one else can offer that today.

Lendsnap instantly gathers the original borrower documents and data for lenders by linking to consumer financial accounts. We increase loan origination team productivity by 25%+ and save applicants several hours on each application as well. Our intuitive and easy-to-use workflow makes it easy and safe for borrowers to turn in and for loan officers to receive the necessary documents for lenders to make a credit decision.

As the only company delivering the right documents and data to originate non-agency loans such as VA, FHA, and subprime, we are able to work with all types of lenders. Furthermore, we are uniquely suited to serve mortgage brokers (12% market share) who have to remain flexible to the credit needs of their diverse borrowers. We are the only post-launch company that delivers actual electronic statements straight from source institutions, such as Bank of America, TurboTax, Chase, and hundreds more.",Lendsnap,"Berkeley, CA, USA",The Digital Mortgage Company.,Inactive,fintech,0,http://url
Laurence Fornari,S16,2016,"Consumer,Virtual and Augmented Reality",0,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/5c5e56d4481574657df6d91eae3975eaf7c371a7.png,"Skylights is a wearable immersive cinematic entertainment for captive audiences.  SkyLights started in the planes, as passenger inflight entertainment.

SkyLights enables patients and passengers to tune out of their environment and escape by enjoying premium cinematic entertainment using VR headsets.

Skylights integrates content licensing deals, secure software, headset hardware, and operations. All four are sold as a subscription service. Skylights is now developing in BtoC.

The company is incorporated in the US.",SkyLights,"San Jose, CA, USA",Premium immersive cinematic VR entertainment for captive audiences,Inactive,"vr-health,entertainment,airlines",5,http://www.skylights.aero
Jake Clinton,S16,,"Industrials,Automotive",0,,,"Loco AI is dedicated to the development of low-cost, compact laser radars for unmanned vehicles. Its market price is one-tenth of that of its current counterpart, and it is dedicated to the commercial development of unmanned vehicles.",LocoAI,,"Small, low-cost LIDAR",Inactive,hardware,1,http://www.locoai.com
Nick DeMonner,S16,,Government,0,"Redwood City, CA",,"Every day, incredible government workers serve the public without the resources—and appreciation—their important work deserves. These hard-working teams have to deal with communications arriving from too many channels, maze-like processes for fulfilling constituent requests, and a dangerous lack of visibility into constituent opinions on major issues and the work teams perform.   

Software can help! But the vendor community has responded with hard-to-use, hard-to-implement, and hard-to-purchase private sector software rather than building something from the ground up. These outdated solutions fail to address government workers’ unique challenges. 

Seneca Systems was founded to address those challenges and strengthen the vital bond between government and people. Our Constituent Services Platform, Romulus, centralizes constituent communications, organizes service requests, and provides insights into constituent preferences and work performed. Built for governments by people who love government workers, Romulus enables government workers to get more done in less time, with less overhead, and to more constituent applause.",Seneca Systems,"Redwood City, CA, USA",Constituent system-of-record and service request management software…,Acquired,govtech,11,https://www.senecagov.com
"Ayde Soto,Brady Stoddard,Sam Stoddard",S16,2015,"Consumer,Home and Personal",0,"Salt Lake City, UT",https://bookface-images.s3.amazonaws.com/small_logos/5da41c09db80f115b730dfa9fbebb5c61a866cab.png,SimpleCitizen is here to make applying for citizenship in the United States as simple as filling out an online application for a job. Taking 20 minutes to answer just 20 questions can save you thousands in lawyer fees. SimpleCitizen is here to help you make the most important decision in your life SIMPLE.,SimpleCitizen,"Salt Lake City, UT, USA","From signup to citizenship, only SimpleCitizen guides applicants…",Acquired,civic-tech,23,http://www.simplecitizen.com
"Alexander Harmsen,James Howard",S16,2015,"Industrials,Drones",0,,,"The future for autonomous industrial drones is in sight - Enabling safer drone operation through intelligent collision avoidance. We are a Y Combinator and Silicon Valley investor company with a team from NASA, Boeing and PhDs in computer vision. 
Read more at: https://tinyurl.com/y7tm4zr8
 
Website: www.IrisOnBoard.com",Iris Automation,"San Francisco, CA, USA",Enabling autonomous drone operations globally through AI software,Acquired,"drones,computer-vision",,http://www.irisonboard.com
"Kate Heddleston,Rachel Myers",S16,,"B2B,Engineering, Product and Design",0,San Francisco,,"The best way for businesses to ship software. Opsolutely empowers engineering teams to be more productive, inclusive, and collaborative by making the most challenging and chaotic part of their software creation process safe, easy-to-use, and friendly for every member of the team.",Opsolutely,"San Francisco, CA, USA",Automated deployments for software teams.,Acquired,devops,2,https://www.opsolutely.com
"Colin Barceloux,Scott Hasbrouck",S16,,"Consumer,Home and Personal",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/2bc820b7e98988bb1dd51d0e58395430c0d3e94d.png,"Techmate offers simple, on-demand tech support for small businesses and startups. With fast appointment booking, transparent pricing, and friendly, trusted technicians, we aim to take the frustration out of tech support. Get onsite or virtual tech support in as little as 2 hours.",Techmate,"New York, NY, USA",A technology concierge for your home. We provide on-demand support…,Acquired,"iot,customer-support,home-automation",11,https://www.techmate.com
"Nikolay Valtchanov,Arun Vijayvergiya",S16,,"Consumer,Social",0,San Francisco,,"Fabric is a personal location-based journal that catalogs experiences and interactions. With Fabric, users can automatically preserve a record of places, paths, activities, add friends, and browse photos.",Fabric,"San Francisco, CA, USA",Fabric is a personal location-based journal that catalogs experiences…,Acquired,privacy,2,http://www.fabric.me
Michael Heinrich,S16,2014,"B2B,Productivity",0,"Burlingame, CA",https://bookface-images.s3.amazonaws.com/small_logos/3b3b55601198e995dd37f15f2ad59f81b5586bba.png,"We're a Top YCombinator S16 and YCG F19 company empowering people to live healthy and blissful lives. We create healthy and happy employees through nutrition and wellness services. We have built a sophisticated tech stack utilizing AI and IoT to enable a flexible supply chain, being completely asset lite, and full wellbeing analytics. We work with some of world’s top companies such as Apple, Google, Amazon, Kaiser, Stanford, Stripe, Nike, Lyft, and many more.",garten,"Burlingame, CA, USA",Creating workplace wellbeing.,Acquired,artificial-intelligence,201,https://garten.co/
