active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"James Richards,Michael Smith",S13,,"B2B,Human Resources",0,San Francisco,,"Teleborder helps companies hire, manage and retain international employees. Our software platform enables companies to manage immigration, reporting, and compliance all in one place, and our network of providers deliver related services through our platform. Our customers range from small startups to large corporations, and our investors include Y Combinator, Khosla Ventures, IDG, and others.",Teleborder,"San Francisco, CA, USA",Dashboard for companies to manage immigration for their employees.,Inactive,immigration,11,http://teleborder.com
Bennett Hoffman,S13,,"Fintech,Banking and Exchange",0,Palo Alto,,"Buttercoin is an open source, high-volume digital trading engine used to arrange trades in an order book.",Buttercoin,"Palo Alto, CA, USA",Bitcoin Marketplace,Inactive,marketplace,11,http://buttercoin.com
"Charlie Guo,Kevin Xu",S13,2013,"Consumer,Social",0,Mountain View,,,FanHero,"Mountain View, CA, USA",,Inactive,,1,https://fanhero.com/
"Maran Nelson,Aditya Viswanathan",S13,,"B2B,Retail",0,San Francisco,,"Crowdery is an online platform, allowing its users to vote on their favorite product design out of a set. It then builds its users a personalized marketplace of their top picks, and top products are opened for them to pre-order at a discount.

Crowdery was launched in 2013 by Maran Nelson and Aditya Viswanathan. It is based in Mountain View, C.A.",Crowdery,"San Francisco, CA, USA","[Now Clara, YC S14- claralabs.com]",Inactive,"education,elearning",2,http://crowdery.com
"Kyle Gray,Brandon Liu",S13,,"B2B,Infrastructure",0,San Francisco,,"Stack Machine is a developer tools company based in San Francisco, CA since May 2013. We enable a full-stack understanding of an organizations's codebases and developer environments. Our founders have years of experience running large-scale web services.",StackMachine,"San Francisco, CA, USA",Instant sandboxed server environments,Inactive,"developer-tools,devops,cloud-computing",2,http://stackmachine.com
Geoff Greer,S13,,"B2B,Engineering, Product and Design",0,San Francisco,,"Floobits lets you use native text editors to collaborate on code in real-time.

Floobits has 7,000 users signed up with eight hours a day on average per usage. The two co-founders Matt Kaniaris and Geoff Greer used to pair program together while at Rackspace, and after leaving, they realized that they wanted to build something that could help others do the same.

The service offers freemium pricing, where free accounts have up to five workspaces available. But to work privately, a paid account starting at $15 per month is required.",Floobits,"San Francisco, CA, USA",Real-time collaborative editing in the browser with support for…,Inactive,"collaboration,remote",2,http://floobits.com
Travis Dredd,S13,,"B2B,Productivity",0,Mountain View,,"GoComm, a Y-Combinator backed company, is a real-time communications and task management system for distributed workforces. Similar to what Yammer has done for office workers, we are doing for mobile teams, with an initial target market of the companies, venue operators and individuals who manage complex events of various sizes. GoComm brings to these workers a modern, integrated, task management and communications system that works immediately with their current mobile devices.",GoComm,"Mountain View, CA, USA",Mobile communications platform for teams working on live events,Inactive,,2,http://gocomm.com
Dann Petty,S13,,"B2B,Productivity",0,San Francisco,,"Hum is a product designed to disrupt email with collaboration. It organizes conversation into threads, lets you drop work requests into each others’ feeds, and syncs everything across your devices. Hum is focused on real-time conversation and presence.

It makes it easy to see who else is currently viewing a thread. You can “read later” any threads you can’t get to right now, or pin important conversations to the top of the app. The company made a lot of bold claims about how it will transition you away from email as you use it more, but didn’t provide many specifics. Hum will have a steep uphill battle against incumbents like Yammer and Asana, and email, which has been harder to disrupt than most people realize.",Hum,"San Francisco, CA, USA","A chat program that integrates with email, with presence.",Inactive,"productivity,messaging",11,http://letshum.com
João de Paula,S13,2011,"Consumer,Apparel and Cosmetics",0,"Rio de Janeiro, Brazil",https://bookface-images.s3.amazonaws.com/small_logos/004918d9c74b7a59fe0459527403d0361971a112.png,"The best e-commerce experience in Latin America. We connected buyers to sellers, giving you the lowest prices and the highest quality customer service. Glio is the 1st Y Combinator-backed company from LatAm.",Glio,"Rio de Janeiro, RJ, Brazil",Amazon Marketplace for Latin America,Inactive,marketplace,2,http://glio.com
"Anthony Ko,Peter Szcus,Danny Wen",S13,,"Consumer,Consumer Electronics",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/f3e5abe0f22ead4e6d78084420142cf699e9a667.png,"Graft Concepts' approach is simple: create unique and iconic products through creative problem solving. They aim to create accessories with traits that pair elegantly with the device it's intended to enhance. Instead of creating iPhone cases that require brute force to install, their Leverage case was crafted with an elegant clasp that secures the case in place without distracting from the iPhone's original aesthetics. As a small and new company, they strive to innovate just beyond the familiar and create improvements that define new perspectives.

They are a small team that prides itself in providing a great customer experience to go along with a great product. Their products are designed in Southern California, engineered by the Swiss, and manufactured by hand picked factories to ensure high-quality standards.",Graft Concepts,"Mountain View, CA, USA",Graft Concepts makes unique iPhone cases and other mobile accessories,Inactive,,2,http://graftconcepts.com
"Brett Northart,Rakesh Tondon",S13,,"Consumer,Apparel and Cosmetics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/8e0cd23208b42fd0305ba33c7df60810b6c9d74e.png,"Le Tote is the leading online fashion service, providing women access to an unlimited, personalized closet of everyday apparel. Its highly analytical, data-driven approach to retail aims to fundamentally transform the next generation of commerce. Leveraging more than 2B customer data points, the proprietary style and personalization engine is fully powered by algorithms, and supported by custom-built, end-to-end technology and logistics solutions.

Le Tote has customers across 48 states in the U.S. and recently launched in China. The company has seen over 300% growth year over year for the past 2 years and has raised more than $60M from top-tier venture capital firms including Andreessen Horowitz, Google Ventures, Y Combinator, Azure Capital and Sway Ventures.",Le Tote,"San Francisco, CA, USA",Subscription service for women's apparel & accessories. ,Inactive,fashion,201,http://letote.com
"David Tolioupov,Shahbano Imran",S13,,"B2B,Retail",0,San Francisco,,"LocalOn provides customer relationship management tools to small businesses. 

For more information, visit www.localon.com",LocalOn,"San Francisco, CA, USA",Web marketing for SMBs & merchants associations.,Inactive,"marketing,smb",2,http://localon.com
"Raymond Lo,Ben Sand,Meron Gribetz",S13,,"Consumer,Virtual and Augmented Reality",0,"San Mateo, CA",,"Meta offers users a total augmented reality (AR) experience:

- See, create, and interact with virtual objects and apps inserted in the real environment

- Display with wearable glasses

- Control with hand gestures

Meta's goal is to lead the next evolution of personal computing through augmented reality, replacing desktops, laptops, tablets, and smartphones with a more natural-to-use system set entirely in a pair of glasses.",Meta,"San Mateo, CA, USA",Augmented reality glasses.,Inactive,augmented-reality,11,http://www.metavision.com/
Ishaan Gulrajani,S13,,"B2B,Engineering, Product and Design",0,San Francisco,,"Watchsend (YC S13) makes actionable software analytics that tells you where problems are and how to fix them by recording an entire app's state to extract behaviors, actionable analytics and visualize ordinary metrics in the context of the application's appearance, all in the familiar form of video.",Watchsend,"San Francisco, CA, USA",Videos of your iOS apps,Inactive,video,2,http://watchsend.com
"Chris Castiglione,Mattan Griffel",S13,2013,Education,0,New York,https://bookface-images.s3.amazonaws.com/small_logos/cb795f4d206814372388c1af8f7e40384ccb424f.png,"One Month is an accelerated learning platform.

Our goal is simple -- empower people to change their lives by learning real-world skills, in a short amount of time. The One Month team is comprised of education thought-leaders and self-taught technology experts working to build the most effective way to learn online.",One Month,"New York, NY, USA",One Month's affordable online bootcamps teach people how to code in…,Inactive,"education,video",1,http://onemonth.com
"Perry Haldenby,Jaclyn Konzelmann",S13,,"Healthcare,Consumer Health and Wellness",0,Mountain View,,"Growing old is part of life. Losing your independence shouldn't be. We believe in a world where seniors can keep their freedom and still feel safe. That's why we created Amulyte; a remote monitoring and activity tracking system for seniors.

Amulyte is committed to providing the technology needed to help protect seniors from falls so they can continue to age at home. There are 55 million seniors in North America, a number that is only going to grow in the coming years. It is becoming increasingly important that seniors are able to continue living in their own homes as they age. Amulyte helps make that possible by using the latest technology to provide coverage anywhere - no more base station or being restricted to your home.",Amulyte,"Mountain View, CA, USA",Remote monitoring & activity tracking system for seniors. ,Inactive,health-tech,2,http://amulyte.com
Alex Selig,S13,,"Healthcare,Consumer Health and Wellness",0,San Francisco,,"SoundFocus is a San Francisco, CA-based startup creating the next generation of personalized mobile audio products. The company was founded by Alex Selig and Varun Srinivasan in September of 2012 with the mission of helping the world hear better. The company is a graduate of the Y Combinator summer of 2013 batch and announced their first hardware product, the Amp case, in October 2014. Investors include Kapor Capital, Y Combinator, VegasTechFund, OVO Fund, RTA Capital and August Capital Partners of Singapore. Hear more at www.ampaudio.com.",SoundFocus,"San Francisco, CA, USA",We are giving you 20/20 hearing when listening to the devices you…,Inactive,,2,http://soundfocus.com
"Sam Brin,Jon Li",S13,,"B2B,Retail",0,San Francisco,,"Butter Systems lets customers at restaurants order food/drink on demand at the table, using a dedicated tablet or their own mobile device. The product  spurs more impulse orders and enables every transaction to happen, whether the server is available or not. Mobile payment also allows for a seamless customer experience and faster table turn.",Butter Systems,"San Francisco, CA, USA",Replacing the paper restaurant menu with an interactive experience at…,Inactive,"digital-health,restaurant-tech",2,http://buttersystems.com
"George Tankersley,Ted Lee,Will Whitney",S13,,"B2B,Engineering, Product and Design",0,,,,Audobox,,Audobox is a developer and user friendly tool for in-app feedback.,Inactive,productivity,0,http://audobox.com
"Leo Anthias,Niluka Satharasinghe",S13,,"B2B,Productivity",0,Palo Alto,,The easiest way to work with someone else on a document. Kivo is a plugin that makes it incredibly easy to edit a document with other people. It allows you to share edits and store versions of a document without ever leaving your editing application - eg. PowerPoint.,Kivo,"Palo Alto, CA, USA",Git for Documents,Inactive,"developer-tools,productivity",2,http://kivo.com
Nathan Speller,S13,,"B2B,Engineering, Product and Design",0,,,,WebCake,,Marketing people modify site.,Inactive,,0,http://designly.com
Nate Smith,S13,,"B2B,Engineering, Product and Design",0,San Francisco,,"URX empowers publishers to monetize mobile content and enables advertisers to drive mobile commerce. The world's most forward-thinking companies use URX to connect users directly to relevant commerce experiences. URX is headquartered in San Francisco and has raised $15M from Accel, Google Ventures, First Round Capital, SV Angel and Y Combinator.",URX,"San Francisco, CA, USA",Mobile ads that users like. Acquired by Pinterest in May 2016.,Acquired,advertising,11,http://urx.com
"Bart Dirkx,Ruud van der Aalst",S13,2011,"Consumer,Consumer Electronics",0,"Sunnyvale, CA",,"IXI-Play is building a smart, Android-based robot for young children. They can play games with it; they’ll show the robot cards and it will mimic emotions on them. It sees, hears, speaks and moves.

The toy itself retails for $299 but it will also come with an app store and other accessories. It’s a hardware platform that can have customizable skins for different characters so it can either build its own IP or license out IP from other toy companies.",Ixiplay,"Sunnyvale, CA, USA","Engaging, expressive & Android hackable robot buddy for playful…",Inactive,"education,robotics",2,http://
"Brent Goldman,Zac Townsend,Daniel Kimerling",S13,2013,"Fintech,Banking and Exchange",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/2abe9dfeaec3ad6a847793b2500465e6c5c2cb14.png,"Standard Treasury helped banks harness the power of developers and developer ecosystems by building, hosting, maintaining, and supporting white-labeled and co-branded developer platforms for banks worldwide. Standard Treasury partner banks saw material top-line growth through the decreased cost of servicing their customers, decreased churn, and increased transaction volumes, while delivering tremendous value to their customers by allowing them to radically automate their treasury management and accounting processes.",Standard Treasury,"San Francisco, CA, USA",Banking APIs; acquired by Silicon Valley Bank in August 2015,Acquired,"fintech,payments,api",0,http://standardtreasury.com
Nancy Hua,S13,2013,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/119667c7c238a5fe3c85b285cc57d325cf5f7957.png,"Apptimize enables organizations to enhance their native iOS and Android apps to create amazing user experiences, improving acquisition, engagement, and retention. We do this with a platform that empowers product teams to efficiently run A/B tests, make instant updates, and personalize user experiences through staged and segmented rollouts. Apptimize, based in San Francisco, is backed by US Venture Partners, Google Ventures, Y Combinator, and others. Top apps including The Wall Street Journal, Vevo, HotelTonight, and Strava use Apptimize to continuously drive mobile growth.",Apptimize,"San Francisco, CA, USA",Apptimize lets mobile teams innovate faster to create an amazing user…,Acquired,"saas,b2b",50,http://apptimize.com
"Matthew Schwab,David Bladow,Chad Powell",S13,2013,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/db2486e6a903ae23f8d74b345ff08804c8e5f5e8.png,"Simply put, we curate and design on-demand blooms (and other sweet surprises) starting at just $38. With BloomThat, it's never been faster or easier to send a little something. Making someone’s day is just a few taps away on our app (or visit BloomThat.com from any device).

So what are you waiting for? Send #THATsomething today!

On-Demand: SF | Bay Area | NYC | LA
Next Day: All over the U.S. of A!",BloomThat,"San Francisco, CA, USA",Uber for Flowers.,Acquired,delivery,11,http://bloomthat.com
"Lucas Baker,frost li",S13,,"B2B,Recruiting and Talent",0,San Francisco,,,Hackermeter,"San Francisco, CA, USA",Replacing resume screening with code challenges.,Acquired,recruiting,11,http://hackermeter.com
Patrik Outericky,S13,2013,"B2B,Legal",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/eb7ce56fc4d7716b3ceae151008b7dd130aca547.png,"Legal spend, matter, accrual and IP management software for in-house counsel.",SimpleLegal,"Mountain View, CA, USA",Legal Operations for corporate legal teams.,Acquired,"saas,legal",60,http://simplelegal.com
"Max Friefeld,Jon Miller Schwartz,Oliver Ortlieb",S13,,"Consumer,Home and Personal",0,Mountain View,,"Layer By Layer is an online marketplace for the buying, selling, and sharing of printable 3D designs. We're going to make it possible to get the things you need and want by printing them yourself, from your own home. We want to allow anyone, technologist or amateur, to be able to use a personal 3D printer - so we decided to create an easy way for people to find and print great products.",Layer By Layer,"Mountain View, CA, USA","Acquired by MakerBot in February 2014. 

A marketplace for 3D…",Acquired,"marketplace,3d-printing",2,http://layerbylayer.com
"Steven Hsiao,Anson Tsui",S13,,"Consumer,Food and Beverage",0,"Berkeley, CA",,"SpoonRocket is a next-gen, ultra fast delivery platform that delivers high quality tasty meals to customers in 15 minutes or less.

Currently backed by Y Combinator, Foundation Capital, General Catalyst, and various other angels and funds.

Download the app or checkout the website at www.spoonrocket.com.",SpoonRocket,"Berkeley, CA, USA",Meals Delivered in 10 Minutes,Acquired,"delivery,food-&-beverage",51,http://spoonrocket.com
Tobias Eichenwald,S13,2013,"Consumer,Consumer Electronics",0,"Berlin, Germany",https://bookface-images.s3.amazonaws.com/small_logos/23de1028da808c7c867370c3ee0dceaf26122009.png,"Our mission is to empower every family member and business to set the right ambience of sound and light for every moment. 

Our company offers simple wireless switches and remotes for products like Sonos or Philips Hue, software and simplify the installation of Smart Home systems and add-on solutions to create a great smart home experience for consumers, prosumers and professionals. ",Senic,"Berlin, Berlin, Germany","Simple Controls for Sonos, Philips Hue and other Smart Home products",Acquired,,16,http://senic.com
"Shehzad Daredia,Stefan Gomez",S13,,"Consumer,Content",0,San Francisco,,"bop.fm is a YCombinator-backed music technology company that creates a home for every song on the internet. The company aggregates several popular music services (Spotify, Rdio, iTunes, YouTube, SoundCloud, Deezer, etc.) into one interface. Users can then search for any song, play it using any service, and share/discover with any friend (even if they use a different service than you). bop.fm powers this same aggregation and service-agnostic music playback for Rap Genius, as well as music content publishers, messaging clients, social networks, artists/labels, and other partners.",Bop.fm,"San Francisco, CA, USA",Canonical permalinks for songs.,Acquired,"analytics,music",2,http://bop.fm
"Steve Klein,Scott Klein,Danny Olinsky",S13,2012,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c2e481e1e8141276646830bd6bd0c5bbf27ad892.png,"Statuspage is the #1 status and incident communication tool, acquired by Atlassian in 2016. For more information, check out our new LinkedIn page: https://www.linkedin.com/showcase/18261232/",StatusPage,"San Francisco, CA, USA",The best way to communicate with users around downtime.,Acquired,monitoring,,http://statuspage.io
"Edrizio De La Cruz,Juan Maldonado,Iñigo Rumayor",S13,2013,"Fintech,Banking and Exchange",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/aec220d04601dd15bfec9a15721da8ac54ba82b6.png,"Payments-as-a-service (“PaaS”) platform that enables any business to launch and offer innovative payment solutions across LatAm. Our mission is to make payments possible for everyone.

We strive to improve people’s financial health by helping our clients empower their users, giving them a better way to manage their payments.

The world’s largest and most innovative companies choose Arcus to accept and process payments across the Americas including BBVA, Santander, Walmart, 7-Eleven, and Rappi. Arcus was launched in 2013 through Y-Combinator and is backed by Ignia, Citi Ventures, Softbank, Initialized Capital, Andreessen Horowitz, Kapor Capital, among others.",Arcus,"New York, NY, USA",Payment-as-a-service that helps any business launch payment solutions,Acquired,"fintech,payments,b2b",100,http://arcusfi.com
"Adam Hooper,Andy Norborg",S13,2013,"Real Estate and Construction,Housing and Real Estate",0,"Portland, OR",,"RealCrowd puts the power of commercial real estate investing into your hands. This unique crowd based equity platform was created by experienced commercial real estate investment professionals to allow you to decide where your money is invested by offering direct investments. Pooling your money with other like-minded investors and working with a seasoned real estate operator with the skills, knowledge and experience to optimize the asset will remove the traditional barriers to entry that typically exist in commercial real estate investing.",RealCrowd,"Portland, OR, USA",Direct real estate investing marketplace,Acquired,marketplace,9,http://realcrowd.com
Ray Wu,S13,,"Healthcare,Consumer Health and Wellness",0,San Francisco,,Weilos is a safe community for people to share their fitness updates to inspire others and receive support. Users view real body transformations and healthy photo updates from other dieters on a streaming newsfeed. They can then post themselves to receive support and tips from other like minded people. The app also has a special camera tool so users can take perfectly lined up progress photos to visualize their smallest improvements.,Weilos,"San Francisco, CA, USA",Weight loss coaching.,Acquired,"fitness,health-&-wellness",11,http://weilos.com
Aarthi Ramamurthy,S13,,"Consumer,Consumer Electronics",0,San Francisco,,We are a try before you buy service for consumer electronics.,Lumoid,"San Francisco, CA, USA",We are a try before you buy service for consumer electronics. ,Acquired,e-commerce,11,http://lumoid.com
"Kenny Cason,Ryan Frazier",S13,,"B2B,Marketing",0,"Fayetteville, AR",,"DataRank is a leading social analytics company. We monitor online conversation so that our customers 
can gather valuable comments and insights about their brand. 

We have demonstrated success with Fortune 100 companies who use DataRank for consumer insights. From increasing distribution and revenue to protecting their brand’s reputation, DataRank has assisted many companies with their marketing strategy. 

Our dedicated social analytics platform offers a variety of tools to help businesses perform competitive analysis before releasing a new product, monitor the social media conversation about their brand, track a social media campaign, and much more. 

DataRank is constantly looking for ways to be innovative in the industry. Most social media monitoring tools use Boolean-like languages but we have developed our own powerful matching language called Fizzle (Fast Scalable Searching Language), which more easily allows the user to search for phrases without gathering irrelevant data.

We have a very active blog and social media presence where you can see our social media monitoring at work. Follow this page to see our updates!

Company details",Datarank,"Fayetteville, AR, USA","Making sense of social data. 
(Acquired by SimplyMeasured.)",Acquired,analytics,11,http://www.datarank.com
"Yin Wu,Xuwen Cao",S13,,"Consumer,Home and Personal",0,,,Echo is a lockscreen platform designed to help its users view notifications. Echo automatically filters notifications into categories and delivers the most important alerts straight to lock screen.,Echo Locker,,Android lock screen,Acquired,,2,http://echolocker.com
Glen Moriarty,S13,,"Healthcare,Healthcare Services",0,"Virginia Beach, VA",,"7 Cups of Tea is an on-demand emotional health and well-being service. Our bridging technology anonymously & securely connects real people to real listeners in one-on-one chat.

Anyone who wants to talk about whatever is on their mind can quickly reach out to a trained, compassionate listener through our network. We have hundreds of listeners who come from all walks of life and have diverse experiences.

People connect with listeners on 7 Cups of Tea for all kinds of reasons, from big existential thoughts to small, day-to-day things that we all experience. Unlike talking to family or friends, a 7 Cups of Tea listener doesn’t judge or try to solve problems and say what to do. Our listeners just listen. They understand. They give you the space you need to help you clear your head.",7cups,"Virginia Beach, VA, USA",7 Cups is an emotional support service that matches up people that…,Active,,11,http://7cups.com
Garrett Beck,S13,2013,B2B,0,"Newport Beach, CA",,"Asseta is an online marketplace for used capital equipment and parts.  We utilize innovative software to bring buyers and sellers together so you can efficiently and transparently collaborate during equipment transactions.  Our web based platform ensures easy price discovery for interested parties and high touch customer service.

Today over $100B is spent on used manufacturing equipment offline via brokers and middlemen. This huge but un-sexy market has yet to be transformed by technology. The incumbent firms rely on large sales forces and the fragmentation of the market to charge huge margins.   We believe in a better solution.


Founded in 2013, Asseta is Y Combinator backed startup based in Newport Beach.  For more information, visit www.asseta.com.

Check out our AngelLilst profile here:  https://angel.co/asseta?ref=startup_card",Asseta,"Newport Beach, CA, USA",Marketplace for industrial spare parts and capital equipment.,Active,marketplace,4,http://www.asseta.com
Jarrett Streebin,S13,,"B2B,Supply Chain and Logistics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/37f58af9ede41176af776f779ec507cd820dd514.png,"EasyPost is the missing API that makes it quick and painless to integrate shipping into your application.

Some of the biggest names in retail rely on EasyPost to ship faster, smarter and cheaper. We manage the headaches involved with dated carrier technology so our customers can focus on what makes their business great. Integrate once with EasyPost and seamlessly add carriers, generate shipping labels, track packages in near real-time and insure your shipments.

EasyPost is growing fast! Check out our jobs page and join the excitement: https://www.easypost.com/jobs",EasyPost,"San Francisco, CA, USA",The shipping infrastructure of the internet.,Active,"logistics,supply-chain",51,http://easypost.com
